date,payment_type,transactions,quantity,purchase_revenue
2024-03-27,DW_APPLE_PAY,199,438,25846.33
2024-03-27,FLOW_HOSTED_CHECKOUT,27,44,7381.79
2024-03-27,GIFT_CERTIFICATE,2,4,200.97
2024-03-27,Klarna,295,764,45388.73
2024-03-27,MasterCard,242,704,39441.9
2024-03-27,PayPal,148,442,24743.71
2024-03-27,Visa,723,1744,103916.39
2024-03-28,(not set),1,2,184.87
2024-03-28,AFTERPAY_PBI,289,776,44328.8
2024-03-28,AMAZON_PAYMENTS,19,51,2515.79
2024-03-28,Amex,26,98,5304.66
2024-03-28,Discover,19,57,2925.95
2024-03-28,DW_APPLE_PAY,204,437,26568
2024-03-28,FLOW_HOSTED_CHECKOUT,30,48,6828.78
2024-03-28,Klarna,290,784,45343.23
2024-03-28,MasterCard,232,667,37821.66
2024-03-28,PayPal,163,506,26240.71
2024-03-28,Visa,812,2066,115469.71
2024-03-29,(not set),1,1,81.4
2024-03-29,AFTERPAY_PBI,263,721,40703.47
2024-03-29,AMAZON_PAYMENTS,20,57,3335.72
2024-03-29,Amex,22,90,5384.73
2024-03-29,Discover,10,35,2064.63
2024-03-29,DW_APPLE_PAY,192,388,23548.92
2024-03-29,FLOW_HOSTED_CHECKOUT,31,46,6436.22
2024-03-29,Klarna,276,723,43147.29
2024-03-29,MasterCard,245,701,37298.5
2024-03-29,PayPal,141,409,23772.74
2024-03-29,Visa,719,1755,103082.02
2024-03-30,(not set),3,7,572.36
2024-03-30,AFTERPAY_PBI,245,697,40012.05
2024-03-30,AMAZON_PAYMENTS,16,46,2397.77
2024-03-30,Amex,28,105,6647.26
2024-03-30,Discover,21,47,3024.39
2024-03-30,DW_APPLE_PAY,185,393,23926.28
2024-03-30,FLOW_HOSTED_CHECKOUT,28,58,7671.91
2024-03-30,GIFT_CERTIFICATE,1,6,351.37
2024-03-30,Klarna,249,768,42059.52
2024-03-30,MasterCard,212,567,31517.95
2024-03-30,PayPal,158,495,27335.45
2024-03-30,Visa,620,1500,86839.37
2024-03-31,(not set),2,5,556.41
2024-03-31,AFTERPAY_PBI,249,714,38943.11
2024-03-31,AMAZON_PAYMENTS,16,64,2864.06
2024-03-31,Amex,27,75,4701.78
2024-03-31,Discover,14,38,2000.29
2024-03-31,DW_APPLE_PAY,200,480,26801.6
2024-03-31,FLOW_HOSTED_CHECKOUT,23,43,7139.68
2024-03-31,GIFT_CERTIFICATE,2,4,282.06
2024-03-31,Klarna,255,749,43292.86
2024-03-31,MasterCard,190,514,28730.31
2024-03-31,PayPal,172,449,25901.2
2024-03-31,Visa,627,1581,93601.37
2024-04-01,(not set),2,2,175.34
2024-04-01,AFTERPAY_PBI,253,708,40818.7
2024-04-01,AMAZON_PAYMENTS,14,29,2087.36
2024-04-01,Amex,46,139,8900.43
2024-04-01,Discover,15,40,2076.72
2024-04-01,DW_APPLE_PAY,139,337,18669.33
2024-04-01,FLOW_HOSTED_CHECKOUT,24,43,6624.18
2024-04-01,GIFT_CERTIFICATE,1,2,125.96
2024-04-01,Klarna,291,795,45877.83
2024-04-01,MasterCard,186,548,29047.71
2024-04-01,PayPal,146,395,22517.9
2024-04-01,Visa,576,1528,82578.12
2024-04-02,(not set),1,2,283.55
2024-04-02,AFTERPAY_PBI,222,583,33835.61
2024-04-02,AMAZON_PAYMENTS,12,39,2272.28
2024-04-02,Amex,30,112,5898.65
2024-04-02,Discover,20,43,2669.36
2024-04-02,DW_APPLE_PAY,198,442,28305.14
2024-04-02,FLOW_HOSTED_CHECKOUT,31,40,7017.87
2024-04-02,GIFT_CERTIFICATE,1,1,105.45
2024-04-02,Klarna,263,800,42252.29
2024-04-02,MasterCard,222,527,31606.75
2024-04-02,PayPal,111,311,18398.37
2024-04-02,Visa,663,1869,100630.48
2024-04-03,(not set),4,5,410.21
2024-04-03,AFTERPAY_PBI,298,872,50408.45
2024-04-03,AMAZON_PAYMENTS,15,47,2437.46
2024-04-03,Amex,24,73,4682.05
2024-04-03,Discover,14,40,2383.24
2024-04-03,DW_APPLE_PAY,218,485,29833.14
2024-04-03,FLOW_HOSTED_CHECKOUT,27,48,7658.65
2024-04-03,GIFT_CERTIFICATE,1,3,79.96
2024-04-03,Klarna,309,879,50120.9
2024-04-03,MasterCard,259,719,40813.24
2024-04-03,PayPal,157,469,25751.51
2024-04-03,Visa,816,2235,125475.38
2024-04-04,(not set),1,1,97.23
2024-04-04,AFTERPAY_PBI,262,671,40746
2024-04-04,AMAZON_PAYMENTS,19,49,2803.37
2024-04-04,Amex,25,79,4777.3
2024-04-04,Discover,16,50,3004.34
2024-04-04,DW_APPLE_PAY,186,361,23681.25
2024-04-04,FLOW_HOSTED_CHECKOUT,29,48,6467.22
2024-04-04,Klarna,262,665,42475.62
2024-04-04,MasterCard,208,496,29201.02
2024-04-04,PayPal,142,389,23590.99
2024-04-04,Visa,605,1502,88860.49
2024-04-05,(not set),5,5,536.2
2024-04-05,AFTERPAY_PBI,245,623,37206.96
2024-04-05,AMAZON_PAYMENTS,25,59,3912.57
2024-04-05,Amex,27,103,6035.8
2024-04-05,Discover,7,15,1035.31
2024-04-05,DW_APPLE_PAY,187,370,23338.81
2024-04-05,FLOW_HOSTED_CHECKOUT,24,49,6284.91
2024-04-05,Klarna,262,687,41844.18
2024-04-05,MasterCard,217,480,28605.36
2024-04-05,PayPal,114,310,19191.29
2024-04-05,Visa,605,1399,88111.37
2024-04-06,(not set),5,7,567.68
2024-04-06,AFTERPAY_PBI,215,545,33983.74
2024-04-06,AMAZON_PAYMENTS,11,36,2312.02
2024-04-06,Amex,35,104,6535.11
2024-04-06,Discover,14,43,2070.96
2024-04-06,DW_APPLE_PAY,160,317,21247.37
2024-04-06,FLOW_HOSTED_CHECKOUT,32,76,10547.89
2024-04-06,Klarna,224,573,36516.56
2024-04-06,MasterCard,207,488,29480.18
2024-04-06,PayPal,124,305,19639.99
2024-04-06,Visa,544,1323,78045.94
2024-04-07,(not set),3,4,410.15
2024-04-07,AFTERPAY_PBI,246,615,38333.28
2024-04-07,AMAZON_PAYMENTS,14,60,2661.72
2024-04-07,Amex,26,77,5631.11
2024-04-07,Discover,23,76,4327.02
2024-04-07,DW_APPLE_PAY,177,358,24894.97
2024-04-07,FLOW_HOSTED_CHECKOUT,22,47,5862.07
2024-04-07,GIFT_CERTIFICATE,2,5,426.53
2024-04-07,Klarna,256,711,44696.5
2024-04-07,MasterCard,186,474,28193.53
2024-04-07,PayPal,127,358,22404.3
2024-04-07,Visa,577,1433,86099.56
2024-04-08,(not set),2,2,192.87
2024-04-08,AFTERPAY_PBI,216,543,32192.55
2024-04-08,AMAZON_PAYMENTS,13,40,2201.68
2024-04-08,Amex,30,73,5887.55
2024-04-08,Discover,16,31,2213.09
2024-04-08,DW_APPLE_PAY,131,274,17719.36
2024-04-08,FLOW_HOSTED_CHECKOUT,21,32,5599.5
2024-04-08,Klarna,225,638,36665.3
2024-04-08,MasterCard,167,396,25769.87
2024-04-08,PayPal,127,298,18332.53
2024-04-08,Visa,505,1267,69259.14
2024-04-09,(not set),3,9,663.2
2024-04-09,AFTERPAY_PBI,197,537,30526.1
2024-04-09,AMAZON_PAYMENTS,13,31,2425.19
2024-04-09,Amex,19,53,3795
2024-04-09,Discover,14,35,1855.72
2024-04-09,DW_APPLE_PAY,170,369,24753.3
2024-04-09,FLOW_HOSTED_CHECKOUT,31,52,7781.99
2024-04-09,GIFT_CERTIFICATE,2,4,214.84
2024-04-09,Klarna,227,609,40536.42
2024-04-09,MasterCard,184,511,29805.5
2024-04-09,PayPal,109,298,17155.06
2024-04-09,Visa,488,1270,74328.62
2024-04-10,(not set),3,4,264.25
2024-04-10,AFTERPAY_PBI,219,581,37422.91
2024-04-10,AMAZON_PAYMENTS,14,30,1829.18
2024-04-10,Amex,25,80,5080.13
2024-04-10,Discover,18,54,3091.54
2024-04-10,DW_APPLE_PAY,173,362,24845.42
2024-04-10,FLOW_HOSTED_CHECKOUT,23,39,5519.7
2024-04-10,Klarna,227,608,34706.5
2024-04-10,MasterCard,193,462,28582.17
2024-04-10,PayPal,138,384,25284.75
2024-04-10,Visa,576,1361,83672.83
2024-04-11,(not set),4,12,639.39
2024-04-11,AFTERPAY_PBI,343,1196,49608.12
2024-04-11,AMAZON_PAYMENTS,33,114,4332.9
2024-04-11,Amex,35,164,6630.9
2024-04-11,Discover,17,68,2273.53
2024-04-11,DW_APPLE_PAY,254,670,30418.98
2024-04-11,FLOW_HOSTED_CHECKOUT,23,49,7078.12
2024-04-11,GIFT_CERTIFICATE,18,270,4052.52
2024-04-11,Klarna,354,1242,48586.46
2024-04-11,MasterCard,317,1337,45243.92
2024-04-11,PayPal,248,995,36629.63
2024-04-11,Visa,923,3764,124003.77
2024-04-12,(not set),3,3,489.49
2024-04-12,AFTERPAY_PBI,346,1198,48135.05
2024-04-12,AMAZON_PAYMENTS,30,90,4142.95
2024-04-12,Amex,33,151,6363.49
2024-04-12,Discover,22,110,3940.78
2024-04-12,DW_APPLE_PAY,270,738,29687.3
2024-04-12,FLOW_HOSTED_CHECKOUT,37,58,7715.28
2024-04-12,GIFT_CERTIFICATE,4,16,387.78
2024-04-12,Klarna,424,1531,61616.14
2024-04-12,MasterCard,334,1295,47026.98
2024-04-12,PayPal,276,1110,41839.91
2024-04-12,Visa,1023,3840,133602.31
2024-04-13,(not set),2,11,347.91
2024-04-13,AFTERPAY_PBI,318,1196,46190.35
2024-04-13,AMAZON_PAYMENTS,33,100,5028.86
2024-04-13,Amex,46,176,6477.73
2024-04-13,Discover,30,103,4137.31
2024-04-13,DW_APPLE_PAY,295,788,32939.07
2024-04-13,FLOW_HOSTED_CHECKOUT,25,51,6900.72
2024-04-13,GIFT_CERTIFICATE,4,16,495.52
2024-04-13,Klarna,370,1430,53953.94
2024-04-13,MasterCard,318,1160,43882.13
2024-04-13,PayPal,283,1146,40694.68
2024-04-13,Visa,1019,3858,140346.66
2024-04-14,(not set),2,2,281.28
2024-04-14,AFTERPAY_PBI,379,1364,53898.24
2024-04-14,AMAZON_PAYMENTS,38,153,5257.99
2024-04-14,Amex,51,224,8798.48
2024-04-14,Discover,31,88,3558.89
2024-04-14,DW_APPLE_PAY,322,1048,38691.44
2024-04-14,FLOW_HOSTED_CHECKOUT,26,61,8416.59
2024-04-14,GIFT_CERTIFICATE,3,6,314.76
2024-04-14,Klarna,456,1805,68950.86
2024-04-14,MasterCard,357,1453,52946.86
2024-04-14,PayPal,280,1132,40725.35
2024-04-14,Visa,1048,3863,135301.61
2024-04-15,(not set),1,1,144.77
2024-04-15,AFTERPAY_PBI,216,542,32951.94
2024-04-15,AMAZON_PAYMENTS,22,48,3111.35
2024-04-15,Amex,27,107,5274.2
2024-04-15,Discover,12,28,1631.22
2024-04-15,DW_APPLE_PAY,175,400,24744.72
2024-04-15,FLOW_HOSTED_CHECKOUT,12,21,2348.33
2024-04-15,Klarna,226,576,35666.28
2024-04-15,MasterCard,150,384,22912.6
2024-04-15,PayPal,119,321,22785.64
2024-04-15,Visa,457,1101,62620.43
2024-04-16,(not set),3,5,530.82
2024-04-16,AFTERPAY_PBI,242,596,37454.42
2024-04-16,AMAZON_PAYMENTS,11,25,2013.55
2024-04-16,Amex,19,36,2765.91
2024-04-16,Discover,10,31,1958.1
2024-04-16,DW_APPLE_PAY,147,329,20279.14
2024-04-16,FLOW_HOSTED_CHECKOUT,24,44,6596.95
2024-04-16,Klarna,219,542,35091.02
2024-04-16,MasterCard,162,373,23483.73
2024-04-16,PayPal,112,264,16938.82
2024-04-16,Visa,479,1216,72790.04
2024-04-17,(not set),2,2,246.21
2024-04-17,AFTERPAY_PBI,249,633,40166.62
2024-04-17,AMAZON_PAYMENTS,19,47,3165.08
2024-04-17,Amex,34,96,6759.69
2024-04-17,Discover,10,17,1060.46
2024-04-17,DW_APPLE_PAY,186,319,21444.6
2024-04-17,FLOW_HOSTED_CHECKOUT,20,39,6154.11
2024-04-17,GIFT_CERTIFICATE,1,3,194.07
2024-04-17,Klarna,236,591,38535.07
2024-04-17,MasterCard,162,431,24824.73
2024-04-17,PayPal,125,306,20963.04
2024-04-17,Visa,542,1210,77862.48
2024-04-18,(not set),2,4,328.1
2024-04-18,AFTERPAY_PBI,250,643,40370.09
2024-04-18,AMAZON_PAYMENTS,12,34,2245.65
2024-04-18,Amex,27,60,6038.96
2024-04-18,Discover,8,14,1065.11
2024-04-18,DW_APPLE_PAY,173,306,21826.53
2024-04-18,FLOW_HOSTED_CHECKOUT,29,41,5918.39
2024-04-18,Klarna,233,630,38419.16
2024-04-18,MasterCard,176,450,28214.69
2024-04-18,PayPal,125,297,20064.63
2024-04-18,Visa,559,1297,80971.61
2024-04-19,(not set),4,4,287.3
2024-04-19,AFTERPAY_PBI,220,531,33899.38
2024-04-19,AMAZON_PAYMENTS,14,32,2168.33
2024-04-19,Amex,22,40,4173.06
2024-04-19,Discover,14,53,2542.66
2024-04-19,DW_APPLE_PAY,158,323,21823.55
2024-04-19,FLOW_HOSTED_CHECKOUT,25,56,7074.77
2024-04-19,GIFT_CERTIFICATE,1,1,48.14
2024-04-19,Klarna,239,636,39833.31
2024-04-19,MasterCard,186,450,26109.21
2024-04-19,PayPal,110,283,17745.82
2024-04-19,Visa,525,1199,75803.54
2024-04-20,(not set),1,3,127
2024-04-20,AFTERPAY_PBI,205,547,33273.56
2024-04-20,AMAZON_PAYMENTS,16,54,2941.45
2024-04-20,Amex,29,87,5784.89
2024-04-20,Discover,14,47,2901.59
2024-04-20,DW_APPLE_PAY,134,256,17683.94
2024-04-20,FLOW_HOSTED_CHECKOUT,21,33,3873.19
2024-04-20,Klarna,211,587,36044.42
2024-04-20,MasterCard,151,390,23978.09
2024-04-20,PayPal,125,317,18951.37
2024-04-20,Visa,432,1016,63736.61
2024-04-21,(not set),2,5,305.67
2024-04-21,AFTERPAY_PBI,196,525,32754.97
2024-04-21,AMAZON_PAYMENTS,14,41,1991.33
2024-04-21,Amex,19,56,3246.07
2024-04-21,Discover,17,42,2546.96
2024-04-21,DW_APPLE_PAY,162,385,26806.54
2024-04-21,FLOW_HOSTED_CHECKOUT,26,66,7868.39
2024-04-21,Klarna,218,599,36182.73
2024-04-21,MasterCard,161,417,25093.13
2024-04-21,PayPal,125,326,20736.24
2024-04-21,Visa,507,1301,77747.58
2024-04-22,AFTERPAY_PBI,201,502,29590.97
2024-04-22,AMAZON_PAYMENTS,9,24,1239.24
2024-04-22,Amex,34,84,4970.67
2024-04-22,Discover,10,29,2049.23
2024-04-22,DW_APPLE_PAY,141,281,18542.93
2024-04-22,FLOW_HOSTED_CHECKOUT,22,48,6532.23
2024-04-22,Klarna,218,544,33209.56
2024-04-22,MasterCard,145,337,21145.32
2024-04-22,PayPal,97,227,14871.26
2024-04-22,Visa,450,1051,66021.45
2024-04-23,(not set),3,4,358.83
2024-04-23,AFTERPAY_PBI,186,532,32448.34
2024-04-23,AMAZON_PAYMENTS,17,101,5398.79
2024-04-23,Amex,29,99,6058.79
2024-04-23,Discover,15,28,2004.67
2024-04-23,DW_APPLE_PAY,124,294,17824.98
2024-04-23,FLOW_HOSTED_CHECKOUT,24,59,7448.37
2024-04-23,GIFT_CERTIFICATE,1,3,273.8
2024-04-23,Klarna,212,578,35392.29
2024-04-23,MasterCard,158,431,24936.7
2024-04-23,PayPal,119,354,20484
2024-04-23,Visa,482,1243,74765.17
2024-04-24,(not set),1,1,184.45
2024-04-24,AFTERPAY_PBI,223,555,35713.49
2024-04-24,AMAZON_PAYMENTS,13,25,1579.2
2024-04-24,Amex,29,65,5066.65
2024-04-24,Discover,18,74,4036.97
2024-04-24,DW_APPLE_PAY,139,276,18280.27
2024-04-24,FLOW_HOSTED_CHECKOUT,23,38,5382.18
2024-04-24,GIFT_CERTIFICATE,1,3,248.32
2024-04-24,Klarna,215,569,34969.22
2024-04-24,MasterCard,152,430,22816.68
2024-04-24,PayPal,125,353,21982.69
2024-04-24,Visa,509,1262,77981.22
2024-04-25,(not set),3,3,505.63
2024-04-25,AFTERPAY_PBI,266,657,41627.9
2024-04-25,AMAZON_PAYMENTS,16,51,2629.34
2024-04-25,Amex,21,65,3636.23
2024-04-25,Discover,13,40,2100.31
2024-04-25,DW_APPLE_PAY,166,346,21968
2024-04-25,FLOW_HOSTED_CHECKOUT,20,27,3894.16
2024-04-25,GIFT_CERTIFICATE,1,2,184.77
2024-04-25,Klarna,243,641,38892.03
2024-04-25,MasterCard,192,509,29392.03
2024-04-25,PayPal,137,372,21819.58
2024-04-25,Visa,578,1398,80364.09
2024-04-26,AFTERPAY_PBI,249,671,41261.69
2024-04-26,AMAZON_PAYMENTS,18,57,2876.6
2024-04-26,Amex,29,81,5068.03
2024-04-26,Discover,22,53,3149.74
2024-04-26,DW_APPLE_PAY,167,385,22955.72
2024-04-26,FLOW_HOSTED_CHECKOUT,19,39,5852.27
2024-04-26,Klarna,253,642,39055.67
2024-04-26,MasterCard,229,642,36264.69
2024-04-26,PayPal,141,344,21480.09
2024-04-26,Visa,573,1506,84664.04
2024-04-27,(not set),4,8,443.22
2024-04-27,AFTERPAY_PBI,227,664,36862.42
2024-04-27,AMAZON_PAYMENTS,16,48,2809.48
2024-04-27,Amex,18,67,4153.46
2024-04-27,Discover,17,44,2529.08
2024-04-27,DW_APPLE_PAY,200,438,25310.97
2024-04-27,FLOW_HOSTED_CHECKOUT,24,35,5605.03
2024-04-27,GIFT_CERTIFICATE,2,3,109.86
2024-04-27,Klarna,254,670,39362.11
2024-04-27,MasterCard,154,493,25842.21
2024-04-27,PayPal,132,407,21691.85
2024-04-27,Visa,540,1401,78464.19
2024-04-28,(not set),2,7,466
2024-04-28,AFTERPAY_PBI,241,677,37158.83
2024-04-28,AMAZON_PAYMENTS,16,75,3775.86
2024-04-28,Amex,47,152,9194.44
2024-04-28,Discover,16,59,2697.69
2024-04-28,DW_APPLE_PAY,185,476,27280.07
2024-04-28,FLOW_HOSTED_CHECKOUT,28,50,6674.2
2024-04-28,Klarna,273,755,42730.38
2024-04-28,MasterCard,184,523,28706.18
2024-04-28,PayPal,169,566,28196.25
2024-04-28,Visa,591,1668,89406.6
2024-04-29,(not set),2,3,253.53
2024-04-29,AFTERPAY_PBI,203,596,32372.8
2024-04-29,AMAZON_PAYMENTS,20,71,4326.41
2024-04-29,Amex,33,121,6815.05
2024-04-29,Discover,16,41,2547.15
2024-04-29,DW_APPLE_PAY,158,371,21339.63
2024-04-29,FLOW_HOSTED_CHECKOUT,17,29,4174.45
2024-04-29,GIFT_CERTIFICATE,1,1,89
2024-04-29,Klarna,278,853,48363.68
2024-04-29,MasterCard,207,634,36323.36
2024-04-29,PayPal,129,399,21656.36
2024-04-29,Visa,579,1566,85656.36
2024-04-30,(not set),2,9,403.84
2024-04-30,AFTERPAY_PBI,207,685,35729.28
2024-04-30,AMAZON_PAYMENTS,17,59,3436.74
2024-04-30,Amex,22,62,3549.66
2024-04-30,Discover,19,70,3850.96
2024-04-30,DW_APPLE_PAY,156,363,21679.61
2024-04-30,FLOW_HOSTED_CHECKOUT,18,24,3358.98
2024-04-30,GIFT_CERTIFICATE,1,1,95.62
2024-04-30,Klarna,241,734,41814.71
2024-04-30,MasterCard,212,629,30878.44
2024-04-30,PayPal,117,312,16722.36
2024-04-30,Visa,580,1462,82133.08
2024-05-01,(not set),7,17,1157.84
2024-05-01,AFTERPAY_PBI,265,792,44779.68
2024-05-01,AMAZON_PAYMENTS,12,47,2328.69
2024-05-01,Amex,19,52,2863.47
2024-05-01,Discover,23,93,4619.48
2024-05-01,DW_APPLE_PAY,183,412,24451.16
2024-05-01,FLOW_HOSTED_CHECKOUT,25,45,7651.83
2024-05-01,GIFT_CERTIFICATE,2,24,998.08
2024-05-01,Klarna,254,761,41984.38
2024-05-01,MasterCard,237,775,38113.34
2024-05-01,PayPal,163,448,27702.07
2024-05-01,Visa,717,2099,109244.53
2024-05-02,(not set),1,1,135.3
2024-05-02,AFTERPAY_PBI,204,574,32486.91
2024-05-02,AMAZON_PAYMENTS,13,53,2930.8
2024-05-02,Amex,25,69,4662.13
2024-05-02,Discover,17,65,3424.33
2024-05-02,DW_APPLE_PAY,183,342,23706.62
2024-05-02,FLOW_HOSTED_CHECKOUT,17,36,4342.9
2024-05-02,Klarna,253,641,38868.58
2024-05-02,MasterCard,166,366,24214.43
2024-05-02,PayPal,123,305,19488.01
2024-05-02,Visa,537,1260,77072.06
2024-05-03,(not set),1,2,92.77
2024-05-03,AFTERPAY_PBI,194,464,29122.25
2024-05-03,AMAZON_PAYMENTS,15,32,2349.52
2024-05-03,Amex,20,48,2829.74
2024-05-03,Discover,11,20,1058.69
2024-05-03,DW_APPLE_PAY,189,390,25021.99
2024-05-03,FLOW_HOSTED_CHECKOUT,25,43,4671.98
2024-05-03,GIFT_CERTIFICATE,1,2,121.36
2024-05-03,Klarna,199,506,30276.34
2024-05-03,MasterCard,179,446,27349.34
2024-05-03,PayPal,134,346,21607.48
2024-05-03,Visa,542,1284,78402.58
2024-05-04,(not set),1,1,146.46
2024-05-04,AFTERPAY_PBI,221,559,35149.68
2024-05-04,AMAZON_PAYMENTS,15,29,2373.4
2024-05-04,Amex,16,44,3228.2
2024-05-04,Discover,17,37,2443.05
2024-05-04,DW_APPLE_PAY,159,307,18965.95
2024-05-04,FLOW_HOSTED_CHECKOUT,32,56,9650.83
2024-05-04,GIFT_CERTIFICATE,2,2,148.03
2024-05-04,Klarna,257,629,40222.71
2024-05-04,MasterCard,159,350,21922.67
2024-05-04,PayPal,141,369,22930.45
2024-05-04,Visa,464,1205,66589.16
2024-05-05,(not set),1,1,165.29
2024-05-05,AFTERPAY_PBI,210,516,31495.24
2024-05-05,AMAZON_PAYMENTS,12,21,1615.3
2024-05-05,Amex,28,86,5331.83
2024-05-05,Discover,10,21,1477.41
2024-05-05,DW_APPLE_PAY,147,330,21182.88
2024-05-05,FLOW_HOSTED_CHECKOUT,26,52,9200.24
2024-05-05,GIFT_CERTIFICATE,1,8,228.7
2024-05-05,Klarna,220,576,35070.41
2024-05-05,MasterCard,181,435,28169.99
2024-05-05,PayPal,135,363,22504.78
2024-05-05,Visa,496,1233,73394.07
2024-05-06,(not set),6,6,284.2
2024-05-06,AFTERPAY_PBI,189,455,30750.05
2024-05-06,AMAZON_PAYMENTS,9,23,1984.58
2024-05-06,Amex,30,79,5827.51
2024-05-06,Discover,17,60,2935.95
2024-05-06,DW_APPLE_PAY,137,289,18257.29
2024-05-06,FLOW_HOSTED_CHECKOUT,25,51,7710.98
2024-05-06,GIFT_CERTIFICATE,2,2,102.35
2024-05-06,Klarna,202,467,31505.81
2024-05-06,MasterCard,145,356,22693.98
2024-05-06,PayPal,118,309,20282.02
2024-05-06,Visa,484,1111,67248.24
2024-05-07,AFTERPAY_PBI,177,420,26972.26
2024-05-07,AMAZON_PAYMENTS,12,46,2018.39
2024-05-07,Amex,18,47,3293.39
2024-05-07,Discover,12,49,2639.21
2024-05-07,DW_APPLE_PAY,157,305,21135.92
2024-05-07,FLOW_HOSTED_CHECKOUT,27,56,7876.71
2024-05-07,GIFT_CERTIFICATE,1,2,97.53
2024-05-07,Klarna,179,457,29607.47
2024-05-07,MasterCard,153,350,20543.11
2024-05-07,PayPal,110,300,19414.33
2024-05-07,Visa,489,1165,69529.11
2024-05-08,(not set),3,4,340.95
2024-05-08,AFTERPAY_PBI,322,1267,47927.86
2024-05-08,AMAZON_PAYMENTS,30,120,4384.84
2024-05-08,Amex,51,205,7813.13
2024-05-08,Discover,25,124,3628.24
2024-05-08,DW_APPLE_PAY,239,830,27136.22
2024-05-08,FLOW_HOSTED_CHECKOUT,20,38,4856.57
2024-05-08,GIFT_CERTIFICATE,16,212,3092.99
2024-05-08,Klarna,337,1408,47861.47
2024-05-08,MasterCard,328,1552,45718.35
2024-05-08,PayPal,234,1119,32151.17
2024-05-08,Visa,945,4506,122878.91
2024-05-09,(not set),2,3,365.47
2024-05-09,AFTERPAY_PBI,327,1172,43869.75
2024-05-09,AMAZON_PAYMENTS,18,96,2562.03
2024-05-09,Amex,49,273,7548.13
2024-05-09,Discover,31,144,4711.29
2024-05-09,DW_APPLE_PAY,267,888,30611.57
2024-05-09,FLOW_HOSTED_CHECKOUT,28,53,7022.43
2024-05-09,GIFT_CERTIFICATE,3,7,245.11
2024-05-09,Klarna,368,1393,52355.18
2024-05-09,MasterCard,327,1467,43850.1
2024-05-09,PayPal,230,1070,31407.05
2024-05-09,Visa,967,4303,129086.29
2024-05-10,(not set),2,4,437.1
2024-05-10,AFTERPAY_PBI,313,954,41924.72
2024-05-10,AMAZON_PAYMENTS,17,86,3044.16
2024-05-10,Amex,41,192,8056.18
2024-05-10,Discover,17,54,2584.3
2024-05-10,DW_APPLE_PAY,231,653,27822.08
2024-05-10,FLOW_HOSTED_CHECKOUT,28,62,7496.91
2024-05-10,GIFT_CERTIFICATE,1,1,72.53
2024-05-10,Klarna,336,1192,48489.54
2024-05-10,MasterCard,260,1126,39663.51
2024-05-10,PayPal,221,830,30491.91
2024-05-10,Visa,826,3085,109999.18
2024-05-11,(not set),3,8,792.48
2024-05-11,AFTERPAY_PBI,208,516,33599.24
2024-05-11,AMAZON_PAYMENTS,8,41,1879.61
2024-05-11,Amex,28,80,5785.21
2024-05-11,Discover,11,16,1447.22
2024-05-11,DW_APPLE_PAY,159,310,20488.95
2024-05-11,FLOW_HOSTED_CHECKOUT,24,42,5271.2
2024-05-11,GIFT_CERTIFICATE,1,1,67.78
2024-05-11,Klarna,204,496,33017.57
2024-05-11,MasterCard,174,390,25302.31
2024-05-11,PayPal,127,293,19558.24
2024-05-11,Visa,455,1002,66129.47
2024-05-12,(not set),5,10,622.67
2024-05-12,AFTERPAY_PBI,197,449,31517.19
2024-05-12,AMAZON_PAYMENTS,12,21,1322.03
2024-05-12,Amex,36,93,6478.51
2024-05-12,Discover,14,59,3343.1
2024-05-12,DW_APPLE_PAY,177,333,23631.73
2024-05-12,FLOW_HOSTED_CHECKOUT,25,45,6317.29
2024-05-12,Klarna,207,494,30409.92
2024-05-12,MasterCard,175,420,27646.08
2024-05-12,PayPal,129,334,20707.58
2024-05-12,Visa,508,1120,73640.6
2024-05-13,AFTERPAY_PBI,202,492,31590.98
2024-05-13,AMAZON_PAYMENTS,14,36,3234.99
2024-05-13,Amex,32,87,6032.88
2024-05-13,Discover,17,51,2891.03
2024-05-13,DW_APPLE_PAY,154,321,21481.96
2024-05-13,FLOW_HOSTED_CHECKOUT,25,61,8316.98
2024-05-13,GIFT_CERTIFICATE,2,3,242.29
2024-05-13,Klarna,208,502,32540.15
2024-05-13,MasterCard,156,399,25709.84
2024-05-13,PayPal,119,298,20025.15
2024-05-13,Visa,441,1059,66206.36
2024-05-14,(not set),6,11,782.88
2024-05-14,AFTERPAY_PBI,179,473,27706.72
2024-05-14,AMAZON_PAYMENTS,15,28,2435.77
2024-05-14,Amex,36,98,7680.27
2024-05-14,Discover,14,42,2358.08
2024-05-14,DW_APPLE_PAY,119,225,15408.67
2024-05-14,FLOW_HOSTED_CHECKOUT,23,40,5471.03
2024-05-14,Klarna,203,526,34773.54
2024-05-14,MasterCard,182,497,29788.12
2024-05-14,PayPal,125,314,20407.87
2024-05-14,Visa,476,1252,76834.55
2024-05-15,(not set),1,2,64.99
2024-05-15,AFTERPAY_PBI,195,468,31783.77
2024-05-15,AMAZON_PAYMENTS,15,44,2506.82
2024-05-15,Amex,30,81,5537.45
2024-05-15,Discover,8,25,1492.97
2024-05-15,DW_APPLE_PAY,151,322,21328.19
2024-05-15,FLOW_HOSTED_CHECKOUT,22,35,5219.26
2024-05-15,Klarna,213,492,31890.44
2024-05-15,MasterCard,155,409,26290.82
2024-05-15,PayPal,137,359,25010.32
2024-05-15,Visa,565,1428,88414.8
