date,channel,sale_amt_forecast
2025-04-09,Organic Search,20451.17
2025-04-09,Referral,972.56
2025-04-09,Social,2269.3
2025-04-09,Payment Redirects,0
2025-04-09,Unassigned,4862.79
2025-04-10,Email,63603.53
2025-04-10,SMS,89330.53
2025-04-10,Push,25386.21
2025-04-10,Paid Search,132501.26
2025-04-10,Affiliates,47870.48
2025-04-10,Display,114.7
2025-04-10,Paid Social,41772.41
2025-04-10,Direct,110015.5
2025-04-10,Organic Search,22760.3
2025-04-10,Referral,1638.02
2025-04-10,Social,3822.04
2025-04-10,Payment Redirects,0
2025-04-10,Unassigned,7190.08
2025-04-11,Email,65368.47
2025-04-11,SMS,82058.67
2025-04-11,Push,25403.86
2025-04-11,Paid Search,148901.59
2025-04-11,Affiliates,56862.61
2025-04-11,Display,130.16
2025-04-11,Paid Social,46807.72
2025-04-11,Direct,143406.75
2025-04-11,Organic Search,35176.38
2025-04-11,Referral,1858.82
2025-04-11,Social,4337.24
2025-04-11,Payment Redirects,0
2025-04-11,Unassigned,9294.1
2025-04-12,Email,79090.06
2025-04-12,SMS,81298.17
2025-04-12,Push,25935.48
2025-04-12,Paid Search,131948.02
2025-04-12,Affiliates,53460.25
2025-04-12,Display,122.63
2025-04-12,Paid Social,41870.95
2025-04-12,Direct,125444.19
2025-04-12,Organic Search,31027.52
2025-04-12,Referral,1751.38
2025-04-12,Social,4086.54
2025-04-12,Payment Redirects,0
2025-04-12,Unassigned,7756.88
2025-04-13,Email,84514.99
2025-04-13,SMS,84709.23
2025-04-13,Push,32072.18
2025-04-13,Paid Search,140379.13
2025-04-13,Affiliates,54094.07
2025-04-13,Display,128.46
2025-04-13,Paid Social,42144.35
2025-04-13,Direct,124495.2
2025-04-13,Organic Search,33690.99
2025-04-13,Referral,1834.55
2025-04-13,Social,4280.62
2025-04-13,Payment Redirects,0
2025-04-13,Unassigned,9172.75
2025-04-14,Email,21685.79
2025-04-14,SMS,24521.4
2025-04-14,Push,10479.79
2025-04-14,Paid Search,87193.82
2025-04-14,Affiliates,33233.65
2025-04-14,Display,69.06
2025-04-14,Paid Social,26959.57
2025-04-14,Direct,87686.29
2025-04-14,Organic Search,26726.52
2025-04-14,Referral,986.33
2025-04-14,Social,2301.43
2025-04-14,Payment Redirects,0
2025-04-14,Unassigned,6931.63
2025-04-15,Email,26211.34
2025-04-15,SMS,29049.2
2025-04-15,Push,10295.4
2025-04-15,Paid Search,86069.53
2025-04-15,Affiliates,33806.42
2025-04-15,Display,68.12
2025-04-15,Paid Social,26590.81
2025-04-15,Direct,81623.66
2025-04-15,Organic Search,22456.69
2025-04-15,Referral,972.83
2025-04-15,Social,2269.95
2025-04-15,Payment Redirects,0
2025-04-15,Unassigned,4864.17
2025-04-16,Email,43554.42
2025-04-16,SMS,39333.78
2025-04-16,Push,18092.24
2025-04-16,Paid Search,115818.52
2025-04-16,Affiliates,44421.04
2025-04-16,Display,92.7
2025-04-16,Paid Social,36184.48
2025-04-16,Direct,106268.63
2025-04-16,Organic Search,26476.45
2025-04-16,Referral,1323.82
2025-04-16,Social,3088.92
2025-04-16,Payment Redirects,0
2025-04-16,Unassigned,6619.11
2025-04-17,Email,42893.95
2025-04-17,SMS,43666.97
2025-04-17,Push,18612.82
2025-04-17,Paid Search,113492.78
2025-04-17,Affiliates,44127.26
2025-04-17,Display,95.36
2025-04-17,Paid Social,37225.63
2025-04-17,Direct,112268.81
2025-04-17,Organic Search,29238.27
2025-04-17,Referral,1361.91
2025-04-17,Social,3177.8
2025-04-17,Payment Redirects,0
2025-04-17,Unassigned,7809.57
2025-04-18,Email,40802.85
2025-04-18,SMS,32590.51
2025-04-18,Push,19411.53
2025-04-18,Paid Search,116167.88
2025-04-18,Affiliates,40343.79
2025-04-18,Display,89.21
2025-04-18,Paid Social,36823.06
2025-04-18,Direct,102345.61
2025-04-18,Organic Search,25480.29
2025-04-18,Referral,1274.01
2025-04-18,Social,2972.7
2025-04-18,Payment Redirects,0
2025-04-18,Unassigned,6370.07
2025-04-19,Email,38084.31
2025-04-19,SMS,37884.86
2025-04-19,Push,19355.04
2025-04-19,Paid Search,101725.86
2025-04-19,Affiliates,37895.83
2025-04-19,Display,83.8
2025-04-19,Paid Social,32710.08
2025-04-19,Direct,97256.87
2025-04-19,Organic Search,23934.21
2025-04-19,Referral,1196.71
2025-04-19,Social,2792.32
2025-04-19,Payment Redirects,0
2025-04-19,Unassigned,5983.55
2025-04-20,Email,32863.8
2025-04-20,SMS,38665.4
2025-04-20,Push,12269.34
2025-04-20,Paid Search,106203.32
2025-04-20,Affiliates,40697.26
2025-04-20,Display,83.36
2025-04-20,Paid Social,32538.69
2025-04-20,Direct,99762.99
2025-04-20,Organic Search,23808.8
2025-04-20,Referral,1190.44
2025-04-20,Social,2777.69
2025-04-20,Payment Redirects,0
2025-04-20,Unassigned,5952.2
2025-04-21,Email,50237.6
2025-04-21,SMS,45999.5
2025-04-21,Push,17523.62
2025-04-21,Paid Search,119046.44
2025-04-21,Affiliates,46237.65
2025-04-21,Display,100.03
2025-04-21,Paid Social,38047.23
2025-04-21,Direct,117517.9
2025-04-21,Organic Search,28571.14
2025-04-21,Referral,1428.56
2025-04-21,Social,3333.3
2025-04-21,Payment Redirects,0
2025-04-21,Unassigned,8142.79
2025-04-22,Email,40179.97
2025-04-22,SMS,36989.54
2025-04-22,Push,14614.96
2025-04-22,Paid Search,95213.2
2025-04-22,Affiliates,36181.02
2025-04-22,Display,80
2025-04-22,Paid Social,29229.93
2025-04-22,Direct,95991.68
2025-04-22,Organic Search,22851.17
2025-04-22,Referral,1142.56
2025-04-22,Social,2665.97
2025-04-22,Payment Redirects,0
2025-04-22,Unassigned,5712.79
2025-04-23,Email,48195.89
2025-04-23,SMS,47967.47
2025-04-23,Push,20730.16
2025-04-23,Paid Search,112208.27
2025-04-23,Affiliates,43399.14
2025-04-23,Display,95.97
2025-04-23,Paid Social,37460.31
2025-04-23,Direct,107945.06
2025-04-23,Organic Search,27409.98
2025-04-23,Referral,1370.5
2025-04-23,Social,3197.83
2025-04-23,Payment Redirects,0
2025-04-23,Unassigned,6852.5
2025-04-24,Email,40567.39
2025-04-24,SMS,31394.09
2025-04-24,Push,14211.03
2025-04-24,Paid Search,88652.59
2025-04-24,Affiliates,32927.99
2025-04-24,Display,72.81
2025-04-24,Paid Social,28422.05
2025-04-24,Direct,81900.54
2025-04-24,Organic Search,20796.62
2025-04-24,Referral,1039.83
2025-04-24,Social,2426.27
2025-04-24,Payment Redirects,0
2025-04-24,Unassigned,4199.16
2025-04-25,Email,35196.11
2025-04-25,SMS,30029.31
2025-04-25,Push,13678.11
2025-04-25,Paid Search,84403.11
2025-04-25,Affiliates,31693.18
2025-04-25,Display,70.08
2025-04-25,Paid Social,27356.22
2025-04-25,Direct,81829.26
2025-04-25,Organic Search,21016.75
2025-04-25,Referral,1000.84
2025-04-25,Social,2335.29
2025-04-25,Payment Redirects,0
2025-04-25,Unassigned,5004.19
2025-04-26,Email,33929.27
2025-04-26,SMS,28768.47
2025-04-26,Push,13185.78
2025-04-26,Paid Search,81401.11
2025-04-26,Affiliates,30552.42
2025-04-26,Display,67.56
2025-04-26,Paid Social,26371.56
2025-04-26,Direct,78991.89
2025-04-26,Organic Search,20296.27
2025-04-26,Referral,964.81
2025-04-26,Social,2251.23
2025-04-26,Payment Redirects,0
2025-04-26,Unassigned,4824.07
2025-04-27,Email,40908.37
2025-04-27,SMS,36733.45
2025-04-27,Push,14343.54
2025-04-27,Paid Search,87460.6
2025-04-27,Affiliates,31235.03
2025-04-27,Display,73.49
2025-04-27,Paid Social,31687.08
2025-04-27,Direct,77664.24
2025-04-27,Organic Search,20990.54
2025-04-27,Referral,1049.53
2025-04-27,Social,2448.9
2025-04-27,Payment Redirects,0
2025-04-27,Unassigned,5247.64
2025-04-28,Email,38409.78
2025-04-28,SMS,36246.7
2025-04-28,Push,11372.52
2025-04-28,Paid Search,80539.77
2025-04-28,Affiliates,30985.11
2025-04-28,Display,68.51
2025-04-28,Paid Social,25745.04
2025-04-28,Direct,75068.11
2025-04-28,Organic Search,19569.55
2025-04-28,Referral,978.48
2025-04-28,Social,2283.11
2025-04-28,Payment Redirects,0
2025-04-28,Unassigned,4892.39
2025-04-29,Email,36354.74
2025-04-29,SMS,34191.93
2025-04-29,Push,13351.13
2025-04-29,Paid Search,80764.35
2025-04-29,Affiliates,30876.55
2025-04-29,Display,68.41
2025-04-29,Paid Social,29263.27
2025-04-29,Direct,73087.84
2025-04-29,Organic Search,19538.24
2025-04-29,Referral,976.91
2025-04-29,Social,2279.46
2025-04-29,Payment Redirects,0
2025-04-29,Unassigned,4884.56
2025-04-30,Email,36748.4
2025-04-30,SMS,34583.71
2025-04-30,Push,13504.12
2025-04-30,Paid Search,84342.17
2025-04-30,Affiliates,29290.02
2025-04-30,Display,69.19
2025-04-30,Paid Social,31008.23
2025-04-30,Direct,72826.5
2025-04-30,Organic Search,18762.12
2025-04-30,Referral,988.11
2025-04-30,Social,2305.58
2025-04-30,Payment Redirects,0
2025-04-30,Unassigned,4940.53
2025-05-01,Email,35506.42
2025-05-01,SMS,32342.88
2025-05-01,Push,12410.08
2025-05-01,Paid Search,80768.76
2025-05-01,Affiliates,31072.13
2025-05-01,Display,68.71
2025-05-01,Paid Social,29820.15
2025-05-01,Direct,77284.54
2025-05-01,Organic Search,19624.5
2025-05-01,Referral,981.23
2025-05-01,Social,2289.53
2025-05-01,Payment Redirects,0
2025-05-01,Unassigned,4906.13
2025-05-02,Email,35542.86
2025-05-02,SMS,27379.15
2025-05-02,Push,12424.24
2025-05-02,Paid Search,80855.12
2025-05-02,Affiliates,31104.95
2025-05-02,Display,68.78
2025-05-02,Paid Social,36848.48
2025-05-02,Direct,75366.16
2025-05-02,Organic Search,19645.23
2025-05-02,Referral,982.26
2025-05-02,Social,2291.94
2025-05-02,Payment Redirects,0
2025-05-02,Unassigned,4911.31
2025-05-03,Email,34559.36
2025-05-03,SMS,33400.31
2025-05-03,Push,13042.03
2025-05-03,Paid Search,77524.56
2025-05-03,Affiliates,30219.33
2025-05-03,Display,66.82
2025-05-03,Paid Social,27084.06
2025-05-03,Direct,75163.41
2025-05-03,Organic Search,19085.89
2025-05-03,Referral,954.29
2025-05-03,Social,2226.69
2025-05-03,Payment Redirects,0
2025-05-03,Unassigned,4771.47
2025-05-04,Email,30023.44
2025-05-04,SMS,31618.39
2025-05-04,Push,12343.12
2025-05-04,Paid Search,84549.06
2025-05-04,Affiliates,28982.66
2025-05-04,Display,40.36
2025-05-04,Paid Social,31642.12
2025-05-04,Direct,83389.1
2025-05-04,Organic Search,21014.05
2025-05-04,Referral,667.11
2025-05-04,Social,2291.23
2025-05-04,Payment Redirects,0
2025-05-04,Unassigned,6995.82
2025-05-05,Email,31609.67
2025-05-05,SMS,28536.51
2025-05-05,Push,11140.02
2025-05-05,Paid Search,75405.45
2025-05-05,Affiliates,25255.16
2025-05-05,Display,36.1
2025-05-05,Paid Social,27655.4
2025-05-05,Direct,75261.08
2025-05-05,Organic Search,18965.79
2025-05-05,Referral,602.09
2025-05-05,Social,2067.9
2025-05-05,Payment Redirects,0
2025-05-05,Unassigned,4508.87
2025-05-06,Email,31240.61
2025-05-06,SMS,28203.34
2025-05-06,Push,11009.96
2025-05-06,Paid Search,74525.06
2025-05-06,Affiliates,24960.29
2025-05-06,Display,35.75
2025-05-06,Paid Social,27332.51
2025-05-06,Direct,74382.38
2025-05-06,Organic Search,18744.36
2025-05-06,Referral,595.06
2025-05-06,Social,2043.75
2025-05-06,Payment Redirects,0
2025-05-06,Unassigned,4456.22
2025-05-07,Email,54825.84
2025-05-07,SMS,49495.57
2025-05-07,Push,19321.97
2025-05-07,Paid Search,130788.06
2025-05-07,Affiliates,43804.17
2025-05-07,Display,59.22
2025-05-07,Paid Social,47967.31
2025-05-07,Direct,130537.67
2025-05-07,Organic Search,32895.49
2025-05-07,Referral,1044.3
2025-05-07,Social,3586.69
2025-05-07,Payment Redirects,0
2025-05-07,Unassigned,7820.47
2025-05-08,Email,60174.84
2025-05-08,SMS,49810.64
2025-05-08,Push,19444.96
2025-05-08,Paid Search,130620.6
2025-05-08,Affiliates,43083.01
2025-05-08,Display,64.55
2025-05-08,Paid Social,47272.65
2025-05-08,Direct,131368.62
2025-05-08,Organic Search,33104.89
2025-05-08,Referral,1050.95
2025-05-08,Social,3609.53
2025-05-08,Payment Redirects,0
2025-05-08,Unassigned,5870.25
2025-05-09,Email,51941.31
2025-05-09,SMS,44634.53
2025-05-09,Push,17424.33
2025-05-09,Paid Search,117943.16
2025-05-09,Affiliates,39502.1
2025-05-09,Display,57.09
2025-05-09,Paid Social,42256.37
2025-05-09,Direct,116717.36
2025-05-09,Organic Search,29164.77
2025-05-09,Referral,941.74
2025-05-09,Social,3234.44
2025-05-09,Payment Redirects,0
2025-05-09,Unassigned,7052.41
2025-05-10,Email,33213.89
2025-05-10,SMS,29984.77
2025-05-10,Push,11705.39
2025-05-10,Paid Search,79232.34
2025-05-10,Affiliates,26536.88
2025-05-10,Display,42.63
2025-05-10,Paid Social,29058.94
2025-05-10,Direct,79080.65
2025-05-10,Organic Search,19928.32
2025-05-10,Referral,632.65
2025-05-10,Social,2172.84
2025-05-10,Payment Redirects,0
2025-05-10,Unassigned,4737.7
2025-05-11,Email,34704.15
2025-05-11,SMS,31330.15
2025-05-11,Push,12230.59
2025-05-11,Paid Search,82787.4
2025-05-11,Affiliates,27731.7
2025-05-11,Display,36.05
2025-05-11,Paid Social,30362.78
2025-05-11,Direct,82628.9
2025-05-11,Organic Search,20822.48
2025-05-11,Referral,661.03
2025-05-11,Social,2270.34
2025-05-11,Payment Redirects,0
2025-05-11,Unassigned,4950.27
2025-05-12,Email,32379.38
2025-05-12,SMS,29231.4
2025-05-12,Push,11411.29
2025-05-12,Paid Search,77241.62
2025-05-12,Affiliates,25874
2025-05-12,Display,33.84
2025-05-12,Paid Social,28328.83
2025-05-12,Direct,77093.74
2025-05-12,Organic Search,19427.62
2025-05-12,Referral,616.75
2025-05-12,Social,2118.25
2025-05-12,Payment Redirects,0
2025-05-12,Unassigned,4618.66
2025-05-13,Email,34410.96
2025-05-13,SMS,31065.46
2025-05-13,Push,12127.26
2025-05-13,Paid Search,82087.97
2025-05-13,Affiliates,27497.41
2025-05-13,Display,35.77
2025-05-13,Paid Social,30106.26
2025-05-13,Direct,81930.82
2025-05-13,Organic Search,20646.57
2025-05-13,Referral,655.45
2025-05-13,Social,2251.16
2025-05-13,Payment Redirects,0
2025-05-13,Unassigned,4908.45
2025-05-14,Email,40793.83
2025-05-14,SMS,34570.83
2025-05-14,Push,13495.68
2025-05-14,Paid Search,88850.63
2025-05-14,Affiliates,30600.17
2025-05-14,Display,39.47
2025-05-14,Paid Social,33503.4
2025-05-14,Direct,91175.74
2025-05-14,Organic Search,22976.29
2025-05-14,Referral,729.41
2025-05-14,Social,2505.17
2025-05-14,Payment Redirects,0
2025-05-14,Unassigned,5462.31
2025-05-15,Email,37525.76
2025-05-15,SMS,33877.43
2025-05-15,Push,13225
2025-05-15,Paid Search,89518.39
2025-05-15,Affiliates,29986.41
2025-05-15,Display,38.74
2025-05-15,Paid Social,32831.41
2025-05-15,Direct,89347.01
2025-05-15,Organic Search,22515.45
2025-05-15,Referral,714.78
2025-05-15,Social,2454.93
2025-05-15,Payment Redirects,0
2025-05-15,Unassigned,5352.75
2025-05-16,Email,33344.7
2025-05-16,SMS,30102.86
2025-05-16,Push,11751.49
2025-05-16,Paid Search,79544.4
2025-05-16,Affiliates,26645.38
2025-05-16,Display,34.76
2025-05-16,Paid Social,29173.39
2025-05-16,Direct,79392.11
2025-05-16,Organic Search,20006.81
2025-05-16,Referral,635.14
2025-05-16,Social,2181.4
2025-05-16,Payment Redirects,0
2025-05-16,Unassigned,4756.36
2025-05-17,Email,31766.88
2025-05-17,SMS,28678.44
2025-05-17,Push,11195.42
2025-05-17,Paid Search,75780.47
2025-05-17,Affiliates,25384.56
2025-05-17,Display,33.25
2025-05-17,Paid Social,27792.95
2025-05-17,Direct,75635.39
2025-05-17,Organic Search,19060.12
2025-05-17,Referral,605.08
2025-05-17,Social,2078.18
2025-05-17,Payment Redirects,0
2025-05-17,Unassigned,4531.29
2025-05-18,Email,33862.06
2025-05-18,SMS,30569.92
2025-05-18,Push,11933.82
2025-05-18,Paid Search,80778.56
2025-05-18,Affiliates,27035.74
2025-05-18,Display,59.25
2025-05-18,Paid Social,29626.03
2025-05-18,Direct,80623.91
2025-05-18,Organic Search,20317.23
2025-05-18,Referral,644.99
2025-05-18,Social,2215.25
2025-05-18,Payment Redirects,0
2025-05-18,Unassigned,4830.15
2025-05-19,Email,31170.09
2025-05-19,SMS,28139.68
2025-05-19,Push,10985.1
2025-05-19,Paid Search,74356.83
2025-05-19,Affiliates,24886.45
2025-05-19,Display,54.69
2025-05-19,Paid Social,27270.82
2025-05-19,Direct,74214.48
2025-05-19,Organic Search,18702.05
2025-05-19,Referral,593.72
2025-05-19,Social,2039.14
2025-05-19,Payment Redirects,0
2025-05-19,Unassigned,4446.17
2025-05-20,Email,33627.17
2025-05-20,SMS,30357.87
2025-05-20,Push,11851.04
2025-05-20,Paid Search,80218.24
2025-05-20,Affiliates,26848.2
2025-05-20,Display,58.03
2025-05-20,Paid Social,29420.52
2025-05-20,Direct,80064.66
2025-05-20,Organic Search,20176.29
2025-05-20,Referral,640.52
2025-05-20,Social,2199.88
2025-05-20,Payment Redirects,0
2025-05-20,Unassigned,4796.65
2025-05-21,Email,46578.72
2025-05-21,SMS,42050.24
2025-05-21,Push,16415.48
2025-05-21,Paid Search,111114.38
2025-05-21,Affiliates,37188.82
2025-05-21,Display,81.36
2025-05-21,Paid Social,40751.87
2025-05-21,Direct,110901.66
2025-05-21,Organic Search,27947.22
2025-05-21,Referral,887.21
2025-05-21,Social,3047.17
2025-05-21,Payment Redirects,0
2025-05-21,Unassigned,6644.08
2025-05-22,Email,46005.69
2025-05-22,SMS,41532.93
2025-05-22,Push,16213.53
2025-05-22,Paid Search,109747.42
2025-05-22,Affiliates,36731.31
2025-05-22,Display,81.81
2025-05-22,Paid Social,40250.53
2025-05-22,Direct,109537.31
2025-05-22,Organic Search,27603.4
2025-05-22,Referral,876.3
2025-05-22,Social,3009.68
2025-05-22,Payment Redirects,0
2025-05-22,Unassigned,6562.35
2025-05-23,Email,52534.08
2025-05-23,SMS,47426.61
2025-05-23,Push,18514.29
2025-05-23,Paid Search,125321.01
2025-05-23,Affiliates,41943.63
2025-05-23,Display,92.03
2025-05-23,Paid Social,45962.24
2025-05-23,Direct,125081.09
2025-05-23,Organic Search,31520.43
2025-05-23,Referral,1000.65
2025-05-23,Social,3436.77
2025-05-23,Payment Redirects,0
2025-05-23,Unassigned,7493.57
2025-05-24,Email,49095.93
2025-05-24,SMS,44322.73
2025-05-24,Push,17302.61
2025-05-24,Paid Search,117119.25
2025-05-24,Affiliates,39198.58
2025-05-24,Display,85.76
2025-05-24,Paid Social,42954.19
2025-05-24,Direct,116895.02
2025-05-24,Organic Search,29457.55
2025-05-24,Referral,935.16
2025-05-24,Social,3211.84
2025-05-24,Payment Redirects,0
2025-05-24,Unassigned,7003.14
2025-05-25,Email,52644.2
2025-05-25,SMS,47526.03
2025-05-25,Push,18553.1
2025-05-25,Paid Search,126583.71
2025-05-25,Affiliates,42562.78
2025-05-25,Display,65.14
2025-05-25,Paid Social,46558.58
2025-05-25,Direct,124343.28
2025-05-25,Organic Search,31586.51
2025-05-25,Referral,1002.75
2025-05-25,Social,3443.97
2025-05-25,Payment Redirects,0
2025-05-25,Unassigned,6504.28
2025-05-26,Email,71455.48
2025-05-26,SMS,62251.49
2025-05-26,Push,24301.6
2025-05-26,Paid Search,162994.56
2025-05-26,Affiliates,55088.97
2025-05-26,Display,83.67
2025-05-26,Paid Social,60329.38
2025-05-26,Direct,163179.64
2025-05-26,Organic Search,41373.27
2025-05-26,Referral,1313.44
2025-05-26,Social,4511.05
2025-05-26,Payment Redirects,0
2025-05-26,Unassigned,9835.95
2025-05-27,Email,39540.52
2025-05-27,SMS,35696.31
2025-05-27,Push,13935.05
2025-05-27,Paid Search,95324.63
2025-05-27,Affiliates,31589.17
2025-05-27,Display,47.66
2025-05-27,Paid Social,34594.13
2025-05-27,Direct,93144.05
2025-05-27,Organic Search,23724.3
2025-05-27,Referral,753.15
2025-05-27,Social,2586.73
2025-05-27,Payment Redirects,0
2025-05-27,Unassigned,5640.14
2025-05-28,Email,44838.56
2025-05-28,SMS,40479.27
2025-05-28,Push,15802.21
2025-05-28,Paid Search,107963.22
2025-05-28,Affiliates,35821.81
2025-05-28,Display,54.7
2025-05-28,Paid Social,39229.41
2025-05-28,Direct,105758.44
2025-05-28,Organic Search,26903.13
2025-05-28,Referral,854.07
2025-05-28,Social,2933.33
2025-05-28,Payment Redirects,0
2025-05-28,Unassigned,6395.86
2025-05-29,Email,23355.39
2025-05-29,SMS,25598.62
2025-05-29,Push,9993.13
2025-05-29,Paid Search,67642.3
2025-05-29,Affiliates,22653.3
2025-05-29,Display,35.01
2025-05-29,Paid Social,24808.22
2025-05-29,Direct,72512.8
2025-05-29,Organic Search,17013.22
2025-05-29,Referral,540.1
2025-05-29,Social,1855
2025-05-29,Payment Redirects,0
2025-05-29,Unassigned,4044.67
2025-05-30,Email,29080.05
2025-05-30,SMS,28509.77
2025-05-30,Push,11129.58
2025-05-30,Paid Search,76334.78
2025-05-30,Affiliates,26229.5
2025-05-30,Display,39.08
2025-05-30,Paid Social,28129.49
2025-05-30,Direct,75190.55
2025-05-30,Organic Search,18948.02
2025-05-30,Referral,601.52
2025-05-30,Social,2065.96
2025-05-30,Payment Redirects,0
2025-05-30,Unassigned,4504.64
2025-05-31,Email,31002.67
2025-05-31,SMS,27988.53
2025-05-31,Push,10926.1
2025-05-31,Paid Search,73957.44
2025-05-31,Affiliates,24768.23
2025-05-31,Display,37.53
2025-05-31,Paid Social,27124.34
2025-05-31,Direct,73815.85
2025-05-31,Organic Search,18601.59
2025-05-31,Referral,590.53
2025-05-31,Social,2028.19
2025-05-31,Payment Redirects,0
2025-05-31,Unassigned,4422.28
2025-06-01,Email,23985.76
2025-06-01,SMS,26017.26
2025-06-01,Push,13228.31
2025-06-01,Paid Search,63474.5
2025-06-01,Affiliates,23826.96
2025-06-01,Display,5.4
2025-06-01,Paid Social,25372.23
2025-06-01,Direct,64025.03
2025-06-01,Organic Search,17725.94
2025-06-01,Referral,819.83
2025-06-01,Social,2116.53
2025-06-01,Payment Redirects,0
2025-06-01,Unassigned,3968.49
2025-06-02,Email,22938.55
2025-06-02,SMS,20124.06
2025-06-02,Push,12714.98
2025-06-02,Paid Search,63011.32
2025-06-02,Affiliates,22902.33
2025-06-02,Display,5.19
2025-06-02,Paid Social,24387.63
2025-06-02,Direct,63540.48
2025-06-02,Organic Search,18038.07
2025-06-02,Referral,788.02
2025-06-02,Social,2034.4
2025-06-02,Payment Redirects,0
2025-06-02,Unassigned,3814.49
2025-06-03,Email,29222.46
2025-06-03,SMS,23219.16
2025-06-03,Push,13344.35
2025-06-03,Paid Search,62031.27
2025-06-03,Affiliates,24035.96
2025-06-03,Display,5.45
2025-06-03,Paid Social,25594.78
2025-06-03,Direct,64586.63
2025-06-03,Organic Search,17881.42
2025-06-03,Referral,827.02
2025-06-03,Social,2135.1
2025-06-03,Payment Redirects,0
2025-06-03,Unassigned,4003.3
2025-06-04,Email,28818.68
2025-06-04,SMS,24580.64
2025-06-04,Push,14126.81
2025-06-04,Paid Search,67785.82
2025-06-04,Affiliates,25445.33
2025-06-04,Display,5.77
2025-06-04,Paid Social,27095.56
2025-06-04,Direct,68373.74
2025-06-04,Organic Search,18929.92
2025-06-04,Referral,875.52
2025-06-04,Social,2260.29
2025-06-04,Payment Redirects,0
2025-06-04,Unassigned,4238.04
2025-06-05,Email,28239.01
2025-06-05,SMS,24086.21
2025-06-05,Push,13842.65
2025-06-05,Paid Search,66422.34
2025-06-05,Affiliates,24933.51
2025-06-05,Display,5.65
2025-06-05,Paid Social,26550.54
2025-06-05,Direct,66998.43
2025-06-05,Organic Search,18549.15
2025-06-05,Referral,857.91
2025-06-05,Social,2214.82
2025-06-05,Payment Redirects,0
2025-06-05,Unassigned,4152.8
2025-06-06,Email,29179.29
2025-06-06,SMS,24888.22
2025-06-06,Push,14303.57
2025-06-06,Paid Search,68634.03
2025-06-06,Affiliates,25763.73
2025-06-06,Display,5.84
2025-06-06,Paid Social,27434.61
2025-06-06,Direct,69229.3
2025-06-06,Organic Search,19166.79
2025-06-06,Referral,886.47
2025-06-06,Social,2288.57
2025-06-06,Payment Redirects,0
2025-06-06,Unassigned,4291.07
2025-06-07,Email,30360.17
2025-06-07,SMS,28895.44
2025-06-07,Push,14882.44
2025-06-07,Paid Search,71411.63
2025-06-07,Affiliates,26806.38
2025-06-07,Display,6.07
2025-06-07,Paid Social,28544.88
2025-06-07,Direct,70031
2025-06-07,Organic Search,18942.47
2025-06-07,Referral,922.35
2025-06-07,Social,2381.19
2025-06-07,Payment Redirects,0
2025-06-07,Unassigned,4464.73
2025-06-08,Email,31414.05
2025-06-08,SMS,24164.66
2025-06-08,Push,13424.81
2025-06-08,Paid Search,64241.08
2025-06-08,Affiliates,24180.89
2025-06-08,Display,5.48
2025-06-08,Paid Social,25775.63
2025-06-08,Direct,61754.12
2025-06-08,Organic Search,17091.55
2025-06-08,Referral,536.99
2025-06-08,Social,1879.47
2025-06-08,Payment Redirects,0
2025-06-08,Unassigned,4027.44
2025-06-09,Email,29624.38
2025-06-09,SMS,22787.99
2025-06-09,Push,12659.99
2025-06-09,Paid Search,60581.25
2025-06-09,Affiliates,22803.3
2025-06-09,Display,5.17
2025-06-09,Paid Social,24307.19
2025-06-09,Direct,58235.97
2025-06-09,Organic Search,16117.84
2025-06-09,Referral,506.4
2025-06-09,Social,1772.4
2025-06-09,Payment Redirects,0
2025-06-09,Unassigned,3798
2025-06-10,Email,55347.36
2025-06-10,SMS,42574.9
2025-06-10,Push,23652.72
2025-06-10,Paid Search,113184.2
2025-06-10,Affiliates,42603.5
2025-06-10,Display,9.65
2025-06-10,Paid Social,45413.22
2025-06-10,Direct,108802.51
2025-06-10,Organic Search,30113.02
2025-06-10,Referral,946.11
2025-06-10,Social,3311.38
2025-06-10,Payment Redirects,0
2025-06-10,Unassigned,7095.82
2025-06-11,Email,51793.82
2025-06-11,SMS,39841.4
2025-06-11,Push,22134.11
2025-06-11,Paid Search,105917.28
2025-06-11,Affiliates,39868.17
2025-06-11,Display,9.03
2025-06-11,Paid Social,42497.5
2025-06-11,Direct,101816.92
2025-06-11,Organic Search,28179.64
2025-06-11,Referral,885.36
2025-06-11,Social,3098.78
2025-06-11,Payment Redirects,0
2025-06-11,Unassigned,6640.23
2025-06-12,Email,55803.91
2025-06-12,SMS,42926.08
2025-06-12,Push,23847.82
2025-06-12,Paid Search,114117.82
2025-06-12,Affiliates,42954.92
2025-06-12,Display,9.73
2025-06-12,Paid Social,45787.82
2025-06-12,Direct,109699.99
2025-06-12,Organic Search,30361.42
2025-06-12,Referral,953.91
2025-06-12,Social,3338.7
2025-06-12,Payment Redirects,0
2025-06-12,Unassigned,7154.35
2025-06-13,Email,50444.63
2025-06-13,SMS,38803.56
2025-06-13,Push,21557.54
2025-06-13,Paid Search,103158.22
2025-06-13,Affiliates,38829.63
2025-06-13,Display,8.8
2025-06-13,Paid Social,41390.47
2025-06-13,Direct,99164.67
2025-06-13,Organic Search,27445.58
2025-06-13,Referral,862.3
2025-06-13,Social,3018.06
2025-06-13,Payment Redirects,0
2025-06-13,Unassigned,6467.26
2025-06-14,Email,31787.67
2025-06-14,SMS,24452.06
2025-06-14,Push,13584.48
