date,channel,user_type,quantity
2024-08-15,Mobile Push Notifications,new,8
2024-08-15,Organic Search,(not set),7
2024-08-15,Organic Search,established,82
2024-08-15,Organic Search,new,274
2024-08-15,Organic Shopping,established,9
2024-08-15,Organic Shopping,new,18
2024-08-15,Organic Social,established,28
2024-08-15,Organic Social,new,37
2024-08-15,Paid Other,established,2
2024-08-15,Paid Search,(not set),80
2024-08-15,Paid Search,established,579
2024-08-15,Paid Search,new,1657
2024-08-15,Paid Social,(not set),11
2024-08-15,Paid Social,established,288
2024-08-15,Paid Social,new,328
2024-08-15,Referral,(not set),1
2024-08-15,Referral,established,4
2024-08-15,Referral,new,20
2024-08-15,SMS,(not set),43
2024-08-15,SMS,established,227
2024-08-15,SMS,new,368
2024-08-15,Unassigned,(not set),35
2024-08-15,Unassigned,established,91
2024-08-15,Unassigned,new,50
2024-08-16,Affiliates,established,98
2024-08-16,Affiliates,new,329
2024-08-16,Direct,(not set),23
2024-08-16,Direct,established,435
2024-08-16,Direct,new,776
2024-08-16,Display,new,1
2024-08-16,Email,(not set),15
2024-08-16,Email,established,134
2024-08-16,Email,new,271
2024-08-16,Mobile Push Notifications,established,27
2024-08-16,Organic Search,(not set),4
2024-08-16,Organic Search,established,81
2024-08-16,Organic Search,new,148
2024-08-16,Organic Shopping,new,18
2024-08-16,Organic Social,(not set),2
2024-08-16,Organic Social,established,13
2024-08-16,Organic Social,new,5
2024-08-16,Paid Search,(not set),22
2024-08-16,Paid Search,established,258
2024-08-16,Paid Search,new,991
2024-08-16,Paid Social,(not set),16
2024-08-16,Paid Social,established,155
2024-08-16,Paid Social,new,227
2024-08-16,Referral,established,5
2024-08-16,Referral,new,4
2024-08-16,SMS,(not set),2
2024-08-16,SMS,established,131
2024-08-16,SMS,new,210
2024-08-16,Unassigned,(not set),11
2024-08-16,Unassigned,established,63
2024-08-16,Unassigned,new,48
2024-08-17,Affiliates,(not set),10
2024-08-17,Affiliates,established,95
2024-08-17,Affiliates,new,400
2024-08-17,Direct,(not set),19
2024-08-17,Direct,established,375
2024-08-17,Direct,new,816
2024-08-17,Email,(not set),6
2024-08-17,Email,established,189
2024-08-17,Email,new,251
2024-08-17,Mobile Push Notifications,established,38
2024-08-17,Organic Search,(not set),2
2024-08-17,Organic Search,established,29
2024-08-17,Organic Search,new,133
2024-08-17,Organic Shopping,(not set),2
2024-08-17,Organic Shopping,established,1
2024-08-17,Organic Shopping,new,6
2024-08-17,Organic Social,(not set),8
2024-08-17,Organic Social,established,16
2024-08-17,Organic Social,new,21
2024-08-17,Paid Other,established,1
2024-08-17,Paid Search,(not set),25
2024-08-17,Paid Search,established,210
2024-08-17,Paid Search,new,986
2024-08-17,Paid Social,(not set),5
2024-08-17,Paid Social,established,125
2024-08-17,Paid Social,new,323
2024-08-17,Referral,new,1
2024-08-17,SMS,(not set),5
2024-08-17,SMS,established,150
2024-08-17,SMS,new,272
2024-08-17,Unassigned,(not set),33
2024-08-17,Unassigned,established,62
2024-08-17,Unassigned,new,28
2024-08-18,Affiliates,(not set),13
2024-08-18,Affiliates,established,96
2024-08-18,Affiliates,new,309
2024-08-18,Direct,(not set),21
2024-08-18,Direct,established,318
2024-08-18,Direct,new,811
2024-08-18,Email,(not set),12
2024-08-18,Email,established,155
2024-08-18,Email,new,367
2024-08-18,Mobile Push Notifications,established,26
2024-08-18,Organic Search,(not set),3
2024-08-18,Organic Search,established,38
2024-08-18,Organic Search,new,189
2024-08-18,Organic Shopping,new,37
2024-08-18,Organic Social,established,10
2024-08-18,Organic Social,new,46
2024-08-18,Paid Search,(not set),22
2024-08-18,Paid Search,established,253
2024-08-18,Paid Search,new,1191
2024-08-18,Paid Social,(not set),6
2024-08-18,Paid Social,established,119
2024-08-18,Paid Social,new,344
2024-08-18,Referral,established,1
2024-08-18,Referral,new,1
2024-08-18,SMS,(not set),17
2024-08-18,SMS,established,116
2024-08-18,SMS,new,219
2024-08-18,Unassigned,(not set),40
2024-08-18,Unassigned,established,58
2024-08-18,Unassigned,new,38
2024-08-19,Affiliates,(not set),63
2024-08-19,Affiliates,established,268
2024-08-19,Affiliates,new,678
2024-08-19,Direct,(not set),31
2024-08-19,Direct,established,723
2024-08-19,Direct,new,1572
2024-08-19,Display,established,3
2024-08-19,Email,(not set),56
2024-08-19,Email,established,679
2024-08-19,Email,new,924
2024-08-19,Mobile Push Notifications,established,119
2024-08-19,Mobile Push Notifications,new,4
2024-08-19,Organic Search,(not set),9
2024-08-19,Organic Search,established,142
2024-08-19,Organic Search,new,327
2024-08-19,Organic Shopping,new,16
2024-08-19,Organic Social,(not set),1
2024-08-19,Organic Social,established,23
2024-08-19,Organic Social,new,17
2024-08-19,Paid Search,(not set),26
2024-08-19,Paid Search,established,508
2024-08-19,Paid Search,new,1624
2024-08-19,Paid Social,(not set),9
2024-08-19,Paid Social,established,227
2024-08-19,Paid Social,new,372
2024-08-19,Referral,established,12
2024-08-19,Referral,new,5
2024-08-19,SMS,(not set),72
2024-08-19,SMS,established,624
2024-08-19,SMS,new,951
2024-08-19,Unassigned,(not set),56
2024-08-19,Unassigned,established,120
2024-08-19,Unassigned,new,38
2024-08-20,Affiliates,(not set),21
2024-08-20,Affiliates,established,329
2024-08-20,Affiliates,new,819
2024-08-20,Direct,(not set),24
2024-08-20,Direct,established,880
2024-08-20,Direct,new,1923
2024-08-20,Display,established,4
2024-08-20,Email,(not set),84
2024-08-20,Email,established,1015
2024-08-20,Email,new,1180
2024-08-20,Mobile Push Notifications,established,127
2024-08-20,Mobile Push Notifications,new,2
2024-08-20,Organic Search,(not set),2
2024-08-20,Organic Search,established,184
2024-08-20,Organic Search,new,283
2024-08-20,Organic Shopping,established,1
2024-08-20,Organic Shopping,new,5
2024-08-20,Organic Social,(not set),10
2024-08-20,Organic Social,established,42
2024-08-20,Organic Social,new,41
2024-08-20,Paid Search,(not set),35
2024-08-20,Paid Search,established,552
2024-08-20,Paid Search,new,2029
2024-08-20,Paid Social,(not set),13
2024-08-20,Paid Social,established,323
2024-08-20,Paid Social,new,554
2024-08-20,Referral,established,9
2024-08-20,Referral,new,6
2024-08-20,SMS,(not set),42
2024-08-20,SMS,established,716
2024-08-20,SMS,new,1012
2024-08-20,Unassigned,(not set),51
2024-08-20,Unassigned,established,144
2024-08-20,Unassigned,new,86
2024-08-21,Affiliates,(not set),11
2024-08-21,Affiliates,established,193
2024-08-21,Affiliates,new,622
2024-08-21,Direct,(not set),35
2024-08-21,Direct,established,698
2024-08-21,Direct,new,1564
2024-08-21,Display,established,4
2024-08-21,Display,new,1
2024-08-21,Email,(not set),25
2024-08-21,Email,established,632
2024-08-21,Email,new,808
2024-08-21,Mobile Push Notifications,established,93
2024-08-21,Mobile Push Notifications,new,5
2024-08-21,Organic Search,(not set),6
2024-08-21,Organic Search,established,77
2024-08-21,Organic Search,new,315
2024-08-21,Organic Shopping,new,19
2024-08-21,Organic Social,established,10
2024-08-21,Organic Social,new,27
2024-08-21,Paid Search,(not set),36
2024-08-21,Paid Search,established,428
2024-08-21,Paid Search,new,1703
2024-08-21,Paid Social,(not set),13
2024-08-21,Paid Social,established,259
2024-08-21,Paid Social,new,482
2024-08-21,Referral,established,2
2024-08-21,Referral,new,1
2024-08-21,SMS,(not set),59
2024-08-21,SMS,established,477
2024-08-21,SMS,new,721
2024-08-21,Unassigned,(not set),43
2024-08-21,Unassigned,established,137
2024-08-21,Unassigned,new,120
2024-08-22,Affiliates,(not set),5
2024-08-22,Affiliates,established,123
2024-08-22,Affiliates,new,304
2024-08-22,Direct,(not set),15
2024-08-22,Direct,established,354
2024-08-22,Direct,new,885
2024-08-22,Display,established,3
2024-08-22,Email,(not set),10
2024-08-22,Email,established,232
2024-08-22,Email,new,242
2024-08-22,Mobile Push Notifications,established,48
2024-08-22,Organic Search,(not set),1
2024-08-22,Organic Search,established,86
2024-08-22,Organic Search,new,149
2024-08-22,Organic Shopping,established,3
2024-08-22,Organic Shopping,new,6
2024-08-22,Organic Social,established,3
2024-08-22,Organic Social,new,25
2024-08-22,Paid Search,(not set),10
2024-08-22,Paid Search,established,258
2024-08-22,Paid Search,new,1077
2024-08-22,Paid Social,(not set),3
2024-08-22,Paid Social,established,145
2024-08-22,Paid Social,new,271
2024-08-22,Referral,established,1
2024-08-22,Referral,new,2
2024-08-22,SMS,(not set),10
2024-08-22,SMS,established,109
2024-08-22,SMS,new,272
2024-08-22,Unassigned,(not set),24
2024-08-22,Unassigned,established,35
2024-08-22,Unassigned,new,25
2024-08-23,Affiliates,(not set),4
2024-08-23,Affiliates,established,89
2024-08-23,Affiliates,new,347
2024-08-23,Direct,(not set),18
2024-08-23,Direct,established,323
2024-08-23,Direct,new,777
2024-08-23,Email,(not set),3
2024-08-23,Email,established,96
2024-08-23,Email,new,221
2024-08-23,Mobile Push Notifications,established,21
2024-08-23,Mobile Push Notifications,new,1
2024-08-23,Organic Search,established,50
2024-08-23,Organic Search,new,175
2024-08-23,Organic Shopping,new,3
2024-08-23,Organic Social,(not set),8
2024-08-23,Organic Social,established,8
2024-08-23,Organic Social,new,22
2024-08-23,Paid Search,(not set),14
2024-08-23,Paid Search,established,245
2024-08-23,Paid Search,new,917
2024-08-23,Paid Social,(not set),33
2024-08-23,Paid Social,established,96
2024-08-23,Paid Social,new,231
2024-08-23,Referral,established,4
2024-08-23,SMS,(not set),14
2024-08-23,SMS,established,124
2024-08-23,SMS,new,253
2024-08-23,Unassigned,(not set),21
2024-08-23,Unassigned,established,49
2024-08-23,Unassigned,new,25
2024-08-24,Affiliates,(not set),1
2024-08-24,Affiliates,established,84
2024-08-24,Affiliates,new,259
2024-08-24,Direct,(not set),18
2024-08-24,Direct,established,274
2024-08-24,Direct,new,593
2024-08-24,Display,established,1
2024-08-24,Email,(not set),17
2024-08-24,Email,established,149
2024-08-24,Email,new,245
2024-08-24,Mobile Push Notifications,established,34
2024-08-24,Organic Search,(not set),2
2024-08-24,Organic Search,established,31
2024-08-24,Organic Search,new,130
2024-08-24,Organic Shopping,new,7
2024-08-24,Organic Social,established,7
2024-08-24,Organic Social,new,16
2024-08-24,Paid Search,(not set),15
2024-08-24,Paid Search,established,197
2024-08-24,Paid Search,new,779
2024-08-24,Paid Social,(not set),5
2024-08-24,Paid Social,established,64
2024-08-24,Paid Social,new,211
2024-08-24,Referral,established,6
2024-08-24,Referral,new,1
2024-08-24,SMS,(not set),6
2024-08-24,SMS,established,116
2024-08-24,SMS,new,221
2024-08-24,Unassigned,(not set),15
2024-08-24,Unassigned,established,43
2024-08-24,Unassigned,new,14
2024-08-25,Affiliates,(not set),5
2024-08-25,Affiliates,established,87
2024-08-25,Affiliates,new,315
2024-08-25,Direct,(not set),16
2024-08-25,Direct,established,265
2024-08-25,Direct,new,679
2024-08-25,Display,established,1
2024-08-25,Email,(not set),15
2024-08-25,Email,established,217
2024-08-25,Email,new,278
2024-08-25,Mobile Push Notifications,established,64
2024-08-25,Organic Search,(not set),1
2024-08-25,Organic Search,established,32
2024-08-25,Organic Search,new,190
2024-08-25,Organic Shopping,established,2
2024-08-25,Organic Shopping,new,17
2024-08-25,Organic Social,established,3
2024-08-25,Organic Social,new,15
2024-08-25,Paid Search,(not set),39
2024-08-25,Paid Search,established,211
2024-08-25,Paid Search,new,854
2024-08-25,Paid Social,(not set),6
2024-08-25,Paid Social,established,127
2024-08-25,Paid Social,new,213
2024-08-25,Referral,established,1
2024-08-25,Referral,new,1
2024-08-25,SMS,(not set),3
2024-08-25,SMS,established,101
2024-08-25,SMS,new,196
2024-08-25,Unassigned,(not set),18
2024-08-25,Unassigned,established,20
2024-08-25,Unassigned,new,41
2024-08-26,Affiliates,(not set),10
2024-08-26,Affiliates,established,60
2024-08-26,Affiliates,new,248
2024-08-26,Direct,(not set),8
2024-08-26,Direct,established,254
2024-08-26,Direct,new,631
2024-08-26,Email,(not set),25
2024-08-26,Email,established,176
2024-08-26,Email,new,297
2024-08-26,Mobile Push Notifications,established,17
2024-08-26,Organic Search,established,61
2024-08-26,Organic Search,new,176
2024-08-26,Organic Shopping,established,1
2024-08-26,Organic Shopping,new,8
2024-08-26,Organic Social,established,10
2024-08-26,Organic Social,new,11
2024-08-26,Paid Search,(not set),19
2024-08-26,Paid Search,established,178
2024-08-26,Paid Search,new,768
2024-08-26,Paid Social,(not set),3
2024-08-26,Paid Social,established,86
2024-08-26,Paid Social,new,157
2024-08-26,Referral,(not set),1
2024-08-26,Referral,established,6
2024-08-26,Referral,new,13
2024-08-26,SMS,(not set),2
2024-08-26,SMS,established,115
2024-08-26,SMS,new,197
2024-08-26,Unassigned,(not set),17
2024-08-26,Unassigned,established,25
2024-08-26,Unassigned,new,25
2024-08-27,Affiliates,(not set),1
2024-08-27,Affiliates,established,96
2024-08-27,Affiliates,new,398
2024-08-27,Direct,(not set),7
2024-08-27,Direct,established,347
2024-08-27,Direct,new,803
2024-08-27,Email,(not set),8
2024-08-27,Email,established,197
2024-08-27,Email,new,221
2024-08-27,Mobile Push Notifications,established,21
2024-08-27,Mobile Push Notifications,new,4
2024-08-27,Organic Search,(not set),1
2024-08-27,Organic Search,established,30
2024-08-27,Organic Search,new,162
2024-08-27,Organic Shopping,new,6
2024-08-27,Organic Social,established,4
2024-08-27,Organic Social,new,15
2024-08-27,Paid Search,(not set),30
2024-08-27,Paid Search,established,231
2024-08-27,Paid Search,new,939
2024-08-27,Paid Social,(not set),10
2024-08-27,Paid Social,established,138
2024-08-27,Paid Social,new,206
2024-08-27,SMS,(not set),15
2024-08-27,SMS,established,144
2024-08-27,SMS,new,283
2024-08-27,Unassigned,(not set),22
2024-08-27,Unassigned,established,30
2024-08-27,Unassigned,new,5
2024-08-28,Affiliates,(not set),4
2024-08-28,Affiliates,established,64
2024-08-28,Affiliates,new,451
2024-08-28,Direct,(not set),34
2024-08-28,Direct,established,448
2024-08-28,Direct,new,926
2024-08-28,Display,established,4
2024-08-28,Email,(not set),26
2024-08-28,Email,established,353
2024-08-28,Email,new,481
2024-08-28,Mobile Push Notifications,established,60
2024-08-28,Mobile Push Notifications,new,5
2024-08-28,Organic Search,(not set),1
2024-08-28,Organic Search,established,53
2024-08-28,Organic Search,new,180
2024-08-28,Organic Shopping,established,2
2024-08-28,Organic Shopping,new,11
2024-08-28,Organic Social,(not set),6
2024-08-28,Organic Social,established,8
2024-08-28,Organic Social,new,29
2024-08-28,Paid Search,(not set),20
2024-08-28,Paid Search,established,288
2024-08-28,Paid Search,new,1027
2024-08-28,Paid Social,(not set),7
2024-08-28,Paid Social,established,178
2024-08-28,Paid Social,new,290
2024-08-28,Referral,established,10
2024-08-28,Referral,new,6
2024-08-28,SMS,(not set),43
2024-08-28,SMS,established,176
2024-08-28,SMS,new,372
2024-08-28,Unassigned,(not set),34
2024-08-28,Unassigned,established,43
2024-08-28,Unassigned,new,36
2024-08-29,Affiliates,(not set),29
2024-08-29,Affiliates,established,163
2024-08-29,Affiliates,new,553
2024-08-29,Direct,(not set),31
2024-08-29,Direct,established,467
2024-08-29,Direct,new,1197
2024-08-29,Email,(not set),35
2024-08-29,Email,established,315
2024-08-29,Email,new,483
2024-08-29,Mobile Push Notifications,established,51
2024-08-29,Mobile Push Notifications,new,15
2024-08-29,Organic Search,(not set),1
2024-08-29,Organic Search,established,53
2024-08-29,Organic Search,new,207
2024-08-29,Organic Shopping,new,10
2024-08-29,Organic Social,(not set),1
2024-08-29,Organic Social,established,19
2024-08-29,Organic Social,new,15
2024-08-29,Paid Search,(not set),37
2024-08-29,Paid Search,established,319
2024-08-29,Paid Search,new,1210
2024-08-29,Paid Social,(not set),5
2024-08-29,Paid Social,established,172
2024-08-29,Paid Social,new,333
2024-08-29,Referral,established,4
2024-08-29,Referral,new,4
2024-08-29,SMS,(not set),19
2024-08-29,SMS,established,326
2024-08-29,SMS,new,328
2024-08-29,Unassigned,(not set),18
2024-08-29,Unassigned,established,43
2024-08-29,Unassigned,new,18
2024-08-30,Affiliates,(not set),6
2024-08-30,Affiliates,established,185
2024-08-30,Affiliates,new,545
2024-08-30,Direct,(not set),30
2024-08-30,Direct,established,571
2024-08-30,Direct,new,1290
2024-08-30,Display,established,6
2024-08-30,Display,new,5
2024-08-30,Email,(not set),12
2024-08-30,Email,established,339
2024-08-30,Email,new,427
2024-08-30,Mobile Push Notifications,established,61
2024-08-30,Organic Search,(not set),1
2024-08-30,Organic Search,established,92
2024-08-30,Organic Search,new,226
2024-08-30,Organic Shopping,(not set),3
2024-08-30,Organic Shopping,new,10
2024-08-30,Organic Social,established,11
2024-08-30,Organic Social,new,31
2024-08-30,Paid Search,(not set),43
2024-08-30,Paid Search,established,421
2024-08-30,Paid Search,new,1324
2024-08-30,Paid Social,(not set),9
2024-08-30,Paid Social,established,276
2024-08-30,Paid Social,new,424
2024-08-30,Referral,established,1
2024-08-30,Referral,new,16
2024-08-30,SMS,(not set),21
2024-08-30,SMS,established,274
2024-08-30,SMS,new,353
2024-08-30,Unassigned,(not set),55
2024-08-30,Unassigned,established,41
2024-08-30,Unassigned,new,41
2024-08-31,Affiliates,(not set),5
2024-08-31,Affiliates,established,198
2024-08-31,Affiliates,new,464
2024-08-31,Direct,(not set),15
2024-08-31,Direct,established,421
2024-08-31,Direct,new,1211
2024-08-31,Email,(not set),23
2024-08-31,Email,established,342
2024-08-31,Email,new,440
2024-08-31,Mobile Push Notifications,established,49
2024-08-31,Mobile Push Notifications,new,2
2024-08-31,Organic Search,(not set),1
2024-08-31,Organic Search,established,81
2024-08-31,Organic Search,new,250
2024-08-31,Organic Shopping,established,1
2024-08-31,Organic Shopping,new,6
2024-08-31,Organic Social,established,21
2024-08-31,Organic Social,new,45
2024-08-31,Paid Other,established,6
2024-08-31,Paid Search,(not set),40
2024-08-31,Paid Search,established,320
2024-08-31,Paid Search,new,1451
2024-08-31,Paid Social,(not set),37
2024-08-31,Paid Social,established,279
2024-08-31,Paid Social,new,411
2024-08-31,Referral,established,4
2024-08-31,SMS,(not set),18
2024-08-31,SMS,established,207
2024-08-31,SMS,new,300
2024-08-31,Unassigned,(not set),30
2024-08-31,Unassigned,established,49
2024-08-31,Unassigned,new,60
2024-09-01,Affiliates,established,147
2024-09-01,Affiliates,new,556
2024-09-01,Direct,(not set),29
2024-09-01,Direct,established,437
2024-09-01,Direct,new,1248
2024-09-01,Email,(not set),15
2024-09-01,Email,established,337
2024-09-01,Email,new,535
2024-09-01,Mobile Push Notifications,established,69
2024-09-01,Organic Search,established,71
2024-09-01,Organic Search,new,283
2024-09-01,Organic Shopping,established,3
2024-09-01,Organic Shopping,new,12
2024-09-01,Organic Social,(not set),3
2024-09-01,Organic Social,established,9
2024-09-01,Organic Social,new,42
2024-09-01,Paid Other,established,2
2024-09-01,Paid Search,(not set),13
2024-09-01,Paid Search,established,405
2024-09-01,Paid Search,new,1510
2024-09-01,Paid Social,(not set),16
2024-09-01,Paid Social,established,222
2024-09-01,Paid Social,new,419
2024-09-01,Referral,established,2
2024-09-01,Referral,new,17
2024-09-01,SMS,(not set),28
2024-09-01,SMS,established,284
2024-09-01,SMS,new,396
2024-09-01,Unassigned,(not set),26
2024-09-01,Unassigned,established,63
2024-09-01,Unassigned,new,71
2024-09-02,Affiliates,(not set),6
2024-09-02,Affiliates,established,227
2024-09-02,Affiliates,new,839
2024-09-02,Direct,(not set),55
2024-09-02,Direct,established,704
2024-09-02,Direct,new,1927
2024-09-02,Email,(not set),33
2024-09-02,Email,established,640
2024-09-02,Email,new,775
2024-09-02,Mobile Push Notifications,established,82
2024-09-02,Mobile Push Notifications,new,7
2024-09-02,Organic Search,(not set),14
2024-09-02,Organic Search,established,129
2024-09-02,Organic Search,new,468
2024-09-02,Organic Shopping,new,28
2024-09-02,Organic Social,(not set),2
2024-09-02,Organic Social,established,29
2024-09-02,Organic Social,new,35
2024-09-02,Paid Other,established,2
2024-09-02,Paid Search,(not set),24
2024-09-02,Paid Search,established,529
2024-09-02,Paid Search,new,2188
2024-09-02,Paid Social,(not set),15
2024-09-02,Paid Social,established,317
2024-09-02,Paid Social,new,505
2024-09-02,Paid Video,new,2
2024-09-02,Referral,established,6
2024-09-02,SMS,(not set),28
2024-09-02,SMS,established,331
2024-09-02,SMS,new,512
2024-09-02,Unassigned,(not set),67
2024-09-02,Unassigned,established,132
2024-09-02,Unassigned,new,110
2024-09-03,Affiliates,(not set),17
2024-09-03,Affiliates,established,158
2024-09-03,Affiliates,new,423
2024-09-03,Direct,(not set),30
2024-09-03,Direct,established,455
2024-09-03,Direct,new,944
2024-09-03,Display,established,2
2024-09-03,Email,(not set),8
2024-09-03,Email,established,229
2024-09-03,Email,new,383
2024-09-03,Mobile Push Notifications,established,69
2024-09-03,Organic Search,(not set),1
2024-09-03,Organic Search,established,80
2024-09-03,Organic Search,new,279
2024-09-03,Organic Shopping,new,16
2024-09-03,Organic Social,established,2
2024-09-03,Organic Social,new,7
2024-09-03,Paid Search,(not set),28
2024-09-03,Paid Search,established,266
2024-09-03,Paid Search,new,1235
2024-09-03,Paid Social,(not set),3
2024-09-03,Paid Social,established,138
2024-09-03,Paid Social,new,268
2024-09-03,Referral,(not set),1
2024-09-03,Referral,new,18
2024-09-03,SMS,(not set),21
2024-09-03,SMS,established,163
2024-09-03,SMS,new,287
2024-09-03,Unassigned,(not set),32
2024-09-03,Unassigned,established,63
2024-09-03,Unassigned,new,55
2024-09-04,Affiliates,(not set),26
2024-09-04,Affiliates,established,141
2024-09-04,Affiliates,new,378
2024-09-04,Direct,(not set),19
2024-09-04,Direct,established,456
2024-09-04,Direct,new,982
2024-09-04,Email,(not set),22
2024-09-04,Email,established,351
2024-09-04,Email,new,512
2024-09-04,Mobile Push Notifications,established,42
2024-09-04,Mobile Push Notifications,new,5
2024-09-04,Organic Search,(not set),5
2024-09-04,Organic Search,established,36
2024-09-04,Organic Search,new,175
2024-09-04,Organic Shopping,new,17
2024-09-04,Organic Social,established,20
2024-09-04,Organic Social,new,8
2024-09-04,Paid Search,(not set),13
2024-09-04,Paid Search,established,342
2024-09-04,Paid Search,new,1237
2024-09-04,Paid Social,(not set),10
2024-09-04,Paid Social,established,141
2024-09-04,Paid Social,new,257
2024-09-04,Referral,new,4
2024-09-04,SMS,(not set),9
2024-09-04,SMS,established,202
2024-09-04,SMS,new,363
2024-09-04,Unassigned,(not set),76
2024-09-04,Unassigned,established,52
2024-09-04,Unassigned,new,30
2024-09-05,Affiliates,(not set),2
2024-09-05,Affiliates,established,79
2024-09-05,Affiliates,new,321
2024-09-05,Direct,(not set),33
2024-09-05,Direct,established,297
2024-09-05,Direct,new,718
2024-09-05,Email,(not set),6
2024-09-05,Email,established,248
2024-09-05,Email,new,294
2024-09-05,Mobile Push Notifications,established,73
2024-09-05,Mobile Push Notifications,new,1
2024-09-05,Organic Search,(not set),5
2024-09-05,Organic Search,established,37
2024-09-05,Organic Search,new,126
2024-09-05,Organic Shopping,(not set),6
2024-09-05,Organic Shopping,new,4
2024-09-05,Organic Social,established,11
2024-09-05,Organic Social,new,11
2024-09-05,Paid Other,established,1
2024-09-05,Paid Search,(not set),22
2024-09-05,Paid Search,established,290
2024-09-05,Paid Search,new,746
2024-09-05,Paid Social,(not set),4
2024-09-05,Paid Social,established,128
2024-09-05,Paid Social,new,176
2024-09-05,Referral,(not set),1
2024-09-05,Referral,established,1
2024-09-05,Referral,new,2
2024-09-05,SMS,(not set),16
2024-09-05,SMS,established,74
2024-09-05,SMS,new,124
2024-09-05,Unassigned,(not set),8
2024-09-05,Unassigned,established,54
2024-09-05,Unassigned,new,9
2024-09-06,Affiliates,established,113
2024-09-06,Affiliates,new,311
2024-09-06,Direct,(not set),19
2024-09-06,Direct,established,358
2024-09-06,Direct,new,819
2024-09-06,Display,established,3
2024-09-06,Display,new,1
2024-09-06,Email,(not set),9
2024-09-06,Email,established,186
2024-09-06,Email,new,345
2024-09-06,Mobile Push Notifications,established,35
2024-09-06,Organic Search,established,45
2024-09-06,Organic Search,new,172
2024-09-06,Organic Shopping,established,1
2024-09-06,Organic Shopping,new,10
2024-09-06,Organic Social,(not set),6
2024-09-06,Organic Social,established,1
2024-09-06,Organic Social,new,24
2024-09-06,Paid Search,(not set),32
2024-09-06,Paid Search,established,207
2024-09-06,Paid Search,new,716
2024-09-06,Paid Social,(not set),9
2024-09-06,Paid Social,established,166
2024-09-06,Paid Social,new,209
2024-09-06,Referral,established,2
2024-09-06,Referral,new,3
2024-09-06,SMS,(not set),25
2024-09-06,SMS,established,107
2024-09-06,SMS,new,199
2024-09-06,Unassigned,(not set),10
2024-09-06,Unassigned,established,36
2024-09-06,Unassigned,new,21
2024-09-07,Affiliates,(not set),10
2024-09-07,Affiliates,established,100
2024-09-07,Affiliates,new,282
2024-09-07,Direct,(not set),18
2024-09-07,Direct,established,299
2024-09-07,Direct,new,673
2024-09-07,Email,(not set),12
2024-09-07,Email,established,138
2024-09-07,Email,new,227
2024-09-07,Mobile Push Notifications,established,25
2024-09-07,Mobile Push Notifications,new,12
2024-09-07,Organic Search,(not set),1
2024-09-07,Organic Search,established,43
2024-09-07,Organic Search,new,112
2024-09-07,Organic Shopping,(not set),1
2024-09-07,Organic Shopping,established,1
2024-09-07,Organic Shopping,new,9
2024-09-07,Organic Social,established,21
2024-09-07,Organic Social,new,5
2024-09-07,Paid Search,(not set),13
2024-09-07,Paid Search,established,182
2024-09-07,Paid Search,new,709
2024-09-07,Paid Social,(not set),9
2024-09-07,Paid Social,established,114
2024-09-07,Paid Social,new,224
2024-09-07,Referral,(not set),2
2024-09-07,Referral,established,5
2024-09-07,Referral,new,8
2024-09-07,SMS,(not set),4
2024-09-07,SMS,established,98
2024-09-07,SMS,new,165
2024-09-07,Unassigned,(not set),26
2024-09-07,Unassigned,established,13
2024-09-07,Unassigned,new,14
2024-09-08,Affiliates,(not set),11
2024-09-08,Affiliates,established,78
2024-09-08,Affiliates,new,338
2024-09-08,Direct,(not set),18
2024-09-08,Direct,established,284
2024-09-08,Direct,new,684
2024-09-08,Email,(not set),5
2024-09-08,Email,established,136
2024-09-08,Email,new,270
2024-09-08,Mobile Push Notifications,established,38
2024-09-08,Mobile Push Notifications,new,1
2024-09-08,Organic Search,(not set),5
2024-09-08,Organic Search,established,35
2024-09-08,Organic Search,new,154
2024-09-08,Organic Shopping,(not set),1
2024-09-08,Organic Shopping,established,3
2024-09-08,Organic Shopping,new,29
2024-09-08,Organic Social,established,6
2024-09-08,Organic Social,new,6
2024-09-08,Paid Search,(not set),7
2024-09-08,Paid Search,established,177
2024-09-08,Paid Search,new,842
2024-09-08,Paid Social,(not set),4
2024-09-08,Paid Social,established,133
2024-09-08,Paid Social,new,249
2024-09-08,Referral,established,1
2024-09-08,Referral,new,5
2024-09-08,SMS,(not set),16
2024-09-08,SMS,established,145
2024-09-08,SMS,new,216
2024-09-08,Unassigned,(not set),37
2024-09-08,Unassigned,established,29
2024-09-08,Unassigned,new,16
2024-09-09,Affiliates,(not set),29
2024-09-09,Affiliates,established,119
2024-09-09,Affiliates,new,315
2024-09-09,Direct,(not set),45
2024-09-09,Direct,established,334
2024-09-09,Direct,new,878
2024-09-09,Email,(not set),17
2024-09-09,Email,established,202
2024-09-09,Email,new,306
2024-09-09,Mobile Push Notifications,established,21
2024-09-09,Organic Search,(not set),3
2024-09-09,Organic Search,established,33
2024-09-09,Organic Search,new,187
2024-09-09,Organic Shopping,established,1
2024-09-09,Organic Social,established,12
2024-09-09,Organic Social,new,20
2024-09-09,Paid Search,(not set),33
2024-09-09,Paid Search,established,189
2024-09-09,Paid Search,new,934
2024-09-09,Paid Social,(not set),2
2024-09-09,Paid Social,established,163
2024-09-09,Paid Social,new,165
2024-09-09,Referral,established,8
2024-09-09,Referral,new,2
2024-09-09,SMS,(not set),26
2024-09-09,SMS,established,225
