date,channel,sessions,revenue,purchases,engaged_sessions,shipping,tax
2024-02-27,Paid Search,34646,121350.18,889,30205,8159.71,6954.8
2024-02-27,Paid Social,48635,59419.97,427,44969,2883.5,3481.12
2024-02-27,Payment Redirects,275,5185.19,35,176,251.5,296.69
2024-02-27,Referral,378,787.13,4,140,65.21,127.88
2024-02-27,SMS,14761,69449.02,434,9184,2886.5,4088
2024-02-27,Unassigned,1891,9471.05,61,5,408,534.68
2024-02-28,Affiliates,4383,45895.46,303,3329,2297.5,2469.47
2024-02-28,Direct,38204,118435.48,811,31436,7407.01,6655.83
2024-02-28,Display,197,0,0,46,0,0
2024-02-28,Email,23112,83527.07,586,16156,4179.66,4873.84
2024-02-28,Mobile Push Notifications,615,2731.46,20,563,139,177.57
2024-02-28,Organic Search,11384,28635.54,170,8921,1700.13,1599.51
2024-02-28,Organic Shopping,341,726.05,11,323,124,32.84
2024-02-28,Organic Social,3979,4173.11,29,3775,205,248.82
2024-02-28,Organic Video,1,0,0,0,0,0
2024-02-28,Paid Search,37665,119400.97,901,32366,8500,7195.08
2024-02-28,Paid Social,50916,63428.23,460,47036,3316,3719.86
2024-02-28,Paid Video,2,0,0,1,0,0
2024-02-28,Payment Redirects,317,4487.15,25,200,249,272.5
2024-02-28,Referral,199,1566.56,9,138,142.22,91.19
2024-02-28,SMS,14349,53325.58,341,9016,2181.5,3204.1
2024-02-28,Unassigned,2061,11685.12,72,2,479,752.2
2024-02-29,Affiliates,3301,29964.3,178,2545,1331,1729.16
2024-02-29,Direct,33274,74187.21,516,27391,4493.86,4207.71
2024-02-29,Display,202,0,0,50,0,0
2024-02-29,Email,19177,39417.02,249,13141,1920.96,2632.57
2024-02-29,Mobile Push Notifications,644,2430.13,17,603,129,134.75
2024-02-29,Organic Search,10514,14561.81,92,8300,867.47,735.73
2024-02-29,Organic Shopping,327,2542.84,8,303,30,128.3
2024-02-29,Organic Social,1910,3398.59,22,1721,162,139.69
2024-02-29,Organic Video,1,0,0,0,0,0
2024-02-29,Paid Search,35284,90999.15,638,30419,6076.5,4951.96
2024-02-29,Paid Social,47373,34431.56,210,43677,1469.5,2038.98
2024-02-29,Paid Video,1,0,0,0,0,0
2024-02-29,Payment Redirects,211,1719.36,8,139,75,110.67
2024-02-29,Referral,183,779.43,4,138,73.31,10.5
2024-02-29,SMS,12757,31332.21,166,7270,1040,1741.35
2024-02-29,Unassigned,1794,4944.08,30,6,327.18,319.78
2024-03-01,Affiliates,2936,31596.77,185,2233,1403.8,1735.64
2024-03-01,Direct,33393,79439.35,529,27095,4136.2,4669.9
2024-03-01,Display,172,0,0,27,0,0
2024-03-01,Email,17956,39499.41,243,12555,1557.55,2315.74
2024-03-01,Mobile Push Notifications,767,1366.96,10,698,72.5,60.92
2024-03-01,Organic Search,10233,17539.99,101,7958,777.51,1000.49
2024-03-01,Organic Shopping,263,1045.78,3,247,10,15.14
2024-03-01,Organic Social,1781,3190.97,20,1563,168.05,204.36
2024-03-01,Organic Video,3,0,0,3,0,0
2024-03-01,Paid Search,35647,91921.72,652,30484,5600.2,5103.97
2024-03-01,Paid Social,42279,33698.38,222,38796,1676,1990.48
2024-03-01,Paid Video,1,0,0,1,0,0
2024-03-01,Payment Redirects,228,3422.98,16,144,129.5,206.07
2024-03-01,Referral,190,388.88,2,118,10,104.06
2024-03-01,SMS,10601,28129.25,174,6501,1306.5,1764.1
2024-03-01,Unassigned,1592,4215.53,28,6,224.82,246.29
2024-03-02,Affiliates,2994,30880.08,180,2271,1183.05,1842.41
2024-03-02,Direct,34943,76203.36,529,28478,4422.26,4591.42
2024-03-02,Display,868,0,0,233,0,0
2024-03-02,Email,16286,40353.87,250,11050,1906.38,2269.58
2024-03-02,Mobile Push Notifications,985,711.96,6,913,50,40.74
2024-03-02,Organic Search,11493,20341.99,107,9158,1253.14,1243.75
2024-03-02,Organic Shopping,327,572.73,4,311,30,32.13
2024-03-02,Organic Social,1938,2548.2,19,1695,73,118.62
2024-03-02,Paid Search,43143,92213.82,679,37729,5993.46,5235.96
2024-03-02,Paid Social,44322,38312.72,245,39422,1782.5,2292.89
2024-03-02,Paid Video,1,0,0,1,0,0
2024-03-02,Payment Redirects,201,1439.29,10,118,60,99.18
2024-03-02,Referral,529,853.84,5,93,64.58,117.97
2024-03-02,SMS,12639,34223.38,201,8049,1371.5,2080.79
2024-03-02,Unassigned,1728,6415.52,33,12,168.5,416.45
2024-03-03,Affiliates,2934,29965.98,177,2312,1219.02,1791.26
2024-03-03,Direct,36076,78416.48,546,28756,4808.94,4784.3
2024-03-03,Display,1018,69.98,1,263,10,0
2024-03-03,Email,16513,39892.04,225,10992,1707.28,2928.51
2024-03-03,Mobile Push Notifications,759,1601.47,12,696,128,94.32
2024-03-03,Organic Search,12607,15839.29,109,9690,1028.24,982.74
2024-03-03,Organic Shopping,412,1249.51,7,381,42.5,66.11
2024-03-03,Organic Social,3370,2803.32,15,3067,154.5,112.1
2024-03-03,Organic Video,1,0,0,1,0,0
2024-03-03,Paid Search,36510,85664.11,633,31618,5539.4,5221.57
2024-03-03,Paid Social,40022,27328.51,192,34074,1439.5,1609.59
2024-03-03,Payment Redirects,190,2524.57,15,115,118,148.36
2024-03-03,Referral,249,1372.63,6,127,96.29,12.7
2024-03-03,SMS,13478,31253.64,172,8225,1201.5,1938.05
2024-03-03,Unassigned,1590,3383.87,20,8,167.5,152
2024-03-04,Affiliates,2813,27695.83,163,2132,1319.05,1534.52
2024-03-04,Direct,32074,57911.9,413,25564,4164.94,3424.63
2024-03-04,Display,1005,0,0,240,0,0
2024-03-04,Email,18690,39147.57,244,12363,1957.01,2413.91
2024-03-04,Mobile Push Notifications,894,1962.99,14,835,115.5,118.19
2024-03-04,Organic Search,10811,12953.17,95,8555,1064.28,733.55
2024-03-04,Organic Shopping,316,313.79,5,296,50,20.3
2024-03-04,Organic Social,1907,2315.07,12,1702,60,148.83
2024-03-04,Organic Video,3,0,0,2,0,0
2024-03-04,Paid Search,32119,77639.22,550,26906,5417.61,4636.21
2024-03-04,Paid Social,37030,25368.08,163,32634,1197.5,1456.26
2024-03-04,Paid Video,3,0,0,1,0,0
2024-03-04,Payment Redirects,237,3742.3,16,154,133.5,248.4
2024-03-04,Referral,167,2285.95,7,135,135.55,265.78
2024-03-04,SMS,17258,28811.99,174,9674,1186.5,1706.2
2024-03-04,Unassigned,1576,6173.07,35,2,257.52,347.84
2024-03-05,Affiliates,2762,26147.38,149,2126,1126,1477.36
2024-03-05,Direct,32249,66427.13,461,25608,4264.57,4008.62
2024-03-05,Display,464,0,0,91,0,0
2024-03-05,Email,17510,39924.96,237,11455,1738,2187.4
2024-03-05,Mobile Push Notifications,979,1045.52,7,887,86.5,62.45
2024-03-05,Organic Search,10491,13838.44,84,8010,877.65,786.83
2024-03-05,Organic Shopping,310,330.28,3,291,30,20.33
2024-03-05,Organic Social,1547,1518.5,8,1334,20,84.4
2024-03-05,Organic Video,1,0,0,1,0,0
2024-03-05,Paid Search,33211,78254.34,556,28743,5306.31,4414.37
2024-03-05,Paid Social,34231,21172.6,148,29078,1124,1147.15
2024-03-05,Payment Redirects,236,1700.46,10,137,74,65.15
2024-03-05,Referral,181,366.52,1,134,0,0
2024-03-05,SMS,15994,23087,155,9271,989,1342.92
2024-03-05,Unassigned,1483,3372.06,23,4,167,197.97
2024-03-06,Affiliates,2910,36358.73,218,2277,1799.46,2027.31
2024-03-06,Direct,32787,86506.11,595,26302,5722.28,5413.64
2024-03-06,Display,559,0,0,137,0,0
2024-03-06,Email,20566,56624.26,341,14215,2163.62,3289.25
2024-03-06,Mobile Push Notifications,1177,5497.72,26,1079,103,337.4
2024-03-06,Organic Search,10248,19891.95,134,8010,1566.48,1103
2024-03-06,Organic Shopping,294,825.58,7,276,113.03,43.39
2024-03-06,Organic Social,1529,1282.67,10,1338,60,56.4
2024-03-06,Organic Video,3,0,0,2,0,0
2024-03-06,Paid Search,33775,94579.6,712,29434,6860.9,5317.75
2024-03-06,Paid Social,30312,28566.93,186,25015,1353,1654.8
2024-03-06,Paid Video,2,0,0,2,0,0
2024-03-06,Payment Redirects,246,2762.17,22,147,198,164.27
2024-03-06,Referral,180,2071.41,6,139,51.97,97.09
2024-03-06,SMS,12593,44904.54,261,7554,1673.5,2569.82
2024-03-06,Unassigned,1360,4794.58,34,5,289.5,322.8
2024-03-07,Affiliates,3023,41109.73,239,2376,1664.02,2385.16
2024-03-07,Direct,32281,94263.2,625,25584,5527.13,5256.44
2024-03-07,Display,492,0,0,113,0,0
2024-03-07,Email,21288,64494.63,395,15039,2391.65,3799.48
2024-03-07,Mobile Push Notifications,955,3696.19,27,894,170,237.99
2024-03-07,Organic Search,10224,15641.5,112,7922,1210.52,926.14
2024-03-07,Organic Shopping,384,881.98,10,365,114,43.72
2024-03-07,Organic Social,1813,2089.08,14,1549,83,101.73
2024-03-07,Organic Video,6,0,0,3,0,0
2024-03-07,Paid Search,37195,107361.47,780,32323,7499.5,6164.22
2024-03-07,Paid Social,40442,37636.83,268,34626,2174.5,2066.49
2024-03-07,Paid Video,2,0,0,1,0,0
2024-03-07,Payment Redirects,258,2125.03,15,164,114,132.61
2024-03-07,Referral,248,1560.41,6,190,53.79,302.48
2024-03-07,SMS,11541,35805.72,209,7315,1379,2042.82
2024-03-07,Unassigned,1569,9364.77,48,11,261.73,536.2
2024-03-08,Affiliates,3036,36107.49,240,2352,1864.5,1946.6
2024-03-08,Direct,32234,89399.41,637,26097,5555.92,5215.58
2024-03-08,Display,515,0,0,107,0,0
2024-03-08,Email,15104,48685.06,299,10708,2042.25,2960.35
2024-03-08,Mobile Push Notifications,1105,4687.05,24,1021,224.5,214.15
2024-03-08,Organic Search,10240,19024.74,116,7798,989.6,1058.94
2024-03-08,Organic Shopping,297,1083.35,8,269,121.38,64.54
2024-03-08,Organic Social,1571,4667.52,21,1343,82.5,123.4
2024-03-08,Paid Search,32190,98318.59,758,27633,6969.05,5491.1
2024-03-08,Paid Social,39741,35931.69,256,33855,1794,1952.47
2024-03-08,Paid Video,2,0,0,2,0,0
2024-03-08,Payment Redirects,327,3182.03,23,187,242,184.74
2024-03-08,Referral,205,932.21,5,144,79.05,89.59
2024-03-08,SMS,10702,40893.34,229,6565,1289,2442.04
2024-03-08,Unassigned,1480,6986.07,47,5,326,437.6
2024-03-09,Affiliates,2965,36364.41,221,2291,1697.04,2053.37
2024-03-09,Direct,33800,86643.08,577,27338,4933.23,5035.54
2024-03-09,Display,449,0,0,82,0,0
2024-03-09,Email,18939,52230.13,316,13144,2066.76,3074.56
2024-03-09,Mobile Push Notifications,1151,2449.99,16,1040,90,127.06
2024-03-09,Organic Search,9780,14820.84,102,7574,945.75,880.86
2024-03-09,Organic Shopping,282,457.15,6,272,60,27.92
2024-03-09,Organic Social,1691,2646.9,18,1439,90,162.2
2024-03-09,Organic Video,5,0,0,5,0,0
2024-03-09,Paid Search,37893,97718.06,689,33519,6277.41,6131.55
2024-03-09,Paid Social,42871,44061.26,299,36133,2292,2391.67
2024-03-09,Paid Video,2,0,0,0,0,0
2024-03-09,Payment Redirects,264,4214.24,25,158,184,284.03
2024-03-09,Referral,129,2274.24,6,96,81.61,342.16
2024-03-09,SMS,13148,39506.54,222,7805,1331.5,2247.04
2024-03-09,Unassigned,1641,5690.07,35,5,266.5,316.45
2024-03-10,Affiliates,2825,37570.48,217,2196,1554.5,2170.27
2024-03-10,Direct,35038,89257.43,607,28209,5372.71,5750.17
2024-03-10,Display,350,0,0,64,0,0
2024-03-10,Email,16558,46332.37,277,11191,1911.45,2477.39
2024-03-10,Mobile Push Notifications,1147,4032.82,26,1050,185.5,230.7
2024-03-10,Organic Search,9981,14560.03,89,7703,762.75,958.2
2024-03-10,Organic Shopping,293,395.32,5,278,43,26.25
2024-03-10,Organic Social,1852,4747.57,24,1578,216,236.33
2024-03-10,Organic Video,2,0,0,2,0,0
2024-03-10,Paid Search,39349,94827.01,697,34120,6298,5171.19
2024-03-10,Paid Social,46726,45103.18,304,40524,2245.5,2590.57
2024-03-10,Paid Video,1,0,0,1,0,0
2024-03-10,Payment Redirects,214,2711.99,16,136,207.5,142.81
2024-03-10,Referral,133,681.36,3,98,10,118.36
2024-03-10,SMS,11470,33498.79,177,6992,1066.5,1919.58
2024-03-10,Unassigned,1699,7432.19,43,11,232.5,461.91
2024-03-11,Affiliates,2699,29919.57,174,2048,1366,1655.34
2024-03-11,Direct,33584,79304.58,547,27287,5368.55,4553.71
2024-03-11,Display,926,97.52,1,204,13,3.45
2024-03-11,Email,16329,42452.13,255,10814,1721.44,2513.7
2024-03-11,Mobile Push Notifications,1026,2753.87,22,957,200,192.31
2024-03-11,Organic Search,9787,18083.8,112,7486,1107.63,972.06
2024-03-11,Organic Shopping,285,857.97,6,269,77,119.5
2024-03-11,Organic Social,1712,3507.76,17,1492,154.6,183.22
2024-03-11,Organic Video,3,0,0,3,0,0
2024-03-11,Paid Search,33308,85052.09,615,28862,6123.5,5020.38
2024-03-11,Paid Social,46296,33758.9,255,41039,2260.5,1925.68
2024-03-11,Paid Video,5,0,0,3,0,0
2024-03-11,Payment Redirects,284,1417.4,8,187,98,91.62
2024-03-11,Referral,203,1250.19,6,150,31.52,117.28
2024-03-11,SMS,10741,29770.73,181,6598,1267,1775.44
2024-03-11,Unassigned,1846,6795.44,42,1,256,337.66
2024-03-12,Affiliates,2801,35504.04,229,2191,1902.05,1984.1
2024-03-12,Direct,30805,85955.43,558,25034,5402.46,5192.64
2024-03-12,Display,1108,0,0,281,0,0
2024-03-12,Email,17574,49119.51,287,11575,1887.5,2950.86
2024-03-12,Mobile Push Notifications,1178,3001.95,22,1070,200,155.52
2024-03-12,Organic Search,9930,18276.02,108,7698,1156.8,1074.68
2024-03-12,Organic Shopping,319,690.11,4,286,20,42.49
2024-03-12,Organic Social,1601,1415.38,13,1402,60,55.52
2024-03-12,Paid Search,32904,87772.51,623,28035,5939.1,5036.88
2024-03-12,Paid Social,45772,31530.45,232,40074,1779.5,1559.6
2024-03-12,Paid Video,4,0,0,3,0,0
2024-03-12,Payment Redirects,287,3361.52,19,180,134,221.39
2024-03-12,Referral,212,658.76,2,147,44.25,66.61
2024-03-12,SMS,11864,44626.06,252,7478,1427.5,2675.5
2024-03-12,Unassigned,1755,5151.42,32,5,220.33,311.77
2024-03-13,Affiliates,2963,47659.28,269,2323,2236,2607.84
2024-03-13,Direct,31774,88547.96,627,25382,5576.91,5082.95
2024-03-13,Display,982,0,0,256,0,0
2024-03-13,Email,18140,69256.98,395,12474,2441.86,3954.43
2024-03-13,Mobile Push Notifications,1235,5506.83,33,1134,233.5,349.42
2024-03-13,Organic Search,9471,18220.09,115,7347,928.57,1088.23
2024-03-13,Organic Shopping,276,963.13,7,254,76.5,51.55
2024-03-13,Organic Social,2409,3695.9,26,2193,213.5,159.33
2024-03-13,Organic Video,8,0,0,3,0,0
2024-03-13,Paid Search,33234,102590.7,734,29018,7016.02,6142.04
2024-03-13,Paid Social,43157,39496.36,275,38471,2143,2202.17
2024-03-13,Paid Video,3,0,0,1,0,0
2024-03-13,Payment Redirects,329,4911.3,26,220,228,248.45
2024-03-13,Referral,168,92.27,1,116,10,0
2024-03-13,SMS,10254,39614.39,233,6494,1564,2326.01
2024-03-13,Unassigned,1583,3797.08,26,2,248,248.16
2024-03-14,Affiliates,2947,31779.42,192,2249,1577,1849.73
2024-03-14,Direct,32636,79896.01,540,25566,5198.9,4302.37
2024-03-14,Display,1079,0,0,287,0,0
2024-03-14,Email,21029,45097.84,282,14348,2143.92,2715.78
2024-03-14,Mobile Push Notifications,1367,3703.99,27,1258,218.5,217.55
2024-03-14,Organic Search,9395,15208.97,100,7209,1008.67,824.98
2024-03-14,Organic Shopping,258,562.14,7,247,70,31.53
2024-03-14,Organic Social,3571,5212.64,23,3264,161.05,286.71
2024-03-14,Organic Video,5,0,0,2,0,0
2024-03-14,Paid Search,31078,85139.83,625,27308,6057.5,4753.73
2024-03-14,Paid Social,40652,36462.42,253,36107,2131.5,1975.88
2024-03-14,Paid Video,7,0,0,3,0,0
2024-03-14,Payment Redirects,247,1689.8,11,169,73,93.68
2024-03-14,Referral,195,1457,4,141,54.78,85.84
2024-03-14,SMS,8495,20092.17,116,5146,863,1261.1
2024-03-14,Unassigned,1556,5911.48,35,9,324.5,387.47
2024-03-15,Affiliates,2657,36108.99,226,2062,1807.55,2144.46
2024-03-15,Direct,29331,82752.11,563,23602,4734.71,5101.13
2024-03-15,Display,1021,80.59,1,286,10,3.44
2024-03-15,Email,15229,42940.88,267,10038,2044.5,2602.21
2024-03-15,Mobile Push Notifications,1091,4964.19,24,996,177,342.99
2024-03-15,Organic Search,9209,15074.52,97,7137,901.72,916.39
2024-03-15,Organic Shopping,270,811.49,8,255,98,53.46
2024-03-15,Organic Social,1721,3162.98,18,1497,95.5,123.31
2024-03-15,Paid Search,31381,80026.1,635,27290,5907.2,4386.49
2024-03-15,Paid Social,34687,33320.5,245,29738,1759,1763.14
2024-03-15,Paid Video,3,0,0,3,0,0
2024-03-15,Payment Redirects,248,2347.49,14,157,92.5,149.89
2024-03-15,Referral,179,622.13,4,128,54.41,77.59
2024-03-15,SMS,16729,23039.02,136,9080,877.5,1271.65
2024-03-15,Unassigned,1480,5227.34,33,5,231.5,293.81
2024-03-16,Affiliates,2557,30250.46,177,1964,1483.5,1708.35
2024-03-16,Direct,32451,69641.54,473,26193,4110.29,3916.35
2024-03-16,Display,1108,169.16,1,284,0,0
2024-03-16,Email,15657,33659.52,191,10600,1478.4,2155.91
2024-03-16,Mobile Push Notifications,1417,2841.17,19,1317,134,171.1
2024-03-16,Organic Search,9417,15357.51,78,7331,830.02,833.99
2024-03-16,Organic Shopping,297,769.88,6,279,60,50.68
2024-03-16,Organic Social,2163,3964.77,23,1635,112.5,213.33
2024-03-16,Organic Video,4,0,0,3,0,0
2024-03-16,Paid Search,33575,80483.98,608,29650,5560.05,4643.01
2024-03-16,Paid Social,36447,34953.61,256,30187,1865.5,1910.1
2024-03-16,Paid Video,3,0,0,2,0,0
2024-03-16,Payment Redirects,240,3081.79,16,146,149,194.57
2024-03-16,Referral,121,818.17,3,81,73.7,168.03
2024-03-16,SMS,12746,21346.44,133,7209,827.5,1294.97
2024-03-16,Unassigned,1515,4963.53,37,4,356,290.1
2024-03-17,Affiliates,2904,31792.72,204,2264,1541.5,1750.65
2024-03-17,Direct,32219,68872.43,499,25550,4710.55,4154.24
2024-03-17,Display,1147,0,0,265,0,0
2024-03-17,Email,14554,32256.46,202,9918,1714.8,1739.07
2024-03-17,Mobile Push Notifications,1026,1259.22,13,937,112.5,50.56
2024-03-17,Organic Search,9743,16418.26,100,7658,853.65,948.34
2024-03-17,Organic Shopping,311,418.25,4,295,64,24.46
2024-03-17,Organic Social,3730,4044.86,24,3279,63,103.56
2024-03-17,Organic Video,3,0,0,3,0,0
2024-03-17,Paid Search,36623,95630.25,648,31348,5712.23,5517.22
2024-03-17,Paid Social,39613,41997.27,300,33008,2383.5,2235.99
2024-03-17,Payment Redirects,227,2740.75,15,138,105.5,128.49
2024-03-17,Referral,158,1780.32,7,119,118.25,223.56
2024-03-17,SMS,15610,29261.23,182,9157,1211,1619.93
2024-03-17,Unassigned,1469,3752.68,25,8,197,258.28
2024-03-18,Affiliates,2732,31985.23,187,2109,1547.67,1893.76
2024-03-18,Direct,30849,65631.74,427,24869,3976.01,3665.54
2024-03-18,Display,1114,0,0,256,0,0
2024-03-18,Email,19313,34472.8,206,12994,1595.29,1936.15
2024-03-18,Mobile Push Notifications,1054,2784.21,19,991,179,131.86
2024-03-18,Organic Search,9835,13193.81,86,7556,839.16,756.64
2024-03-18,Organic Shopping,294,856.68,8,276,60,46.84
2024-03-18,Organic Social,2574,2434.13,18,2331,80,112.45
2024-03-18,Organic Video,2,0,0,1,0,0
2024-03-18,Paid Search,33345,69932.89,488,28617,4977.5,4074.46
2024-03-18,Paid Social,36125,24377.23,160,30673,1273,1252.89
2024-03-18,Paid Video,2,0,0,1,0,0
2024-03-18,Payment Redirects,257,1620.35,9,175,62.5,90.84
2024-03-18,Referral,212,286.95,2,136,14.05,21.73
2024-03-18,SMS,16843,31207.68,179,9947,1208.5,1941.72
2024-03-18,Unassigned,1523,3178.75,17,6,105.5,233.76
2024-03-19,Affiliates,2773,31015.64,199,2109,1738.5,1783.14
2024-03-19,Direct,31505,70125.4,488,25391,4643.46,4135.67
2024-03-19,Display,1094,0,0,230,0,0
2024-03-19,Email,19239,47144.06,292,13319,2004.55,2761.07
2024-03-19,Mobile Push Notifications,1383,3967.6,24,1283,223,236.31
2024-03-19,Organic Search,9343,13687.91,81,7138,854.16,700.87
2024-03-19,Organic Shopping,280,1632.02,3,254,57.41,365.69
2024-03-19,Organic Social,1928,2790.09,19,1621,122.5,126.27
2024-03-19,Organic Video,4,0,0,2,0,0
2024-03-19,Paid Search,33738,81677.83,555,29115,5302,4605.19
2024-03-19,Paid Social,34464,26954.26,202,29565,1590.5,1476.09
2024-03-19,Paid Video,5,0,0,3,0,0
2024-03-19,Payment Redirects,282,2199.18,15,178,142,136.07
2024-03-19,Referral,196,750.51,5,143,49.74,31.16
2024-03-19,SMS,16870,32208.68,181,9399,1223.5,1872.46
2024-03-19,Unassigned,1521,4549.37,31,18,342.5,258.82
2024-03-20,Affiliates,2770,40807.75,239,2171,1185.5,2240.03
2024-03-20,Direct,32172,86693.87,602,25722,4586.98,5059.21
2024-03-20,Display,1015,0,0,217,0,0
2024-03-20,Email,17787,52630.19,333,12293,1495.15,3234.82
2024-03-20,Mobile Push Notifications,1353,4039.75,32,1268,184,256.69
2024-03-20,Organic Search,9447,19044.19,115,7329,870,1057.89
2024-03-20,Organic Shopping,242,1096.83,8,222,77,71.91
2024-03-20,Organic Social,1729,4148.96,25,1424,128,122.81
2024-03-20,Paid Search,34261,92649.34,679,29836,5009.5,5095.7
2024-03-20,Paid Social,38088,32641.51,235,30739,1183,1750.57
2024-03-20,Paid Video,5,0,0,3,0,0
2024-03-20,Payment Redirects,250,2238.92,16,167,132.5,116.83
2024-03-20,Referral,187,1449.38,7,136,75.75,137.01
2024-03-20,SMS,11960,43006.05,255,7449,1140,2518.56
2024-03-20,Unassigned,1546,3558.02,24,31,134,185.08
2024-03-21,Affiliates,2851,44852.92,277,2213,1581.74,2615.25
2024-03-21,Direct,30680,89832.03,628,24569,3844.58,5227.35
2024-03-21,Display,981,257.31,2,216,0,14.15
2024-03-21,Email,17816,60064.69,392,12469,1735.71,3531.29
2024-03-21,Mobile Push Notifications,1044,4041.28,23,975,98.5,228.96
2024-03-21,Organic Search,9738,20257.52,130,7707,843.23,1178.34
2024-03-21,Organic Shopping,332,980.99,8,314,43,67.66
2024-03-21,Organic Social,1458,3187.71,21,1244,136.5,200.58
2024-03-21,Organic Video,4,0,0,3,0,0
2024-03-21,Paid Search,31845,115939.36,809,27784,5567.1,6255.49
2024-03-21,Paid Social,33397,37299.24,266,28383,1385,2019.38
2024-03-21,Paid Video,5,0,0,4,0,0
2024-03-21,Payment Redirects,262,4498.96,27,174,169,235.09
2024-03-21,Referral,153,1022.19,3,105,10,43.19
2024-03-21,SMS,12294,48784.03,301,7889,1247.5,2866.76
2024-03-21,Unassigned,1439,5468.32,38,8,214,338.82
2024-03-22,Affiliates,2826,34921.63,211,2141,1629.95,1959.13
2024-03-22,Direct,31276,76334.91,545,25090,4898.62,4507.98
2024-03-22,Display,1062,0,0,247,0,0
2024-03-22,Email,16179,38152.12,249,10569,1947.16,2296.48
2024-03-22,Mobile Push Notifications,1262,2038.34,13,1166,154,124.88
2024-03-22,Organic Search,9666,15424.63,107,7393,1082.38,903.07
2024-03-22,Organic Shopping,336,969.11,8,313,63,52.2
2024-03-22,Organic Social,1440,2571.27,16,1241,50,136.09
2024-03-22,Organic Video,4,0,0,2,0,0
2024-03-22,Paid Search,34267,84700.57,646,29501,5979.5,4861.35
2024-03-22,Paid Social,32436,30004.16,218,27804,1578,1749.2
2024-03-22,Paid Video,5,0,0,3,0,0
2024-03-22,Payment Redirects,263,4720.37,26,160,199.5,242.31
2024-03-22,Referral,200,1034.11,4,153,37,7.53
2024-03-22,SMS,12515,20753.24,132,7508,881,1196.96
2024-03-22,Unassigned,1411,6377.74,40,11,303,382.29
2024-03-23,Affiliates,2646,29743.14,192,2080,1491,1636.55
2024-03-23,Direct,33648,66884.72,466,27031,4268.72,4166.7
2024-03-23,Display,969,0,0,232,0,0
2024-03-23,Email,14784,32275.45,207,9877,1600.12,1857.03
2024-03-23,Mobile Push Notifications,1320,2976.03,16,1206,125,189.86
2024-03-23,Organic Search,10229,15706.46,111,7714,1066.59,834.71
2024-03-23,Organic Shopping,309,497.74,5,289,53,17.82
2024-03-23,Organic Social,1523,552.91,5,1294,40,21.34
2024-03-23,Organic Video,4,0,0,4,0,0
2024-03-23,Paid Search,44313,93171.88,700,39345,6367.22,5491.05
2024-03-23,Paid Social,34362,37107.06,251,29649,1775,1991.26
2024-03-23,Paid Video,1,0,0,1,0,0
2024-03-23,Payment Redirects,228,1389.8,11,139,73,48.31
2024-03-23,Referral,168,1233.81,6,125,67.68,52.15
2024-03-23,SMS,14338,24501.34,149,8561,1233.5,1477.14
2024-03-23,Unassigned,1508,3545.6,25,8,252,219.74
2024-03-24,Affiliates,2733,35960.82,219,2160,1884.5,1984.7
2024-03-24,Direct,33453,77229.41,515,26853,4904.06,4450.84
2024-03-24,Display,895,0,0,213,0,0
2024-03-24,Email,19005,49343.56,310,12939,2272.47,2965.17
2024-03-24,Mobile Push Notifications,1067,1383.55,7,989,77,80.28
2024-03-24,Organic Search,10252,17062.83,106,7974,1094.22,1114.41
2024-03-24,Organic Shopping,353,852.79,9,330,92.5,36.46
2024-03-24,Organic Social,1554,2189.51,17,1324,115.5,55.59
2024-03-24,Organic Video,2,0,0,0,0,0
2024-03-24,Paid Search,39285,99760.19,688,34271,6845.37,5922.31
2024-03-24,Paid Social,35582,35310.53,240,30642,1930.5,1962.26
2024-03-24,Paid Video,1,0,0,1,0,0
2024-03-24,Payment Redirects,269,1464.92,9,170,110.5,82.12
2024-03-24,Referral,137,134.19,1,103,24.22,0
2024-03-24,SMS,21876,47536.62,295,13668,2038.5,2763.36
2024-03-24,Unassigned,1407,5001.78,29,11,201,377.27
2024-03-25,Affiliates,2665,30546.77,184,2019,1627.49,1894.14
2024-03-25,Direct,31010,72038.66,473,24302,4715.33,4327.16
2024-03-25,Display,919,0,0,206,0,0
2024-03-25,Email,20458,52698.82,314,13698,2406.7,3016.85
2024-03-25,Mobile Push Notifications,975,1710.93,15,905,170.5,99.59
2024-03-25,Organic Search,10502,15963.83,97,8104,1169.82,1454.25
2024-03-25,Organic Shopping,359,283,4,334,40,17.07
2024-03-25,Organic Social,3482,1528.68,9,3268,109,72.55
2024-03-25,Organic Video,4,0,0,1,0,0
2024-03-25,Paid Search,32383,81566.52,582,27860,6098.36,4695.25
2024-03-25,Paid Social,34305,29323.34,196,29480,1584.5,1533.47
2024-03-25,Paid Video,3,0,0,3,0,0
2024-03-25,Payment Redirects,287,3812.29,24,184,252,187.49
2024-03-25,Referral,218,1638.62,6,146,100.68,196.65
2024-03-25,SMS,14880,33064.97,208,8674,1560.5,1858.36
2024-03-25,Unassigned,1379,5537.13,34,10,362,302.83
2024-03-26,Affiliates,2447,25151.48,160,1893,1566.05,1543.42
2024-03-26,Direct,30513,77882.01,503,23851,5864.29,4492.51
2024-03-26,Display,979,0,0,233,0,0
2024-03-26,Email,17067,40208.48,244,11428,2002.95,2335.59
2024-03-26,Mobile Push Notifications,1052,1715.73,12,956,154.5,95.31
2024-03-26,Organic Search,9620,14510.15,86,7444,990.04,845.48
2024-03-26,Organic Shopping,329,617.73,6,307,75.5,23.9
