date,channel,platform,quantity
2024-05-08,Display,web,3
2024-05-08,Email,web,2886
2024-05-08,Mobile Push Notifications,Android,65
2024-05-08,Mobile Push Notifications,iOS,244
2024-05-08,Organic Search,Android,25
2024-05-08,Organic Search,web,309
2024-05-08,Organic Shopping,web,11
2024-05-08,Organic Social,Android,4
2024-05-08,Organic Social,web,128
2024-05-08,Paid Search,Android,128
2024-05-08,Paid Search,iOS,46
2024-05-08,Paid Search,web,1549
2024-05-08,Paid Social,web,567
2024-05-08,Payment Redirects,web,35
2024-05-08,Referral,web,3
2024-05-08,SMS,web,2492
2024-05-08,Unassigned,Android,12
2024-05-08,Unassigned,iOS,45
2024-05-08,Unassigned,web,188
2024-05-09,Affiliates,web,1346
2024-05-09,Direct,Android,39
2024-05-09,Direct,iOS,840
2024-05-09,Direct,web,1693
2024-05-09,Email,web,2916
2024-05-09,Mobile Push Notifications,Android,58
2024-05-09,Mobile Push Notifications,iOS,161
2024-05-09,Organic Search,Android,8
2024-05-09,Organic Search,web,387
2024-05-09,Organic Shopping,web,4
2024-05-09,Organic Social,web,57
2024-05-09,Paid Search,Android,115
2024-05-09,Paid Search,iOS,25
2024-05-09,Paid Search,web,1449
2024-05-09,Paid Social,web,768
2024-05-09,Payment Redirects,web,153
2024-05-09,Referral,web,8
2024-05-09,SMS,web,1960
2024-05-09,Unassigned,Android,1
2024-05-09,Unassigned,iOS,36
2024-05-09,Unassigned,web,128
2024-05-10,Affiliates,web,1023
2024-05-10,Direct,Android,19
2024-05-10,Direct,iOS,774
2024-05-10,Direct,web,1139
2024-05-10,Email,web,1919
2024-05-10,Mobile Push Notifications,Android,54
2024-05-10,Mobile Push Notifications,iOS,116
2024-05-10,Organic Search,Android,17
2024-05-10,Organic Search,web,379
2024-05-10,Organic Shopping,web,9
2024-05-10,Organic Social,Android,3
2024-05-10,Organic Social,web,42
2024-05-10,Paid Search,Android,98
2024-05-10,Paid Search,iOS,54
2024-05-10,Paid Search,web,1525
2024-05-10,Paid Social,web,752
2024-05-10,Payment Redirects,web,111
2024-05-10,Referral,web,8
2024-05-10,SMS,web,1047
2024-05-10,Unassigned,Android,2
2024-05-10,Unassigned,iOS,40
2024-05-10,Unassigned,web,285
2024-05-11,Affiliates,web,327
2024-05-11,Direct,Android,8
2024-05-11,Direct,iOS,260
2024-05-11,Direct,web,551
2024-05-11,Email,web,455
2024-05-11,Mobile Push Notifications,Android,4
2024-05-11,Mobile Push Notifications,iOS,48
2024-05-11,Organic Search,Android,8
2024-05-11,Organic Search,web,157
2024-05-11,Organic Shopping,web,2
2024-05-11,Organic Social,web,23
2024-05-11,Paid Search,Android,36
2024-05-11,Paid Search,iOS,21
2024-05-11,Paid Search,web,792
2024-05-11,Paid Social,web,428
2024-05-11,Payment Redirects,web,48
2024-05-11,Referral,web,2
2024-05-11,SMS,web,357
2024-05-11,Unassigned,iOS,8
2024-05-11,Unassigned,web,53
2024-05-12,Affiliates,web,361
2024-05-12,Direct,Android,24
2024-05-12,Direct,iOS,266
2024-05-12,Direct,web,531
2024-05-12,Email,web,461
2024-05-12,Mobile Push Notifications,Android,13
2024-05-12,Mobile Push Notifications,iOS,84
2024-05-12,Organic Search,Android,3
2024-05-12,Organic Search,web,189
2024-05-12,Organic Shopping,web,9
2024-05-12,Organic Social,web,45
2024-05-12,Paid Search,Android,36
2024-05-12,Paid Search,iOS,9
2024-05-12,Paid Search,web,860
2024-05-12,Paid Social,web,459
2024-05-12,Payment Redirects,web,12
2024-05-12,Referral,web,6
2024-05-12,SMS,web,377
2024-05-12,Unassigned,iOS,25
2024-05-12,Unassigned,web,68
2024-05-13,Affiliates,web,308
2024-05-13,Direct,Android,3
2024-05-13,Direct,iOS,266
2024-05-13,Direct,web,567
2024-05-13,Email,web,427
2024-05-13,Mobile Push Notifications,Android,7
2024-05-13,Mobile Push Notifications,iOS,25
2024-05-13,Organic Search,Android,9
2024-05-13,Organic Search,web,218
2024-05-13,Organic Shopping,web,4
2024-05-13,Organic Social,web,40
2024-05-13,Paid Search,Android,24
2024-05-13,Paid Search,iOS,6
2024-05-13,Paid Search,web,862
2024-05-13,Paid Social,web,410
2024-05-13,Payment Redirects,web,26
2024-05-13,Referral,web,10
2024-05-13,SMS,web,334
2024-05-13,Unassigned,Android,1
2024-05-13,Unassigned,iOS,9
2024-05-13,Unassigned,web,103
2024-05-14,Affiliates,web,381
2024-05-14,Direct,Android,6
2024-05-14,Direct,iOS,226
2024-05-14,Direct,web,607
2024-05-14,Email,web,568
2024-05-14,Mobile Push Notifications,Android,9
2024-05-14,Mobile Push Notifications,iOS,59
2024-05-14,Organic Search,Android,9
2024-05-14,Organic Search,web,212
2024-05-14,Organic Shopping,web,6
2024-05-14,Organic Social,web,32
2024-05-14,Paid Search,Android,33
2024-05-14,Paid Search,iOS,17
2024-05-14,Paid Search,web,850
2024-05-14,Paid Social,web,386
2024-05-14,Payment Redirects,web,19
2024-05-14,Referral,web,2
2024-05-14,SMS,web,415
2024-05-14,Unassigned,iOS,18
2024-05-14,Unassigned,web,28
2024-05-15,Affiliates,web,415
2024-05-15,Direct,Android,2
2024-05-15,Direct,iOS,326
2024-05-15,Direct,web,615
2024-05-15,Email,web,735
2024-05-15,Mobile Push Notifications,Android,20
2024-05-15,Mobile Push Notifications,iOS,55
2024-05-15,Organic Search,Android,11
2024-05-15,Organic Search,web,181
2024-05-15,Organic Shopping,web,8
2024-05-15,Organic Social,web,29
2024-05-15,Paid Search,Android,95
2024-05-15,Paid Search,iOS,23
2024-05-15,Paid Search,web,839
2024-05-15,Paid Social,web,409
2024-05-15,Payment Redirects,web,22
2024-05-15,Referral,web,5
2024-05-15,SMS,web,354
2024-05-15,Unassigned,Android,4
2024-05-15,Unassigned,iOS,15
2024-05-15,Unassigned,web,53
2024-05-16,Affiliates,web,353
2024-05-16,Direct,Android,8
2024-05-16,Direct,iOS,293
2024-05-16,Direct,web,704
2024-05-16,Email,web,638
2024-05-16,Mobile Push Notifications,Android,17
2024-05-16,Mobile Push Notifications,iOS,36
2024-05-16,Organic Search,Android,14
2024-05-16,Organic Search,web,168
2024-05-16,Organic Shopping,web,7
2024-05-16,Organic Social,web,39
2024-05-16,Paid Search,Android,23
2024-05-16,Paid Search,iOS,30
2024-05-16,Paid Search,web,1010
2024-05-16,Paid Social,web,482
2024-05-16,Payment Redirects,web,22
2024-05-16,Referral,web,7
2024-05-16,SMS,web,294
2024-05-16,Unassigned,Android,2
2024-05-16,Unassigned,iOS,6
2024-05-16,Unassigned,web,77
2024-05-17,Affiliates,web,395
2024-05-17,Direct,Android,6
2024-05-17,Direct,iOS,306
2024-05-17,Direct,web,576
2024-05-17,Email,web,455
2024-05-17,Mobile Push Notifications,iOS,51
2024-05-17,Organic Search,Android,12
2024-05-17,Organic Search,web,132
2024-05-17,Organic Shopping,web,6
2024-05-17,Organic Social,Android,1
2024-05-17,Organic Social,web,63
2024-05-17,Paid Search,Android,23
2024-05-17,Paid Search,iOS,21
2024-05-17,Paid Search,web,877
2024-05-17,Paid Social,web,416
2024-05-17,Payment Redirects,web,36
2024-05-17,Referral,web,2
2024-05-17,SMS,web,376
2024-05-17,Unassigned,iOS,10
2024-05-17,Unassigned,web,27
2024-05-18,Affiliates,web,443
2024-05-18,Direct,Android,1
2024-05-18,Direct,iOS,235
2024-05-18,Direct,web,525
2024-05-18,Email,web,474
2024-05-18,Mobile Push Notifications,Android,5
2024-05-18,Mobile Push Notifications,iOS,45
2024-05-18,Organic Search,Android,10
2024-05-18,Organic Search,web,133
2024-05-18,Organic Shopping,web,13
2024-05-18,Organic Social,Android,1
2024-05-18,Organic Social,web,35
2024-05-18,Paid Search,Android,17
2024-05-18,Paid Search,iOS,18
2024-05-18,Paid Search,web,908
2024-05-18,Paid Social,web,370
2024-05-18,Payment Redirects,web,24
2024-05-18,Referral,web,6
2024-05-18,SMS,web,233
2024-05-18,Unassigned,iOS,5
2024-05-18,Unassigned,web,71
2024-05-19,Affiliates,web,408
2024-05-19,Direct,Android,3
2024-05-19,Direct,iOS,242
2024-05-19,Direct,web,559
2024-05-19,Email,web,479
2024-05-19,Mobile Push Notifications,Android,6
2024-05-19,Mobile Push Notifications,iOS,33
2024-05-19,Organic Search,Android,7
2024-05-19,Organic Search,web,160
2024-05-19,Organic Shopping,web,11
2024-05-19,Organic Social,web,21
2024-05-19,Paid Search,Android,22
2024-05-19,Paid Search,iOS,16
2024-05-19,Paid Search,web,946
2024-05-19,Paid Social,web,465
2024-05-19,Payment Redirects,web,43
2024-05-19,SMS,web,375
2024-05-19,Unassigned,iOS,15
2024-05-19,Unassigned,web,37
2024-05-20,Affiliates,web,407
2024-05-20,Direct,Android,6
2024-05-20,Direct,iOS,316
2024-05-20,Direct,web,576
2024-05-20,Email,web,433
2024-05-20,Mobile Push Notifications,Android,1
2024-05-20,Mobile Push Notifications,iOS,47
2024-05-20,Organic Search,Android,11
2024-05-20,Organic Search,web,152
2024-05-20,Organic Shopping,web,2
2024-05-20,Organic Social,web,28
2024-05-20,Paid Search,Android,23
2024-05-20,Paid Search,iOS,15
2024-05-20,Paid Search,web,844
2024-05-20,Paid Social,web,359
2024-05-20,Payment Redirects,web,44
2024-05-20,Referral,web,5
2024-05-20,SMS,web,335
2024-05-20,Unassigned,iOS,8
2024-05-20,Unassigned,web,45
2024-05-21,Affiliates,web,383
2024-05-21,Direct,Android,6
2024-05-21,Direct,iOS,419
2024-05-21,Direct,web,495
2024-05-21,Display,web,1
2024-05-21,Email,web,564
2024-05-21,Mobile Push Notifications,Android,8
2024-05-21,Mobile Push Notifications,iOS,60
2024-05-21,Organic Search,Android,10
2024-05-21,Organic Search,web,138
2024-05-21,Organic Shopping,web,10
2024-05-21,Organic Social,web,37
2024-05-21,Paid Search,Android,38
2024-05-21,Paid Search,iOS,31
2024-05-21,Paid Search,web,841
2024-05-21,Paid Social,web,405
2024-05-21,Payment Redirects,web,44
2024-05-21,Referral,web,2
2024-05-21,SMS,web,265
2024-05-21,Unassigned,iOS,23
2024-05-21,Unassigned,web,48
2024-05-22,Affiliates,web,518
2024-05-22,Direct,Android,8
2024-05-22,Direct,iOS,454
2024-05-22,Direct,web,767
2024-05-22,Display,web,4
2024-05-22,Email,web,1020
2024-05-22,Mobile Push Notifications,Android,30
2024-05-22,Mobile Push Notifications,iOS,60
2024-05-22,Organic Search,Android,32
2024-05-22,Organic Search,web,199
2024-05-22,Organic Shopping,web,15
2024-05-22,Organic Social,web,30
2024-05-22,Paid Search,Android,35
2024-05-22,Paid Search,iOS,37
2024-05-22,Paid Search,web,1139
2024-05-22,Paid Social,web,518
2024-05-22,Payment Redirects,web,27
2024-05-22,Referral,web,24
2024-05-22,SMS,web,788
2024-05-22,Unassigned,Android,3
2024-05-22,Unassigned,iOS,30
2024-05-22,Unassigned,web,81
2024-05-23,Affiliates,web,559
2024-05-23,Direct,Android,1
2024-05-23,Direct,iOS,459
2024-05-23,Direct,web,729
2024-05-23,Email,web,917
2024-05-23,Mobile Push Notifications,Android,7
2024-05-23,Mobile Push Notifications,iOS,94
2024-05-23,Organic Search,Android,14
2024-05-23,Organic Search,web,195
2024-05-23,Organic Shopping,web,11
2024-05-23,Organic Social,Android,6
2024-05-23,Organic Social,web,46
2024-05-23,Paid Search,Android,40
2024-05-23,Paid Search,iOS,42
2024-05-23,Paid Search,web,1140
2024-05-23,Paid Social,web,492
2024-05-23,Payment Redirects,web,42
2024-05-23,Referral,web,15
2024-05-23,SMS,web,690
2024-05-23,Unassigned,iOS,20
2024-05-23,Unassigned,web,97
2024-05-24,Affiliates,web,564
2024-05-24,Direct,Android,10
2024-05-24,Direct,iOS,486
2024-05-24,Direct,web,928
2024-05-24,Display,web,2
2024-05-24,Email,web,939
2024-05-24,Mobile Push Notifications,Android,12
2024-05-24,Mobile Push Notifications,iOS,94
2024-05-24,Organic Search,Android,17
2024-05-24,Organic Search,web,213
2024-05-24,Organic Shopping,web,8
2024-05-24,Organic Social,Android,3
2024-05-24,Organic Social,web,61
2024-05-24,Paid Search,Android,38
2024-05-24,Paid Search,iOS,13
2024-05-24,Paid Search,web,1314
2024-05-24,Paid Social,web,692
2024-05-24,Payment Redirects,web,24
2024-05-24,Referral,web,18
2024-05-24,SMS,web,807
2024-05-24,Unassigned,iOS,21
2024-05-24,Unassigned,web,85
2024-05-25,Affiliates,web,578
2024-05-25,Direct,Android,28
2024-05-25,Direct,iOS,456
2024-05-25,Direct,web,861
2024-05-25,Email,web,838
2024-05-25,Mobile Push Notifications,Android,26
2024-05-25,Mobile Push Notifications,iOS,94
2024-05-25,Organic Search,Android,5
2024-05-25,Organic Search,web,253
2024-05-25,Organic Shopping,web,3
2024-05-25,Organic Social,Android,2
2024-05-25,Organic Social,web,46
2024-05-25,Paid Search,Android,50
2024-05-25,Paid Search,iOS,45
2024-05-25,Paid Search,web,1318
2024-05-25,Paid Social,web,711
2024-05-25,Payment Redirects,web,17
2024-05-25,Referral,web,10
2024-05-25,SMS,web,853
2024-05-25,Unassigned,Android,9
2024-05-25,Unassigned,iOS,20
2024-05-25,Unassigned,web,102
2024-05-26,Affiliates,web,727
2024-05-26,Direct,Android,6
2024-05-26,Direct,iOS,534
2024-05-26,Direct,web,1058
2024-05-26,Email,web,1291
2024-05-26,Mobile Push Notifications,Android,13
2024-05-26,Mobile Push Notifications,iOS,69
2024-05-26,Organic Search,Android,15
2024-05-26,Organic Search,web,385
2024-05-26,Organic Shopping,web,4
2024-05-26,Organic Social,web,76
2024-05-26,Paid Search,Android,68
2024-05-26,Paid Search,iOS,33
2024-05-26,Paid Search,web,1560
2024-05-26,Paid Social,web,810
2024-05-26,Payment Redirects,web,1
2024-05-26,Referral,web,14
2024-05-26,SMS,web,805
2024-05-26,Unassigned,iOS,39
2024-05-26,Unassigned,web,81
2024-05-27,Affiliates,web,968
2024-05-27,Direct,Android,14
2024-05-27,Direct,iOS,639
2024-05-27,Direct,web,1461
2024-05-27,Email,web,1786
2024-05-27,Mobile Push Notifications,Android,9
2024-05-27,Mobile Push Notifications,iOS,88
2024-05-27,Organic Search,Android,9
2024-05-27,Organic Search,web,455
2024-05-27,Organic Shopping,web,11
2024-05-27,Organic Social,web,71
2024-05-27,Paid Search,Android,65
2024-05-27,Paid Search,iOS,14
2024-05-27,Paid Search,web,2291
2024-05-27,Paid Social,web,906
2024-05-27,Payment Redirects,web,39
2024-05-27,Referral,web,26
2024-05-27,SMS,web,1220
2024-05-27,Unassigned,Android,3
2024-05-27,Unassigned,iOS,30
2024-05-27,Unassigned,web,110
2024-05-28,Affiliates,web,453
2024-05-28,Direct,Android,8
2024-05-28,Direct,iOS,394
2024-05-28,Direct,web,824
2024-05-28,Email,web,801
2024-05-28,Mobile Push Notifications,iOS,60
2024-05-28,Organic Search,Android,13
2024-05-28,Organic Search,web,230
2024-05-28,Organic Shopping,web,4
2024-05-28,Organic Social,web,44
2024-05-28,Paid Search,Android,40
2024-05-28,Paid Search,iOS,21
2024-05-28,Paid Search,web,1186
2024-05-28,Paid Social,web,560
2024-05-28,Referral,web,9
2024-05-28,SMS,web,779
2024-05-28,Unassigned,iOS,10
2024-05-28,Unassigned,web,177
2024-05-29,Affiliates,web,609
2024-05-29,Direct,Android,5
2024-05-29,Direct,iOS,429
2024-05-29,Direct,web,1015
2024-05-29,Email,web,962
2024-05-29,Mobile Push Notifications,Android,19
2024-05-29,Mobile Push Notifications,iOS,70
2024-05-29,Organic Search,Android,19
2024-05-29,Organic Search,web,291
2024-05-29,Organic Shopping,web,10
2024-05-29,Organic Social,Android,4
2024-05-29,Organic Social,web,67
2024-05-29,Paid Search,Android,60
2024-05-29,Paid Search,iOS,20
2024-05-29,Paid Search,web,1393
2024-05-29,Paid Social,web,580
2024-05-29,Payment Redirects,web,12
2024-05-29,Referral,web,17
2024-05-29,SMS,web,755
2024-05-29,Unassigned,iOS,17
2024-05-29,Unassigned,web,118
2024-05-30,Affiliates,web,384
2024-05-30,Direct,Android,2
2024-05-30,Direct,iOS,261
2024-05-30,Direct,web,560
2024-05-30,Email,web,406
2024-05-30,Mobile Push Notifications,Android,11
2024-05-30,Mobile Push Notifications,iOS,28
2024-05-30,Organic Search,Android,2
2024-05-30,Organic Search,web,126
2024-05-30,Organic Shopping,web,2
2024-05-30,Organic Social,web,26
2024-05-30,Paid Search,Android,51
2024-05-30,Paid Search,iOS,19
2024-05-30,Paid Search,web,793
2024-05-30,Paid Social,web,332
2024-05-30,Payment Redirects,web,7
2024-05-30,Referral,web,3
2024-05-30,SMS,web,215
2024-05-30,Unassigned,iOS,19
2024-05-30,Unassigned,web,28
2024-05-31,Affiliates,web,379
2024-05-31,Direct,Android,2
2024-05-31,Direct,iOS,292
2024-05-31,Direct,web,550
2024-05-31,Email,web,439
2024-05-31,Mobile Push Notifications,Android,11
2024-05-31,Mobile Push Notifications,iOS,40
2024-05-31,Organic Search,Android,6
2024-05-31,Organic Search,web,166
2024-05-31,Organic Shopping,web,13
2024-05-31,Organic Social,Android,5
2024-05-31,Organic Social,web,43
2024-05-31,Paid Search,Android,23
2024-05-31,Paid Search,iOS,17
2024-05-31,Paid Search,web,828
2024-05-31,Paid Social,web,314
2024-05-31,Referral,web,2
2024-05-31,SMS,web,387
2024-05-31,Unassigned,iOS,21
2024-05-31,Unassigned,web,56
2024-06-01,Affiliates,web,334
2024-06-01,Direct,Android,4
2024-06-01,Direct,iOS,293
2024-06-01,Direct,web,596
2024-06-01,Display,web,2
2024-06-01,Email,web,403
2024-06-01,Mobile Push Notifications,Android,8
2024-06-01,Mobile Push Notifications,iOS,58
2024-06-01,Organic Search,Android,3
2024-06-01,Organic Search,web,157
2024-06-01,Organic Shopping,web,4
2024-06-01,Organic Social,web,26
2024-06-01,Paid Search,Android,18
2024-06-01,Paid Search,iOS,15
2024-06-01,Paid Search,web,798
2024-06-01,Paid Social,web,303
2024-06-01,Payment Redirects,web,1
2024-06-01,Referral,web,1
2024-06-01,SMS,web,349
2024-06-01,Unassigned,Android,2
2024-06-01,Unassigned,iOS,6
2024-06-01,Unassigned,web,66
2024-06-02,Affiliates,web,309
2024-06-02,Direct,Android,4
2024-06-02,Direct,iOS,235
2024-06-02,Direct,web,590
2024-06-02,Email,web,344
2024-06-02,Mobile Push Notifications,Android,9
2024-06-02,Mobile Push Notifications,iOS,26
2024-06-02,Organic Search,Android,1
2024-06-02,Organic Search,web,161
2024-06-02,Organic Shopping,web,5
2024-06-02,Organic Social,web,32
2024-06-02,Paid Search,Android,36
2024-06-02,Paid Search,iOS,16
2024-06-02,Paid Search,web,893
2024-06-02,Paid Social,web,472
2024-06-02,Payment Redirects,web,1
2024-06-02,Referral,web,6
2024-06-02,SMS,web,354
2024-06-02,Unassigned,Android,3
2024-06-02,Unassigned,iOS,14
2024-06-02,Unassigned,web,71
2024-06-03,Affiliates,web,294
2024-06-03,Direct,Android,1
2024-06-03,Direct,iOS,222
2024-06-03,Direct,web,421
2024-06-03,Email,web,355
2024-06-03,Mobile Push Notifications,Android,3
2024-06-03,Mobile Push Notifications,iOS,27
2024-06-03,Organic Search,Android,4
2024-06-03,Organic Search,web,182
2024-06-03,Organic Shopping,web,17
2024-06-03,Organic Social,web,40
2024-06-03,Paid Search,Android,17
2024-06-03,Paid Search,iOS,17
2024-06-03,Paid Search,web,838
2024-06-03,Paid Social,web,301
2024-06-03,Referral,web,8
2024-06-03,SMS,web,267
2024-06-03,Unassigned,Android,4
2024-06-03,Unassigned,iOS,8
2024-06-03,Unassigned,web,33
2024-06-04,Affiliates,web,343
2024-06-04,Direct,Android,4
2024-06-04,Direct,iOS,258
2024-06-04,Direct,web,558
2024-06-04,Email,web,517
2024-06-04,Mobile Push Notifications,Android,2
2024-06-04,Mobile Push Notifications,iOS,37
2024-06-04,Organic Search,Android,4
2024-06-04,Organic Search,web,215
2024-06-04,Organic Shopping,web,4
2024-06-04,Organic Social,web,28
2024-06-04,Paid Search,Android,19
2024-06-04,Paid Search,iOS,27
2024-06-04,Paid Search,web,727
2024-06-04,Paid Social,web,306
2024-06-04,Payment Redirects,web,14
2024-06-04,Referral,web,3
2024-06-04,SMS,web,363
2024-06-04,Unassigned,iOS,1
2024-06-04,Unassigned,web,37
2024-06-05,Affiliates,web,328
2024-06-05,Direct,Android,1
2024-06-05,Direct,iOS,315
2024-06-05,Direct,web,501
2024-06-05,Email,web,529
2024-06-05,Mobile Push Notifications,Android,11
2024-06-05,Mobile Push Notifications,iOS,16
2024-06-05,Organic Search,Android,8
2024-06-05,Organic Search,web,191
2024-06-05,Organic Shopping,web,3
2024-06-05,Organic Social,web,37
2024-06-05,Paid Search,Android,55
2024-06-05,Paid Search,iOS,16
2024-06-05,Paid Search,web,839
2024-06-05,Paid Social,web,297
2024-06-05,Payment Redirects,web,1
2024-06-05,Referral,web,1
2024-06-05,SMS,web,352
2024-06-05,Unassigned,iOS,7
2024-06-05,Unassigned,web,44
2024-06-06,Affiliates,web,397
2024-06-06,Direct,Android,6
2024-06-06,Direct,iOS,366
2024-06-06,Direct,web,572
2024-06-06,Email,web,449
2024-06-06,Mobile Push Notifications,Android,4
2024-06-06,Mobile Push Notifications,iOS,26
2024-06-06,Organic Search,Android,6
2024-06-06,Organic Search,web,161
2024-06-06,Organic Shopping,web,10
2024-06-06,Organic Social,web,32
2024-06-06,Paid Search,Android,41
2024-06-06,Paid Search,iOS,16
2024-06-06,Paid Search,web,947
2024-06-06,Paid Social,web,414
2024-06-06,Referral,web,22
2024-06-06,SMS,web,377
2024-06-06,Unassigned,iOS,1
2024-06-06,Unassigned,web,51
2024-06-07,Affiliates,web,459
2024-06-07,Direct,iOS,354
2024-06-07,Direct,web,573
2024-06-07,Email,web,544
2024-06-07,Mobile Push Notifications,Android,4
2024-06-07,Mobile Push Notifications,iOS,38
2024-06-07,Organic Search,Android,5
2024-06-07,Organic Search,web,189
2024-06-07,Organic Shopping,web,11
2024-06-07,Organic Social,web,29
2024-06-07,Paid Search,Android,29
2024-06-07,Paid Search,iOS,22
2024-06-07,Paid Search,web,890
2024-06-07,Paid Social,web,340
2024-06-07,Referral,web,9
2024-06-07,SMS,web,462
2024-06-07,Unassigned,Android,1
2024-06-07,Unassigned,iOS,7
2024-06-07,Unassigned,web,30
2024-06-08,Affiliates,web,422
2024-06-08,Direct,Android,4
2024-06-08,Direct,iOS,346
2024-06-08,Direct,web,550
2024-06-08,Email,web,515
2024-06-08,Mobile Push Notifications,Android,13
2024-06-08,Mobile Push Notifications,iOS,56
2024-06-08,Organic Search,Android,8
2024-06-08,Organic Search,web,217
2024-06-08,Organic Shopping,web,6
2024-06-08,Organic Social,web,27
2024-06-08,Paid Search,Android,47
2024-06-08,Paid Search,iOS,15
2024-06-08,Paid Search,web,897
2024-06-08,Paid Social,web,370
2024-06-08,Referral,web,18
2024-06-08,SMS,web,607
2024-06-08,Unassigned,iOS,12
2024-06-08,Unassigned,web,48
2024-06-09,Affiliates,web,406
2024-06-09,Direct,Android,4
2024-06-09,Direct,iOS,284
2024-06-09,Direct,web,579
2024-06-09,Email,web,524
2024-06-09,Mobile Push Notifications,Android,2
2024-06-09,Mobile Push Notifications,iOS,20
2024-06-09,Organic Search,Android,3
2024-06-09,Organic Search,web,218
2024-06-09,Organic Shopping,web,15
2024-06-09,Organic Social,web,29
2024-06-09,Paid Search,Android,50
2024-06-09,Paid Search,iOS,7
2024-06-09,Paid Search,web,831
2024-06-09,Paid Social,web,350
2024-06-09,Payment Redirects,web,10
2024-06-09,Referral,web,5
2024-06-09,SMS,web,394
2024-06-09,Unassigned,iOS,5
2024-06-09,Unassigned,web,47
2024-06-10,Affiliates,web,336
2024-06-10,Direct,iOS,221
2024-06-10,Direct,web,523
2024-06-10,Email,web,416
2024-06-10,Mobile Push Notifications,Android,1
2024-06-10,Mobile Push Notifications,iOS,25
2024-06-10,Organic Search,Android,1
2024-06-10,Organic Search,web,176
2024-06-10,Organic Shopping,web,17
2024-06-10,Organic Social,web,26
2024-06-10,Paid Search,Android,15
2024-06-10,Paid Search,iOS,10
2024-06-10,Paid Search,web,888
2024-06-10,Paid Social,web,281
2024-06-10,Payment Redirects,web,2
2024-06-10,Referral,web,5
2024-06-10,SMS,web,368
2024-06-10,Unassigned,iOS,3
2024-06-10,Unassigned,web,38
2024-06-11,Affiliates,web,788
2024-06-11,Direct,Android,20
2024-06-11,Direct,iOS,579
2024-06-11,Direct,web,1398
2024-06-11,Email,web,1766
2024-06-11,Mobile Push Notifications,Android,23
2024-06-11,Mobile Push Notifications,iOS,131
2024-06-11,Organic Search,Android,22
2024-06-11,Organic Search,web,347
2024-06-11,Organic Shopping,web,24
2024-06-11,Organic Social,web,110
2024-06-11,Paid Search,Android,42
2024-06-11,Paid Search,iOS,23
2024-06-11,Paid Search,web,1458
2024-06-11,Paid Social,web,960
2024-06-11,Referral,web,11
2024-06-11,SMS,web,1563
2024-06-11,Unassigned,iOS,26
2024-06-11,Unassigned,web,108
2024-06-12,Affiliates,web,848
2024-06-12,Direct,Android,30
2024-06-12,Direct,iOS,684
2024-06-12,Direct,web,1138
2024-06-12,Email,web,1512
2024-06-12,Mobile Push Notifications,Android,26
2024-06-12,Mobile Push Notifications,iOS,82
2024-06-12,Organic Search,Android,29
2024-06-12,Organic Search,web,336
2024-06-12,Organic Shopping,web,19
2024-06-12,Organic Social,web,64
2024-06-12,Paid Search,Android,97
2024-06-12,Paid Search,iOS,50
2024-06-12,Paid Search,web,1398
2024-06-12,Paid Social,web,686
2024-06-12,Payment Redirects,web,10
2024-06-12,Referral,web,14
2024-06-12,SMS,web,1303
2024-06-12,Unassigned,iOS,6
2024-06-12,Unassigned,web,198
2024-06-13,Affiliates,web,937
2024-06-13,Direct,Android,19
2024-06-13,Direct,iOS,542
2024-06-13,Direct,web,1339
2024-06-13,Email,web,1341
2024-06-13,Mobile Push Notifications,Android,16
2024-06-13,Mobile Push Notifications,iOS,90
2024-06-13,Organic Search,Android,5
2024-06-13,Organic Search,web,336
2024-06-13,Organic Shopping,web,11
2024-06-13,Organic Social,web,57
2024-06-13,Paid Search,Android,84
2024-06-13,Paid Search,iOS,34
2024-06-13,Paid Search,web,1557
2024-06-13,Paid Social,web,847
2024-06-13,Payment Redirects,web,9
2024-06-13,Referral,web,8
2024-06-13,SMS,web,1247
2024-06-13,Unassigned,iOS,17
2024-06-13,Unassigned,web,141
2024-06-14,Affiliates,web,673
2024-06-14,Direct,Android,34
2024-06-14,Direct,iOS,623
2024-06-14,Direct,web,1112
2024-06-14,Display,web,3
2024-06-14,Email,web,953
2024-06-14,Mobile Push Notifications,Android,10
2024-06-14,Mobile Push Notifications,iOS,72
2024-06-14,Organic Search,Android,7
2024-06-14,Organic Search,web,307
2024-06-14,Organic Shopping,web,4
2024-06-14,Organic Social,web,76
2024-06-14,Paid Search,Android,123
2024-06-14,Paid Search,iOS,17
2024-06-14,Paid Search,web,1420
2024-06-14,Paid Social,web,835
2024-06-14,Payment Redirects,web,8
2024-06-14,Referral,web,1
2024-06-14,SMS,web,807
2024-06-14,Unassigned,iOS,29
2024-06-14,Unassigned,web,183
2024-06-15,Affiliates,web,244
2024-06-15,Direct,Android,2
2024-06-15,Direct,iOS,246
2024-06-15,Direct,web,667
2024-06-15,Email,web,370
2024-06-15,Mobile Push Notifications,Android,6
2024-06-15,Mobile Push Notifications,iOS,43
2024-06-15,Organic Search,Android,3
2024-06-15,Organic Search,web,196
2024-06-15,Organic Shopping,web,5
2024-06-15,Organic Social,Android,2
2024-06-15,Organic Social,web,41
2024-06-15,Paid Search,Android,5
2024-06-15,Paid Search,iOS,11
2024-06-15,Paid Search,web,858
2024-06-15,Paid Social,web,337
2024-06-15,Payment Redirects,web,3
2024-06-15,Referral,web,4
2024-06-15,SMS,web,162
