date,windows_signage,interiors,store_promo_ty,ecom_promo_ty,store_promo_ly,ecom_promo_ly
2025-07-19,,,"EOS SALE: 30% OFF REG; 50% OFF MEN'S SHORTS; 40% OFF WOMEN'S SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (MEN'S AGED SALE: STARTING AT $9.99, UP TO 80% OFF)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-20,,,"EOS SALE: 30% OFF REG; 50% OFF MEN'S SHORTS; 40% OFF WOMEN'S SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (MEN'S AGED SALE: STARTING AT $9.99, UP TO 80% OFF)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-21,,,"EOS SALE: 30% OFF REG; 50% OFF MEN'S SHORTS; 40% OFF WOMEN'S SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (MEN'S AGED SALE: STARTING AT $9.99, UP TO 80% OFF)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-22,,,"EOS SALE: 30% OFF REG; 50% OFF MEN'S SHORTS; 40% OFF WOMEN'S SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (MEN'S AGED SALE: STARTING AT $14.99, UP TO 80% OFF)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-23,,,"EOS SALE: 30% OFF REG; 50% OFF MEN'S SHORTS; 40% OFF WOMEN'S SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (MEN'S AGED SALE: STARTING AT $14.99, UP TO 80% OFF)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-24,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (MEN'S AGED SALE: STARTING AT $14.99, UP TO 80% OFF)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-25,,Tax-Free for TN,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (MEN'S AGED SALE: STARTING AT $14.99, UP TO 80% OFF)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG (NEW MD'S)"
2025-07-26,,Tax-Free for TN,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-27,,Tax-Free for TN,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-28,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-29,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-30,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-07-31,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-08-01,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-08-02,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-08-03,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-08-04,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-08-05,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG ( 23RD ANNIVERSARY (ICONS) EARLY ACCESS)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-08-06,,,"EOS SALE: 30% OFF REG; 50% OFF ALL SHORTS; 50% OFF SELECT M & W DENIM; $29 M HENLEY; $39 M BIG T POLO, $29 W RIB TOP; $49 SELECT DENIM (CANADA ONLY); $69 CLEARANCE DENIM (SELECT STORES); 50% OFF CLEARANCE (SELECT 60%)","END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG ( 23RD ANNIVERSARY (ICONS) EARLY ACCESS)",EOS SALE: 30% OFF REG; 40-50% OFF SHORTS; $39 M WOVENS; $29 M HENLEY; 50% OFF SELECT MEN'S DENIM; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"END OF SEASON SALE: MD CATEGORY PPTS (UP TO 75% OFF), DENIM & SHORTS STARTING AT $49.99, ACTIVE STARTING AT $29.99, TEES STARTING AT $14.99; 30-50% OFF REG"
2025-08-07,,,FLOORSET/NEW MDS; 23RD ANNIVERSARY LAUNCH; 30% OFF REG; 50% OFF SHORTS; 40% OFF BACKPACKS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"23RD ANNIVERSARY (ICONS) LAUNCH/NEW MD'S:  SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (SITEWIDE 23% OFF $150+)",FLOORSET/NEW MDS; 22ND ANNIVERSARY LAUNCH; 30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"TBD 22ND ANNIVERSARY LAUNCH; NEW MD'S:  SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (TBD KLARNA DAYS OFFSET)"
2025-08-08,,,30% OFF REG; 50% OFF SHORTS; 40% OFF BACKPACKS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (SITEWIDE 23% OFF $150+)",30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (TBD KLARNA DAYS OFFSET)"
2025-08-09,,,30% OFF REG; 50% OFF SHORTS; 40% OFF BACKPACKS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (SITEWIDE 23% OFF $150+)",30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (TBD KLARNA DAYS OFFSET)"
2025-08-10,,,30% OFF REG; 50% OFF SHORTS; 40% OFF BACKPACKS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD",30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (TBD KLARNA DAYS OFFSET)"
2025-08-11,,,30% OFF REG; 50% OFF SHORTS; 40% OFF BACKPACKS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD",30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (TBD KLARNA DAYS OFFSET)"
2025-08-12,,,30% OFF REG; 50% OFF SHORTS; 40% OFF BACKPACKS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD",30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (TBD KLARNA DAYS OFFSET)"
2025-08-13,,,30% OFF REG; 50% OFF SHORTS; 40% OFF BACKPACKS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD",30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD (TBD KLARNA DAYS OFFSET)"
2025-08-14,,,30% OFF REG; 50% OFF SHORTS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD",30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD"
2025-08-15,,,30% OFF REG; 50% OFF SHORTS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD",40% OFF ANNIVERSARY STYLES; 30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD"
2025-08-16,,,30% OFF REG; 50% OFF SHORTS; $39 M BIG T POLO; 50% OFF SELECT MEN'S DENIM; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD",40% OFF ANNIVERSARY STYLES; 30% OFF REG; 40-50% OFF SHORTS; $29 M HENLEY; $39 M WOVEN; 50% OFF W PONTE PANTS; 50% OFF CLEARANCE (SELECT 60%); 70% OFF AGED CLEARANCE (CANADA),"SN DENIM STARTING AT $79/STITCH DENIM STARTING AT $99, TEES STARTING AT $29, ACTIVE STARTING AT $49, SHORTS STARTING AT $39, EXTRA 50% OFF MD"
