date,channel,quantity
2024-04-16,Mobile Push Notifications,37
2024-04-16,Organic Search,178
2024-04-16,Organic Shopping,21
2024-04-16,Organic Social,21
2024-04-16,Paid Search,952
2024-04-16,Paid Social,393
2024-04-16,Payment Redirects,44
2024-04-16,Referral,28
2024-04-16,SMS,389
2024-04-16,Unassigned,81
2024-04-17,Affiliates,425
2024-04-17,Direct,910
2024-04-17,Email,479
2024-04-17,Mobile Push Notifications,37
2024-04-17,Organic Search,156
2024-04-17,Organic Shopping,8
2024-04-17,Organic Social,20
2024-04-17,Paid Search,1124
2024-04-17,Paid Social,433
2024-04-17,Payment Redirects,31
2024-04-17,Referral,30
2024-04-17,SMS,375
2024-04-17,Unassigned,76
2024-04-18,Affiliates,405
2024-04-18,Direct,974
2024-04-18,Email,668
2024-04-18,Mobile Push Notifications,31
2024-04-18,Organic Search,227
2024-04-18,Organic Shopping,22
2024-04-18,Organic Social,12
2024-04-18,Paid Search,994
2024-04-18,Paid Social,363
2024-04-18,Payment Redirects,28
2024-04-18,Referral,11
2024-04-18,SMS,408
2024-04-18,Unassigned,70
2024-04-19,Affiliates,409
2024-04-19,Direct,996
2024-04-19,Email,627
2024-04-19,Mobile Push Notifications,72
2024-04-19,Organic Search,159
2024-04-19,Organic Shopping,17
2024-04-19,Organic Social,22
2024-04-19,Paid Search,933
2024-04-19,Paid Social,459
2024-04-19,Payment Redirects,40
2024-04-19,Referral,15
2024-04-19,SMS,323
2024-04-19,Unassigned,88
2024-04-20,Affiliates,491
2024-04-20,Direct,806
2024-04-20,Email,457
2024-04-20,Mobile Push Notifications,73
2024-04-20,Organic Search,146
2024-04-20,Organic Shopping,18
2024-04-20,Organic Social,19
2024-04-20,Paid Search,902
2024-04-20,Paid Social,351
2024-04-20,Payment Redirects,24
2024-04-20,Referral,5
2024-04-20,SMS,387
2024-04-20,Unassigned,80
2024-04-21,Affiliates,408
2024-04-21,Direct,888
2024-04-21,Email,465
2024-04-21,Mobile Push Notifications,29
2024-04-21,Organic Search,267
2024-04-21,Organic Shopping,22
2024-04-21,Organic Social,8
2024-04-21,Paid Search,1087
2024-04-21,Paid Social,368
2024-04-21,Payment Redirects,32
2024-04-21,Referral,18
2024-04-21,SMS,443
2024-04-21,Unassigned,85
2024-04-22,Affiliates,390
2024-04-22,Direct,740
2024-04-22,Display,1
2024-04-22,Email,472
2024-04-22,Mobile Push Notifications,27
2024-04-22,Organic Search,156
2024-04-22,Organic Shopping,15
2024-04-22,Organic Social,1
2024-04-22,Paid Search,888
2024-04-22,Paid Social,288
2024-04-22,Payment Redirects,49
2024-04-22,Referral,18
2024-04-22,SMS,319
2024-04-22,Unassigned,101
2024-04-23,Affiliates,445
2024-04-23,Direct,884
2024-04-23,Email,612
2024-04-23,Mobile Push Notifications,52
2024-04-23,Organic Search,132
2024-04-23,Organic Shopping,21
2024-04-23,Organic Social,20
2024-04-23,Paid Search,879
2024-04-23,Paid Social,357
2024-04-23,Payment Redirects,65
2024-04-23,Referral,9
2024-04-23,SMS,595
2024-04-23,Unassigned,73
2024-04-24,Affiliates,403
2024-04-24,Direct,941
2024-04-24,Email,508
2024-04-24,Mobile Push Notifications,30
2024-04-24,Organic Search,170
2024-04-24,Organic Shopping,5
2024-04-24,Organic Social,17
2024-04-24,Paid Search,907
2024-04-24,Paid Social,396
2024-04-24,Payment Redirects,72
2024-04-24,Referral,19
2024-04-24,SMS,438
2024-04-24,Unassigned,134
2024-04-25,Affiliates,510
2024-04-25,Direct,946
2024-04-25,Email,813
2024-04-25,Mobile Push Notifications,71
2024-04-25,Organic Search,237
2024-04-25,Organic Shopping,23
2024-04-25,Organic Social,9
2024-04-25,Paid Search,991
2024-04-25,Paid Social,415
2024-04-25,Payment Redirects,31
2024-04-25,Referral,11
2024-04-25,SMS,516
2024-04-25,Unassigned,99
2024-04-26,Affiliates,553
2024-04-26,Direct,1147
2024-04-26,Email,718
2024-04-26,Mobile Push Notifications,61
2024-04-26,Organic Search,205
2024-04-26,Organic Shopping,30
2024-04-26,Organic Social,12
2024-04-26,Paid Search,1071
2024-04-26,Paid Social,445
2024-04-26,Payment Redirects,35
2024-04-26,Referral,16
2024-04-26,SMS,557
2024-04-26,Unassigned,144
2024-04-27,Affiliates,468
2024-04-27,Direct,1118
2024-04-27,Display,9
2024-04-27,Email,687
2024-04-27,Mobile Push Notifications,68
2024-04-27,Organic Search,232
2024-04-27,Organic Shopping,20
2024-04-27,Organic Social,18
2024-04-27,Paid Search,1083
2024-04-27,Paid Social,503
2024-04-27,Payment Redirects,46
2024-04-27,Referral,36
2024-04-27,SMS,435
2024-04-27,Unassigned,85
2024-04-28,Affiliates,489
2024-04-28,Direct,1204
2024-04-28,Email,1033
2024-04-28,Mobile Push Notifications,86
2024-04-28,Organic Search,205
2024-04-28,Organic Shopping,22
2024-04-28,Organic Social,29
2024-04-28,Paid Search,1195
2024-04-28,Paid Social,503
2024-04-28,Payment Redirects,22
2024-04-28,Referral,9
2024-04-28,SMS,718
2024-04-28,Unassigned,86
2024-04-29,Affiliates,439
2024-04-29,Direct,1068
2024-04-29,Email,860
2024-04-29,Mobile Push Notifications,42
2024-04-29,Organic Search,210
2024-04-29,Organic Shopping,12
2024-04-29,Organic Social,19
2024-04-29,Paid Search,1150
2024-04-29,Paid Social,549
2024-04-29,Payment Redirects,75
2024-04-29,Referral,12
2024-04-29,SMS,589
2024-04-29,Unassigned,112
2024-04-30,Affiliates,482
2024-04-30,Direct,1152
2024-04-30,Email,742
2024-04-30,Mobile Push Notifications,54
2024-04-30,Organic Search,221
2024-04-30,Organic Shopping,7
2024-04-30,Organic Social,19
2024-04-30,Paid Search,1125
2024-04-30,Paid Social,477
2024-04-30,Payment Redirects,28
2024-04-30,Referral,7
2024-04-30,SMS,586
2024-04-30,Unassigned,94
2024-05-01,Affiliates,650
2024-05-01,Direct,1306
2024-05-01,Email,929
2024-05-01,Mobile Push Notifications,61
2024-05-01,Organic Search,301
2024-05-01,Organic Shopping,9
2024-05-01,Organic Social,35
2024-05-01,Paid Search,1381
2024-05-01,Paid Social,584
2024-05-01,Payment Redirects,49
2024-05-01,Referral,19
2024-05-01,SMS,711
2024-05-01,Unassigned,93
2024-05-02,Affiliates,482
2024-05-02,Direct,922
2024-05-02,Display,2
2024-05-02,Email,604
2024-05-02,Mobile Push Notifications,26
2024-05-02,Organic Search,197
2024-05-02,Organic Shopping,11
2024-05-02,Organic Social,4
2024-05-02,Paid Search,1017
2024-05-02,Paid Social,482
2024-05-02,Paid Video,8
2024-05-02,Payment Redirects,20
2024-05-02,Referral,12
2024-05-02,SMS,261
2024-05-02,Unassigned,65
2024-05-03,Affiliates,415
2024-05-03,Direct,880
2024-05-03,Email,541
2024-05-03,Mobile Push Notifications,35
2024-05-03,Organic Search,162
2024-05-03,Organic Shopping,27
2024-05-03,Organic Social,10
2024-05-03,Paid Search,915
2024-05-03,Paid Social,494
2024-05-03,Payment Redirects,53
2024-05-03,Referral,19
2024-05-03,SMS,339
2024-05-03,Unassigned,101
2024-05-04,Affiliates,550
2024-05-04,Direct,827
2024-05-04,Email,398
2024-05-04,Mobile Push Notifications,32
2024-05-04,Organic Search,175
2024-05-04,Organic Shopping,14
2024-05-04,Organic Social,22
2024-05-04,Paid Search,877
2024-05-04,Paid Social,526
2024-05-04,Payment Redirects,45
2024-05-04,Referral,22
2024-05-04,SMS,353
2024-05-04,Unassigned,104
2024-05-05,Affiliates,401
2024-05-05,Direct,929
2024-05-05,Email,486
2024-05-05,Mobile Push Notifications,27
2024-05-05,Organic Search,191
2024-05-05,Organic Shopping,16
2024-05-05,Organic Social,14
2024-05-05,Paid Search,889
2024-05-05,Paid Social,502
2024-05-05,Payment Redirects,35
2024-05-05,Referral,11
2024-05-05,SMS,412
2024-05-05,Unassigned,86
2024-05-06,Affiliates,360
2024-05-06,Direct,770
2024-05-06,Email,511
2024-05-06,Mobile Push Notifications,19
2024-05-06,Organic Search,134
2024-05-06,Organic Shopping,9
2024-05-06,Organic Social,24
2024-05-06,Paid Search,912
2024-05-06,Paid Social,405
2024-05-06,Payment Redirects,20
2024-05-06,Referral,13
2024-05-06,SMS,303
2024-05-06,Unassigned,61
2024-05-07,Affiliates,333
2024-05-07,Direct,875
2024-05-07,Email,468
2024-05-07,Mobile Push Notifications,43
2024-05-07,Organic Search,140
2024-05-07,Organic Shopping,21
2024-05-07,Organic Social,13
2024-05-07,Paid Search,888
2024-05-07,Paid Social,374
2024-05-07,Payment Redirects,19
2024-05-07,Referral,12
2024-05-07,SMS,329
2024-05-07,Unassigned,58
2024-05-08,Affiliates,1731
2024-05-08,Direct,2483
2024-05-08,Display,3
2024-05-08,Email,2886
2024-05-08,Mobile Push Notifications,292
2024-05-08,Organic Search,334
2024-05-08,Organic Shopping,73
2024-05-08,Organic Social,66
2024-05-08,Paid Search,1723
2024-05-08,Paid Social,570
2024-05-08,Payment Redirects,35
2024-05-08,Referral,3
2024-05-08,SMS,2492
2024-05-08,Unassigned,263
2024-05-09,Affiliates,1346
2024-05-09,Direct,2572
2024-05-09,Email,2916
2024-05-09,Mobile Push Notifications,213
2024-05-09,Organic Search,395
2024-05-09,Organic Shopping,16
2024-05-09,Organic Social,33
2024-05-09,Paid Search,1589
2024-05-09,Paid Social,768
2024-05-09,Payment Redirects,153
2024-05-09,Referral,20
2024-05-09,SMS,1960
2024-05-09,Unassigned,171
2024-05-10,Affiliates,1023
2024-05-10,Direct,1932
2024-05-10,Email,1919
2024-05-10,Mobile Push Notifications,164
2024-05-10,Organic Search,396
2024-05-10,Organic Shopping,12
2024-05-10,Organic Social,21
2024-05-10,Paid Search,1677
2024-05-10,Paid Social,768
2024-05-10,Payment Redirects,111
2024-05-10,Referral,13
2024-05-10,SMS,1047
2024-05-10,Unassigned,333
2024-05-11,Affiliates,327
2024-05-11,Direct,819
2024-05-11,Email,455
2024-05-11,Mobile Push Notifications,50
2024-05-11,Organic Search,165
2024-05-11,Organic Shopping,9
2024-05-11,Organic Social,15
2024-05-11,Paid Search,849
2024-05-11,Paid Social,428
2024-05-11,Payment Redirects,48
2024-05-11,Referral,3
2024-05-11,SMS,357
2024-05-11,Unassigned,63
2024-05-12,Affiliates,361
2024-05-12,Direct,821
2024-05-12,Email,461
2024-05-12,Mobile Push Notifications,93
2024-05-12,Organic Search,192
2024-05-12,Organic Shopping,14
2024-05-12,Organic Social,36
2024-05-12,Paid Search,905
2024-05-12,Paid Social,459
2024-05-12,Payment Redirects,12
2024-05-12,Referral,10
2024-05-12,SMS,377
2024-05-12,Unassigned,97
2024-05-13,Affiliates,308
2024-05-13,Direct,836
2024-05-13,Email,427
2024-05-13,Mobile Push Notifications,31
2024-05-13,Organic Search,227
2024-05-13,Organic Shopping,11
2024-05-13,Organic Social,9
2024-05-13,Paid Search,892
2024-05-13,Paid Social,415
2024-05-13,Payment Redirects,26
2024-05-13,Referral,29
2024-05-13,SMS,334
2024-05-13,Unassigned,114
2024-05-14,Affiliates,381
2024-05-14,Direct,839
2024-05-14,Email,568
2024-05-14,Mobile Push Notifications,66
2024-05-14,Organic Search,221
2024-05-14,Organic Shopping,9
2024-05-14,Organic Social,19
2024-05-14,Paid Search,900
2024-05-14,Paid Social,386
2024-05-14,Payment Redirects,19
2024-05-14,Referral,12
2024-05-14,SMS,415
2024-05-14,Unassigned,48
2024-05-15,Affiliates,415
2024-05-15,Direct,943
2024-05-15,Email,735
2024-05-15,Mobile Push Notifications,75
2024-05-15,Organic Search,192
2024-05-15,Organic Shopping,21
2024-05-15,Organic Social,7
2024-05-15,Paid Search,957
2024-05-15,Paid Social,413
2024-05-15,Payment Redirects,22
2024-05-15,Referral,10
2024-05-15,SMS,354
2024-05-15,Unassigned,72
2024-05-16,Affiliates,353
2024-05-16,Direct,1005
2024-05-16,Email,638
2024-05-16,Mobile Push Notifications,53
2024-05-16,Organic Search,182
2024-05-16,Organic Shopping,17
2024-05-16,Organic Social,21
2024-05-16,Paid Search,1063
2024-05-16,Paid Social,484
2024-05-16,Payment Redirects,22
2024-05-16,Referral,9
2024-05-16,SMS,294
2024-05-16,Unassigned,89
2024-05-17,Affiliates,395
2024-05-17,Direct,888
2024-05-17,Email,455
2024-05-17,Mobile Push Notifications,51
2024-05-17,Organic Search,144
2024-05-17,Organic Shopping,16
2024-05-17,Organic Social,25
2024-05-17,Paid Search,921
2024-05-17,Paid Social,426
2024-05-17,Payment Redirects,36
2024-05-17,Referral,21
2024-05-17,SMS,376
2024-05-17,Unassigned,37
2024-05-18,Affiliates,443
2024-05-18,Direct,761
2024-05-18,Email,474
2024-05-18,Mobile Push Notifications,50
2024-05-18,Organic Search,143
2024-05-18,Organic Shopping,17
2024-05-18,Organic Social,21
2024-05-18,Paid Search,943
2024-05-18,Paid Social,371
2024-05-18,Payment Redirects,24
2024-05-18,Referral,16
2024-05-18,SMS,233
2024-05-18,Unassigned,76
2024-05-19,Affiliates,408
2024-05-19,Direct,804
2024-05-19,Email,479
2024-05-19,Mobile Push Notifications,39
2024-05-19,Organic Search,167
2024-05-19,Organic Shopping,11
2024-05-19,Organic Social,11
2024-05-19,Paid Search,984
2024-05-19,Paid Social,465
2024-05-19,Payment Redirects,43
2024-05-19,Referral,7
2024-05-19,SMS,375
2024-05-19,Unassigned,55
2024-05-20,Affiliates,407
2024-05-20,Direct,898
2024-05-20,Email,433
2024-05-20,Mobile Push Notifications,48
2024-05-20,Organic Search,163
2024-05-20,Organic Shopping,8
2024-05-20,Organic Social,13
2024-05-20,Paid Search,882
2024-05-20,Paid Social,364
2024-05-20,Payment Redirects,44
2024-05-20,Referral,9
2024-05-20,SMS,335
2024-05-20,Unassigned,53
2024-05-21,Affiliates,383
2024-05-21,Direct,920
2024-05-21,Display,1
2024-05-21,Email,564
2024-05-21,Mobile Push Notifications,68
2024-05-21,Organic Search,148
2024-05-21,Organic Shopping,33
2024-05-21,Organic Social,10
2024-05-21,Paid Search,910
2024-05-21,Paid Social,405
2024-05-21,Payment Redirects,44
2024-05-21,Referral,6
2024-05-21,SMS,265
2024-05-21,Unassigned,71
2024-05-22,Affiliates,518
2024-05-22,Direct,1229
2024-05-22,Display,4
2024-05-22,Email,1020
2024-05-22,Mobile Push Notifications,90
2024-05-22,Organic Search,231
2024-05-22,Organic Shopping,30
2024-05-22,Organic Social,11
2024-05-22,Paid Search,1211
2024-05-22,Paid Social,520
2024-05-22,Payment Redirects,27
2024-05-22,Referral,24
2024-05-22,SMS,788
2024-05-22,Unassigned,116
2024-05-23,Affiliates,559
2024-05-23,Direct,1189
2024-05-23,Email,917
2024-05-23,Mobile Push Notifications,101
2024-05-23,Organic Search,209
2024-05-23,Organic Shopping,33
2024-05-23,Organic Social,27
2024-05-23,Paid Search,1222
2024-05-23,Paid Social,495
2024-05-23,Payment Redirects,42
2024-05-23,Referral,15
2024-05-23,SMS,690
2024-05-23,Unassigned,117
2024-05-24,Affiliates,564
2024-05-24,Direct,1424
2024-05-24,Display,2
2024-05-24,Email,939
2024-05-24,Mobile Push Notifications,106
2024-05-24,Organic Search,230
2024-05-24,Organic Shopping,27
2024-05-24,Organic Social,32
2024-05-24,Paid Search,1365
2024-05-24,Paid Social,698
2024-05-24,Payment Redirects,24
2024-05-24,Referral,25
2024-05-24,SMS,807
2024-05-24,Unassigned,106
2024-05-25,Affiliates,578
2024-05-25,Direct,1345
2024-05-25,Email,838
2024-05-25,Mobile Push Notifications,120
2024-05-25,Organic Search,258
2024-05-25,Organic Shopping,8
2024-05-25,Organic Social,21
2024-05-25,Paid Search,1413
2024-05-25,Paid Social,712
2024-05-25,Payment Redirects,17
2024-05-25,Referral,31
2024-05-25,SMS,853
2024-05-25,Unassigned,131
2024-05-26,Affiliates,727
2024-05-26,Direct,1598
2024-05-26,Email,1291
2024-05-26,Mobile Push Notifications,82
2024-05-26,Organic Search,400
2024-05-26,Organic Shopping,43
2024-05-26,Organic Social,19
2024-05-26,Paid Search,1661
2024-05-26,Paid Social,822
2024-05-26,Payment Redirects,1
2024-05-26,Referral,20
2024-05-26,SMS,805
2024-05-26,Unassigned,120
2024-05-27,Affiliates,968
2024-05-27,Direct,2114
2024-05-27,Email,1786
2024-05-27,Mobile Push Notifications,96
2024-05-27,Organic Search,464
2024-05-27,Organic Shopping,25
2024-05-27,Organic Social,34
2024-05-27,Paid Search,2370
2024-05-27,Paid Social,908
2024-05-27,Payment Redirects,39
2024-05-27,Referral,47
2024-05-27,SMS,1220
2024-05-27,Unassigned,144
2024-05-28,Affiliates,453
2024-05-28,Direct,1226
2024-05-28,Email,801
2024-05-28,Mobile Push Notifications,60
2024-05-28,Organic Search,243
2024-05-28,Organic Shopping,19
2024-05-28,Organic Social,17
2024-05-28,Paid Search,1247
2024-05-28,Paid Social,560
2024-05-28,Referral,21
2024-05-28,SMS,779
2024-05-28,Unassigned,187
2024-05-29,Affiliates,609
2024-05-29,Direct,1449
2024-05-29,Email,962
2024-05-29,Mobile Push Notifications,86
2024-05-29,Organic Search,310
2024-05-29,Organic Shopping,26
2024-05-29,Organic Social,30
2024-05-29,Paid Search,1473
2024-05-29,Paid Social,596
2024-05-29,Payment Redirects,12
2024-05-29,Referral,26
2024-05-29,SMS,755
2024-05-29,Unassigned,138
2024-05-30,Affiliates,384
2024-05-30,Direct,823
2024-05-30,Email,406
2024-05-30,Mobile Push Notifications,39
2024-05-30,Organic Search,128
2024-05-30,Organic Shopping,8
2024-05-30,Organic Social,12
2024-05-30,Paid Search,863
2024-05-30,Paid Social,334
2024-05-30,Payment Redirects,7
2024-05-30,Referral,9
2024-05-30,SMS,215
2024-05-30,Unassigned,47
2024-05-31,Affiliates,379
2024-05-31,Direct,844
2024-05-31,Email,439
2024-05-31,Mobile Push Notifications,50
2024-05-31,Organic Search,172
2024-05-31,Organic Shopping,26
2024-05-31,Organic Social,22
2024-05-31,Paid Search,868
2024-05-31,Paid Social,321
2024-05-31,Referral,8
2024-05-31,SMS,387
2024-05-31,Unassigned,78
2024-06-01,Affiliates,334
2024-06-01,Direct,893
2024-06-01,Display,2
2024-06-01,Email,403
2024-06-01,Mobile Push Notifications,66
2024-06-01,Organic Search,160
2024-06-01,Organic Shopping,10
2024-06-01,Organic Social,8
2024-06-01,Paid Search,831
2024-06-01,Paid Social,306
2024-06-01,Payment Redirects,1
2024-06-01,Referral,10
2024-06-01,SMS,349
2024-06-01,Unassigned,74
2024-06-02,Affiliates,309
2024-06-02,Direct,829
2024-06-02,Email,344
2024-06-02,Mobile Push Notifications,34
2024-06-02,Organic Search,162
2024-06-02,Organic Shopping,16
2024-06-02,Organic Social,17
2024-06-02,Paid Search,945
2024-06-02,Paid Social,474
2024-06-02,Payment Redirects,1
2024-06-02,Referral,8
2024-06-02,SMS,354
2024-06-02,Unassigned,89
2024-06-03,Affiliates,294
2024-06-03,Direct,644
2024-06-03,Email,355
2024-06-03,Mobile Push Notifications,30
2024-06-03,Organic Search,186
2024-06-03,Organic Shopping,23
2024-06-03,Organic Social,29
2024-06-03,Paid Search,872
2024-06-03,Paid Social,306
2024-06-03,Referral,8
2024-06-03,SMS,267
2024-06-03,Unassigned,45
2024-06-04,Affiliates,343
2024-06-04,Direct,820
2024-06-04,Email,517
2024-06-04,Mobile Push Notifications,39
2024-06-04,Organic Search,219
2024-06-04,Organic Shopping,18
2024-06-04,Organic Social,8
2024-06-04,Paid Search,773
2024-06-04,Paid Social,308
2024-06-04,Payment Redirects,14
2024-06-04,Referral,7
2024-06-04,SMS,363
2024-06-04,Unassigned,38
2024-06-05,Affiliates,328
2024-06-05,Direct,817
2024-06-05,Email,529
2024-06-05,Mobile Push Notifications,27
2024-06-05,Organic Search,199
2024-06-05,Organic Shopping,13
2024-06-05,Organic Social,19
2024-06-05,Paid Search,910
2024-06-05,Paid Social,297
2024-06-05,Payment Redirects,1
2024-06-05,Referral,9
2024-06-05,SMS,352
2024-06-05,Unassigned,51
2024-06-06,Affiliates,397
2024-06-06,Direct,944
2024-06-06,Email,449
2024-06-06,Mobile Push Notifications,30
2024-06-06,Organic Search,167
2024-06-06,Organic Shopping,15
2024-06-06,Organic Social,24
2024-06-06,Paid Search,1004
2024-06-06,Paid Social,413
2024-06-06,Referral,26
2024-06-06,SMS,377
2024-06-06,Unassigned,52
2024-06-07,Affiliates,459
2024-06-07,Direct,927
2024-06-07,Email,544
2024-06-07,Mobile Push Notifications,39
2024-06-07,Organic Search,194
2024-06-07,Organic Shopping,13
2024-06-07,Organic Social,19
2024-06-07,Paid Search,941
2024-06-07,Paid Social,340
2024-06-07,Referral,17
2024-06-07,SMS,462
2024-06-07,Unassigned,41
2024-06-08,Affiliates,422
2024-06-08,Direct,900
2024-06-08,Email,515
2024-06-08,Mobile Push Notifications,69
2024-06-08,Organic Search,225
2024-06-08,Organic Shopping,7
2024-06-08,Organic Social,23
2024-06-08,Paid Search,959
2024-06-08,Paid Social,373
2024-06-08,Referral,18
2024-06-08,SMS,607
2024-06-08,Unassigned,60
2024-06-09,Affiliates,406
2024-06-09,Direct,867
2024-06-09,Email,524
2024-06-09,Mobile Push Notifications,22
2024-06-09,Organic Search,221
2024-06-09,Organic Shopping,22
2024-06-09,Organic Social,15
2024-06-09,Paid Search,888
2024-06-09,Paid Social,350
2024-06-09,Payment Redirects,10
2024-06-09,Referral,12
2024-06-09,SMS,394
2024-06-09,Unassigned,52
2024-06-10,Affiliates,336
2024-06-10,Direct,744
2024-06-10,Email,416
2024-06-10,Mobile Push Notifications,24
2024-06-10,Organic Search,177
2024-06-10,Organic Shopping,25
2024-06-10,Organic Social,16
2024-06-10,Paid Search,913
2024-06-10,Paid Social,283
2024-06-10,Payment Redirects,2
2024-06-10,Referral,5
2024-06-10,SMS,368
2024-06-10,Unassigned,43
2024-06-11,Affiliates,788
2024-06-11,Direct,1997
2024-06-11,Email,1766
2024-06-11,Mobile Push Notifications,154
2024-06-11,Organic Search,369
2024-06-11,Organic Shopping,25
2024-06-11,Organic Social,105
2024-06-11,Paid Search,1523
2024-06-11,Paid Social,961
2024-06-11,Referral,14
2024-06-11,SMS,1563
2024-06-11,Unassigned,134
2024-06-12,Affiliates,848
2024-06-12,Direct,1852
2024-06-12,Email,1512
2024-06-12,Mobile Push Notifications,108
2024-06-12,Organic Search,365
2024-06-12,Organic Shopping,26
2024-06-12,Organic Social,39
2024-06-12,Paid Search,1545
2024-06-12,Paid Social,701
2024-06-12,Payment Redirects,10
2024-06-12,Referral,16
2024-06-12,SMS,1303
2024-06-12,Unassigned,205
2024-06-13,Affiliates,937
2024-06-13,Direct,1900
2024-06-13,Email,1341
2024-06-13,Mobile Push Notifications,106
2024-06-13,Organic Search,341
2024-06-13,Organic Shopping,21
2024-06-13,Organic Social,38
2024-06-13,Paid Search,1675
2024-06-13,Paid Social,856
2024-06-13,Payment Redirects,9
2024-06-13,Referral,8
2024-06-13,SMS,1247
2024-06-13,Unassigned,158
2024-06-14,Affiliates,673
2024-06-14,Direct,1621
2024-06-14,Display,3
2024-06-14,Email,953
2024-06-14,Mobile Push Notifications,82
2024-06-14,Organic Search,314
2024-06-14,Organic Shopping,19
2024-06-14,Organic Social,57
2024-06-14,Paid Search,1560
2024-06-14,Paid Social,837
2024-06-14,Payment Redirects,8
2024-06-14,Referral,3
2024-06-14,SMS,955
2024-06-14,Unassigned,212
2024-06-15,Affiliates,244
2024-06-15,Direct,858
2024-06-15,Email,370
2024-06-15,Mobile Push Notifications,49
2024-06-15,Organic Search,199
2024-06-15,Organic Shopping,14
2024-06-15,Organic Social,16
2024-06-15,Paid Search,874
2024-06-15,Paid Social,353
2024-06-15,Payment Redirects,3
2024-06-15,Referral,6
2024-06-15,SMS,219
2024-06-15,Unassigned,86
2024-06-16,Affiliates,511
2024-06-16,Direct,1407
2024-06-16,Display,2
2024-06-16,Email,682
2024-06-16,Mobile Push Notifications,72
2024-06-16,Organic Search,228
2024-06-16,Organic Shopping,3
2024-06-16,Organic Social,22
2024-06-16,Paid Search,1365
2024-06-16,Paid Social,474
2024-06-16,Referral,14
2024-06-16,SMS,370
2024-06-16,Unassigned,89
2024-06-17,Affiliates,221
2024-06-17,Direct,777
2024-06-17,Email,554
2024-06-17,Mobile Push Notifications,43
2024-06-17,Organic Search,159
2024-06-17,Organic Shopping,3
2024-06-17,Organic Social,15
2024-06-17,Paid Search,717
2024-06-17,Paid Social,162
2024-06-17,Payment Redirects,1
2024-06-17,Referral,7
2024-06-17,SMS,248
2024-06-17,Unassigned,46
2024-06-18,Affiliates,279
2024-06-18,Direct,867
2024-06-18,Email,547
2024-06-18,Mobile Push Notifications,28
2024-06-18,Organic Search,172
2024-06-18,Organic Social,22
2024-06-18,Paid Search,837
2024-06-18,Paid Social,195
2024-06-18,Referral,88
2024-06-18,SMS,348
2024-06-18,Unassigned,58
2024-06-19,Affiliates,314
2024-06-19,Direct,918
2024-06-19,Email,509
2024-06-19,Mobile Push Notifications,25
2024-06-19,Organic Search,212
2024-06-19,Organic Shopping,9
2024-06-19,Organic Social,9
2024-06-19,Paid Search,718
2024-06-19,Paid Social,259
2024-06-19,Referral,32
2024-06-19,SMS,378
2024-06-19,Unassigned,54
2024-06-20,Affiliates,384
2024-06-20,Direct,924
2024-06-20,Email,665
2024-06-20,Mobile Push Notifications,42
2024-06-20,Organic Search,161
2024-06-20,Organic Shopping,31
2024-06-20,Organic Social,31
2024-06-20,Paid Search,862
2024-06-20,Paid Social,290
2024-06-20,Payment Redirects,3
2024-06-20,Referral,26
2024-06-20,SMS,554
2024-06-20,Unassigned,60
2024-06-21,Affiliates,496
2024-06-21,Direct,1046
2024-06-21,Email,802
2024-06-21,Mobile Push Notifications,45
2024-06-21,Organic Search,183
2024-06-21,Organic Shopping,20
2024-06-21,Organic Social,17
2024-06-21,Paid Search,988
2024-06-21,Paid Social,387
2024-06-21,Payment Redirects,1
2024-06-21,Referral,22
2024-06-21,SMS,593
2024-06-21,Unassigned,52
2024-06-22,Affiliates,434
2024-06-22,Direct,975
2024-06-22,Display,2
2024-06-22,Email,543
2024-06-22,Mobile Push Notifications,83
2024-06-22,Organic Search,209
2024-06-22,Organic Shopping,15
2024-06-22,Organic Social,22
2024-06-22,Paid Search,874
2024-06-22,Paid Social,412
2024-06-22,Referral,14
2024-06-22,SMS,582
2024-06-22,Unassigned,52
2024-06-23,Affiliates,425
2024-06-23,Direct,917
2024-06-23,Email,676
2024-06-23,Mobile Push Notifications,55
2024-06-23,Organic Search,190
2024-06-23,Organic Shopping,6
2024-06-23,Organic Social,22
2024-06-23,Paid Search,986
2024-06-23,Paid Social,390
2024-06-23,Payment Redirects,2
2024-06-23,Referral,9
2024-06-23,SMS,517
2024-06-23,Unassigned,107
2024-06-24,Affiliates,327
2024-06-24,Direct,777
2024-06-24,Display,2
2024-06-24,Email,611
2024-06-24,Mobile Push Notifications,31
2024-06-24,Organic Search,208
2024-06-24,Organic Shopping,37
2024-06-24,Organic Social,9
2024-06-24,Paid Search,888
2024-06-24,Paid Social,305
2024-06-24,Payment Redirects,6
2024-06-24,Referral,29
2024-06-24,SMS,434
2024-06-24,Unassigned,233
2024-06-25,Affiliates,438
2024-06-25,Direct,1048
2024-06-25,Email,844
2024-06-25,Mobile Push Notifications,66
2024-06-25,Organic Search,164
2024-06-25,Organic Shopping,19
2024-06-25,Organic Social,23
2024-06-25,Paid Search,930
2024-06-25,Paid Social,349
2024-06-25,Payment Redirects,2
2024-06-25,Referral,11
2024-06-25,SMS,532
2024-06-25,Unassigned,101
2024-06-26,Affiliates,376
2024-06-26,Direct,871
2024-06-26,Email,546
2024-06-26,Mobile Push Notifications,38
2024-06-26,Organic Search,160
2024-06-26,Organic Shopping,14
2024-06-26,Organic Social,26
2024-06-26,Paid Search,914
2024-06-26,Paid Social,335
2024-06-26,Payment Redirects,1
