channel,sty_id,color_id,inventory_class,season_code,retail_delivery,original_price,first_receipt_date,last_receipt_date,first_sale_date,net_sales_units_ltd,net_sales_cost_ltd,net_sales_retail_ltd
004:ECOM FULL PRICE,108395,IBMD,OP,24S1,FEB: FEBRUARY,129,5/15/2024,9/5/2024,2024-06-19,1483,11419.1,62349.03
004:ECOM FULL PRICE,108397,1001,FP,24M2,JUN: JUNE,99,4/18/2024,6/24/2024,2024-05-22,1183,10824.45,62368.62
004:ECOM FULL PRICE,108397,8116,FP,24M2,JUN: JUNE,99,4/18/2024,6/24/2024,2024-05-22,855,7823.25,46149.95
004:ECOM FULL PRICE,108398,ILPD,FP,24M1,MAY: MAY,239,4/3/2024,4/26/2024,2024-04-10,681,20954.37,60742.03
004:ECOM FULL PRICE,108401,1001,FP,24M3,JUL: JULY,89,6/6/2024,6/7/2024,2024-06-12,618,5562,21845.98
004:ECOM FULL PRICE,108402,1001,FP,24M3,JUL: JULY,109,6/4/2024,7/5/2024,2024-06-14,641,5576.7,28337.93
004:ECOM FULL PRICE,108402,4542,FP,24M3,JUL: JULY,109,6/4/2024,6/24/2024,2024-06-19,379,3297.3,18744.64
004:ECOM FULL PRICE,108402,6499,FP,24M3,JUL: JULY,109,6/4/2024,7/5/2024,2024-06-17,488,4245.6,19553.91
004:ECOM FULL PRICE,108403,1001,FP,24M3,JUL: JULY,59,6/5/2024,6/24/2024,2024-06-08,298,1501.92,6816.7
004:ECOM FULL PRICE,108403,1700,FP,24M3,JUL: JULY,59,6/5/2024,6/24/2024,2024-06-07,392,1975.68,11177.56
004:ECOM FULL PRICE,108403,3539,FP,24M3,JUL: JULY,59,6/6/2024,6/24/2024,2024-06-08,328,1653.12,8098.94
004:ECOM FULL PRICE,108405,1001,OP,24M3,JUL: JULY,119,10/10/2023,7/11/2024,2023-11-09,2176,20672,103662.95
004:ECOM FULL PRICE,108407,1001,OP,24M3,JUL: JULY,119,10/10/2023,1/15/2025,2023-11-05,1387,13099.1,68029.43
004:ECOM FULL PRICE,108407,1501,OP,23H1,NOV: NOVEMBER,119,10/10/2023,3/4/2024,2023-11-15,868,8315.75,43882.91
004:ECOM FULL PRICE,108407,6000,OP,23H1,NOV: NOVEMBER,119,10/10/2023,8/2/2024,2023-11-15,1366,12968.2,63394.26
004:ECOM FULL PRICE,108410C,2SB,FP,23H2,DEC: DECEMBER,259,11/10/2023,11/9/2024,2023-12-02,2553,67837.31,393048.38
004:ECOM FULL PRICE,108415,1001,FP,24S1,FEB: FEBRUARY,179,1/5/2024,2/1/2024,2024-02-14,667,10538.6,41991.45
004:ECOM FULL PRICE,108416,C906,FP,24S1,FEB: FEBRUARY,189,12/18/2023,8/9/2024,2024-01-05,740,11465.99,66840.24
004:ECOM FULL PRICE,108417,OPW,FP,24S2,MAR: MARCH,159,1/30/2024,1/31/2024,2024-02-09,971,12040.4,65990.89
004:ECOM FULL PRICE,108418,IIDH,FP,24S3,APR: APRIL,199,3/27/2024,3/29/2024,2024-03-28,407,7305.65,28800.12
004:ECOM FULL PRICE,108419,2S,FP,24S3,APR: APRIL,199,2/21/2024,3/29/2024,2024-02-23,700,12600,49504.82
004:ECOM FULL PRICE,108420,IHZM,FP,24S3,APR: APRIL,189,3/1/2024,8/14/2024,2024-03-06,1878,33018.6,201084.52
004:ECOM FULL PRICE,108423,1001,OP,24F1,AUG: AUGUST,189,7/26/2024,8/2/2024,2024-08-02,54,591.3,3919.86
004:ECOM FULL PRICE,108423,6000,OP,24F1,AUG: AUGUST,189,7/27/2024,8/2/2024,2024-08-01,36,394.2,2481.88
004:ECOM FULL PRICE,108425,IKKB,FP,23H1,NOV: NOVEMBER,279,11/9/2023,11/9/2023,2023-11-16,303,10908,53515.06
004:ECOM FULL PRICE,108426,1702,OP,24S1,FEB: FEBRUARY,69,6/10/2024,6/10/2024,2024-06-11,303,1169.58,8502.43
004:ECOM FULL PRICE,108426,6885,OP,24S1,FEB: FEBRUARY,69,6/10/2024,6/10/2024,2024-06-12,130,501.8,3948.13
004:ECOM FULL PRICE,108427,4262,FP,24S1,FEB: FEBRUARY,159,12/18/2023,12/19/2023,2023-12-28,946,15088.7,52072.73
004:ECOM FULL PRICE,108435,1001,OP,24S1,FEB: FEBRUARY,89,11/22/2023,11/22/2023,2023-11-24,1144,8660.08,42491.58
004:ECOM FULL PRICE,108435,1501,OP,24S1,FEB: FEBRUARY,89,11/21/2023,11/22/2023,2023-11-24,791,5987.87,30991.72
004:ECOM FULL PRICE,108439C,1001,FP,23H2,DEC: DECEMBER,99,1/16/2024,1/16/2024,2024-01-18,868,14278.6,27818.55
004:ECOM FULL PRICE,108445,1001,FP,24F1,AUG: AUGUST,59,6/22/2024,7/24/2024,2024-07-26,329,1677.9,6157.65
004:ECOM FULL PRICE,108445,1700,FP,24F1,AUG: AUGUST,59,6/24/2024,7/24/2024,2024-06-29,331,1688.1,6500.51
004:ECOM FULL PRICE,108446,1001,FP,24F1,AUG: AUGUST,69,7/26/2024,2/4/2025,2024-07-29,683,3988.72,23877.28
004:ECOM FULL PRICE,108446,1700,FP,24F1,AUG: AUGUST,69,8/20/2024,9/30/2024,2024-08-22,337,2086.03,11801.7
004:ECOM FULL PRICE,108447,1001,FP,24F1,AUG: AUGUST,69,7/29/2024,8/2/2024,2024-08-10,397,2100.13,8637.04
004:ECOM FULL PRICE,108447,1702,FP,24F1,AUG: AUGUST,69,7/29/2024,8/3/2024,2024-08-09,183,968.07,4093.72
004:ECOM FULL PRICE,108447,3312,FP,24F1,AUG: AUGUST,69,8/2/2024,8/2/2024,2024-08-07,511,2703.19,11892.13
004:ECOM FULL PRICE,108448,1001,FP,24F1,AUG: AUGUST,69,7/29/2024,8/3/2024,2024-08-11,408,2231.76,9212.93
004:ECOM FULL PRICE,108448,1702,FP,24F1,AUG: AUGUST,69,7/29/2024,8/3/2024,2024-08-08,271,1482.37,5964.19
004:ECOM FULL PRICE,108448,6010,FP,24F1,AUG: AUGUST,69,7/29/2024,8/3/2024,2024-08-09,136,743.92,3080.67
004:ECOM FULL PRICE,108448,7126,FP,24F1,AUG: AUGUST,69,7/29/2024,8/2/2024,2024-08-09,264,1444.08,6245.07
004:ECOM FULL PRICE,108449,1001,FP,24F1,AUG: AUGUST,59,7/17/2024,11/15/2024,2024-07-24,804,5226,26667.6
004:ECOM FULL PRICE,108449,1702,FP,24F1,AUG: AUGUST,59,7/17/2024,7/22/2024,2024-07-24,244,1586,8221.45
004:ECOM FULL PRICE,108450,1001,FP,24F1,AUG: AUGUST,69,7/22/2024,7/26/2024,2024-08-01,558,2946.24,14769.56
004:ECOM FULL PRICE,108450,1700,FP,24F1,AUG: AUGUST,69,7/22/2024,7/26/2024,2024-07-31,561,2962.08,14260.28
004:ECOM FULL PRICE,108450,6010,FP,24F1,AUG: AUGUST,69,7/22/2024,7/27/2024,2024-08-01,326,1721.28,8410.4
004:ECOM FULL PRICE,108451,HOJL,FP,24F1,AUG: AUGUST,259,8/10/2024,9/13/2024,2024-08-13,774,27864,84705.31
004:ECOM FULL PRICE,108457,1001,FP,24F2,SEP: SEPTEMBER,129,7/19/2024,9/19/2024,2024-08-08,545,5586.25,26715.08
004:ECOM FULL PRICE,108457,8106,FP,24F2,SEP: SEPTEMBER,129,7/19/2024,9/19/2024,2024-08-08,432,4428,21231.38
004:ECOM FULL PRICE,108463,1001,FP,24F2,SEP: SEPTEMBER,59,8/5/2024,8/9/2024,2024-08-11,120,434.4,2425.5
004:ECOM FULL PRICE,108463,1700,FP,24F2,SEP: SEPTEMBER,59,8/5/2024,8/9/2024,2024-08-14,197,713.14,3923.23
004:ECOM FULL PRICE,108463,3539,FP,24F2,SEP: SEPTEMBER,59,8/5/2024,8/27/2024,2024-09-12,225,814.5,4830.43
004:ECOM FULL PRICE,108464,1001,FP,24F2,SEP: SEPTEMBER,59,7/29/2024,8/2/2024,2024-08-10,370,1535.5,9223.58
004:ECOM FULL PRICE,108464,2213,FP,24F2,SEP: SEPTEMBER,59,7/29/2024,8/27/2024,2024-08-08,219,908.85,5459.69
004:ECOM FULL PRICE,108464,4610,FP,24F2,SEP: SEPTEMBER,59,7/29/2024,8/3/2024,2024-08-08,361,1498.15,8770.15
004:ECOM FULL PRICE,108465,1001,FP,24F2,SEP: SEPTEMBER,59,7/23/2024,8/27/2024,2024-08-08,290,1885,6965.5
004:ECOM FULL PRICE,108465,1700,FP,24F2,SEP: SEPTEMBER,59,7/23/2024,8/27/2024,2024-07-31,258,1677,6197.4
004:ECOM FULL PRICE,108466,1001,FP,24F3,OCT: OCTOBER,69,9/10/2024,11/4/2024,2024-09-27,605,2698.3,16254.39
004:ECOM FULL PRICE,108466,1702,FP,24F3,OCT: OCTOBER,69,9/10/2024,11/4/2024,2024-09-28,244,1088.24,6207.34
004:ECOM FULL PRICE,108466,2213,FP,24F3,OCT: OCTOBER,69,9/10/2024,11/5/2024,2024-09-27,191,851.86,5086.42
004:ECOM FULL PRICE,108467,1001,FP,24F3,OCT: OCTOBER,69,8/30/2024,9/5/2024,2024-09-26,589,3180.6,16799.56
004:ECOM FULL PRICE,108467,1702,FP,24F3,OCT: OCTOBER,69,8/30/2024,9/5/2024,2024-09-25,326,1760.4,9219.48
004:ECOM FULL PRICE,108467,3198,FP,24F3,OCT: OCTOBER,69,8/30/2024,9/5/2024,2024-10-04,350,1890,9440.31
004:ECOM FULL PRICE,108468,1001,FP,24F3,OCT: OCTOBER,69,9/13/2024,9/17/2024,2024-09-23,467,2685.25,13119.9
004:ECOM FULL PRICE,108468,1700,FP,24F3,OCT: OCTOBER,69,9/13/2024,9/17/2024,2024-09-20,448,2576,13158.03
004:ECOM FULL PRICE,108470,1001,FP,24F3,OCT: OCTOBER,119,9/5/2024,10/21/2024,2024-09-25,449,4490,17706.14
004:ECOM FULL PRICE,108470,2375,FP,24F3,OCT: OCTOBER,119,9/3/2024,9/4/2024,2024-09-25,280,2800,12290.75
004:ECOM FULL PRICE,108470,6499,FP,24F3,OCT: OCTOBER,119,9/3/2024,10/21/2024,2024-09-13,132,1320,5172.73
004:ECOM FULL PRICE,108471,1001,FP,24F3,OCT: OCTOBER,69,9/23/2024,10/2/2024,2024-10-06,657,3160.17,18052.07
004:ECOM FULL PRICE,108471,6499,FP,24F3,OCT: OCTOBER,69,9/23/2024,10/2/2024,2024-10-08,192,923.52,5421.79
004:ECOM FULL PRICE,108471,6612,FP,24F3,OCT: OCTOBER,69,9/23/2024,10/29/2024,2024-10-09,154,740.74,4377.39
004:ECOM FULL PRICE,108472,1001,FP,24F3,OCT: OCTOBER,59,9/2/2024,9/11/2024,2024-09-17,254,1155.7,5142.65
004:ECOM FULL PRICE,108472,1702,FP,24F3,OCT: OCTOBER,59,9/2/2024,10/29/2024,2024-09-15,212,1043.04,4269.29
004:ECOM FULL PRICE,108473,1001,FP,24F2,SEP: SEPTEMBER,69,7/27/2024,9/19/2024,2024-08-11,216,1185.84,6256.66
004:ECOM FULL PRICE,108473,3539,FP,24F2,SEP: SEPTEMBER,69,7/27/2024,9/30/2024,2024-08-03,150,823.5,4479.01
004:ECOM FULL PRICE,108473,8106,FP,24F2,SEP: SEPTEMBER,69,7/27/2024,9/30/2024,2024-08-04,171,938.79,4821.28
004:ECOM FULL PRICE,108474,1001,FP,24F3,OCT: OCTOBER,59,8/30/2024,10/2/2024,2024-10-09,462,1672.44,10044.01
004:ECOM FULL PRICE,108474,1700,FP,24F3,OCT: OCTOBER,59,8/30/2024,10/2/2024,2024-10-09,228,825.36,5017.96
004:ECOM FULL PRICE,108474,6499,FP,24F3,OCT: OCTOBER,59,8/30/2024,10/2/2024,2024-10-10,240,868.8,5276.23
004:ECOM FULL PRICE,108475,1001,FP,24F2,SEP: SEPTEMBER,119,8/5/2024,9/13/2024,2024-08-10,72,856.8,4456.18
004:ECOM FULL PRICE,108475,3539,FP,24F2,SEP: SEPTEMBER,119,8/5/2024,9/13/2024,2024-09-05,662,7877.8,30136.71
004:ECOM FULL PRICE,108476,1001,OP,24F2,SEP: SEPTEMBER,109,8/5/2024,9/13/2024,2024-08-11,33,301.95,1803.39
004:ECOM FULL PRICE,108476,2707,OP,24F2,SEP: SEPTEMBER,109,8/5/2024,11/7/2024,2024-08-10,324,2964.6,13610.59
004:ECOM FULL PRICE,108476,3539,OP,24F2,SEP: SEPTEMBER,109,8/5/2024,9/13/2024,2024-09-04,513,4693.95,22214.82
004:ECOM FULL PRICE,108478,4610,FP,24F2,SEP: SEPTEMBER,159,10/11/2024,11/29/2024,2024-10-16,145,2164.85,8088.33
004:ECOM FULL PRICE,108479,1001,FP,24F2,SEP: SEPTEMBER,79,8/13/2024,8/20/2024,2024-09-10,531,3647.97,22625.73
004:ECOM FULL PRICE,108479,1559,FP,24F2,SEP: SEPTEMBER,79,8/13/2024,8/20/2024,2024-09-13,373,2562.51,14859.56
004:ECOM FULL PRICE,108482,1001,FP,24F2,SEP: SEPTEMBER,129,7/31/2024,8/27/2024,2024-08-08,162,2835,8257.58
004:ECOM FULL PRICE,108483,1001,FP,24F2,SEP: SEPTEMBER,89,7/22/2024,7/26/2024,2024-08-01,562,2540.24,18618.76
004:ECOM FULL PRICE,108483,1702,FP,24F2,SEP: SEPTEMBER,89,7/22/2024,7/26/2024,2024-08-02,323,1459.96,10986.16
004:ECOM FULL PRICE,108483,4610,FP,24F2,SEP: SEPTEMBER,89,7/22/2024,7/26/2024,2024-08-01,218,985.36,7209.17
004:ECOM FULL PRICE,108484,IPKM,FP,24F1,AUG: AUGUST,239,7/4/2024,12/12/2024,2024-07-10,1056,24974.4,148244.69
004:ECOM FULL PRICE,108485,IQFB,FP,24F1,AUG: AUGUST,239,7/10/2024,8/27/2024,2024-07-17,1068,23496,131020.87
004:ECOM FULL PRICE,108486,IPLR,FP,24F1,AUG: AUGUST,239,7/1/2024,8/22/2024,2024-07-11,1026,22572,71344.1
004:ECOM FULL PRICE,108489,IPPG,FP,24F1,AUG: AUGUST,199,7/16/2024,8/16/2024,2024-07-27,952,12661.6,61670.41
004:ECOM FULL PRICE,108491,IPIL,FP,24F1,AUG: AUGUST,199,7/18/2024,12/17/2024,2024-07-24,1009,15084.55,123011.84
004:ECOM FULL PRICE,108492,IPMD,FP,24F1,AUG: AUGUST,199,7/27/2024,8/14/2024,2024-08-02,721,9733.5,45338.54
004:ECOM FULL PRICE,108493,IPLM,FP,24F1,AUG: AUGUST,179,7/18/2024,8/12/2024,2024-07-25,559,7406.75,51598.88
004:ECOM FULL PRICE,108495,IQFB,FP,24F1,AUG: AUGUST,239,7/10/2024,8/27/2024,2024-07-19,582,16005,69912.06
004:ECOM FULL PRICE,108496,2S,FP,24F2,SEP: SEPTEMBER,259,9/9/2024,9/18/2024,2024-09-13,1257,32682,195492.14
004:ECOM FULL PRICE,108497,2S,FP,24F2,SEP: SEPTEMBER,259,8/6/2024,9/18/2024,2024-08-13,660,20460,95570.76
004:ECOM FULL PRICE,108498,2SB,FP,24F2,SEP: SEPTEMBER,249,8/5/2024,8/12/2024,2024-08-11,626,15024,68235.99
004:ECOM FULL PRICE,108499,IPOM,FP,24F2,DEC: DECEMBER,239,8/7/2024,9/6/2024,2024-08-15,746,16635.8,67379.01
004:ECOM FULL PRICE,108500,IPUD,FP,24F2,SEP: SEPTEMBER,239,8/8/2024,9/6/2024,2024-08-14,416,9380.8,47676.24
004:ECOM FULL PRICE,108501,IQFB,FP,24F3,OCT: OCTOBER,239,9/11/2024,9/19/2024,2024-09-13,948,20856,120775.3
004:ECOM FULL PRICE,108502,IQGM,FP,24F3,OCT: OCTOBER,239,9/13/2024,10/15/2024,2024-09-19,614,13630.8,83639.48
004:ECOM FULL PRICE,108503,IPPG,FP,24F2,SEP: SEPTEMBER,239,8/27/2024,9/24/2024,2024-08-30,812,15022,86051.44
004:ECOM FULL PRICE,108504,IQAM,FP,24F2,SEP: SEPTEMBER,199,8/10/2024,9/6/2024,2024-08-15,352,4681.6,35889.64
004:ECOM FULL PRICE,108505,2SB,FP,24F2,SEP: SEPTEMBER,199,8/6/2024,9/6/2024,2024-08-09,718,12565,68648.43
004:ECOM FULL PRICE,108506,ITED,FP,24F3,OCT: OCTOBER,209,9/3/2024,10/4/2024,2024-10-02,623,9936.85,63548.04
004:ECOM FULL PRICE,108508,IQAR,FP,24F2,SEP: SEPTEMBER,179,8/14/2024,1/23/2025,2024-08-17,1132,16923.4,119219.92
004:ECOM FULL PRICE,108510,IPWM,FP,24F2,SEP: SEPTEMBER,199,8/9/2024,12/16/2024,2024-08-16,1052,13623.4,125154.65
004:ECOM FULL PRICE,108511,IPWM,FP,24F2,SEP: SEPTEMBER,99,9/4/2024,10/8/2024,2024-09-11,394,5496.3,15413.92
004:ECOM FULL PRICE,108512,IPSL,FP,24F1,AUG: AUGUST,199,7/11/2024,8/16/2024,2024-07-19,313,7042.5,25499.38
004:ECOM FULL PRICE,108514,2SB,FP,24F2,SEP: SEPTEMBER,249,8/27/2024,9/24/2024,2024-09-09,375,12187.5,31917.97
004:ECOM FULL PRICE,108518C,1001,FP,24H1,NOV: NOVEMBER,219,10/24/2024,10/24/2024,2024-11-04,138,3174,13065.45
004:ECOM FULL PRICE,108520C,1001,FP,24H1,NOV: NOVEMBER,219,11/13/2024,11/13/2024,2024-11-22,301,6321,31038.04
004:ECOM FULL PRICE,108522,IQHL,FP,24F3,OCT: OCTOBER,239,9/12/2024,10/21/2024,2024-09-19,550,12100,56998.63
004:ECOM FULL PRICE,108526,IQDD,FP,24F3,OCT: OCTOBER,179,8/28/2024,10/8/2024,2024-08-31,334,4876.4,30563.68
004:ECOM FULL PRICE,108527,2SB,FP,24F3,OCT: OCTOBER,179,9/3/2024,9/3/2024,2024-09-12,1268,15850,108294.84
004:ECOM FULL PRICE,108528,IQED,FP,24F3,OCT: OCTOBER,179,8/28/2024,9/6/2024,2024-09-03,418,6102.8,32110.93
004:ECOM FULL PRICE,108532,2SB,FP,24F1,AUG: AUGUST,249,7/25/2024,8/22/2024,2024-08-12,1112,31136,148730.14
004:ECOM FULL PRICE,108533,IGRG,FP,24F1,AUG: AUGUST,249,7/10/2024,8/22/2024,2024-08-14,385,10780,40202.74
004:ECOM FULL PRICE,108536,2SB,FP,24F1,AUG: AUGUST,249,7/19/2024,8/22/2024,2024-08-12,1605,35310,219379.82
004:ECOM FULL PRICE,108538,IQSM,FP,24F1,AUG: AUGUST,249,7/25/2024,8/27/2024,2024-08-11,1143,25146,149778
004:ECOM FULL PRICE,108539,2S,FP,24F1,AUG: AUGUST,249,7/1/2024,8/22/2024,2024-07-11,626,13772,48773.17
004:ECOM FULL PRICE,108544,1001,FP,24F1,AUG: AUGUST,69,8/3/2024,9/27/2024,2024-08-11,792,3458.98,26492.13
004:ECOM FULL PRICE,108544,1700,FP,24F1,AUG: AUGUST,69,8/3/2024,9/27/2024,2024-08-13,635,2755.04,25223.76
004:ECOM FULL PRICE,108544,6909,FP,24F1,AUG: AUGUST,69,8/3/2024,9/27/2024,2024-08-13,298,1290.34,8967.71
004:ECOM FULL PRICE,108546,1001,FP,24F1,AUG: AUGUST,119,7/13/2024,11/25/2024,2024-08-11,3181,40557.75,176379.33
004:ECOM FULL PRICE,108546,1700,FP,24F1,AUG: AUGUST,119,7/13/2024,9/2/2024,2024-08-13,642,8185.5,32162.92
004:ECOM FULL PRICE,108546,6909,FP,24F1,AUG: AUGUST,119,7/15/2024,9/2/2024,2024-08-14,751,9575.25,35198.11
004:ECOM FULL PRICE,108547,1001,FP,24F1,AUG: AUGUST,109,7/15/2024,9/30/2024,2024-08-14,1938,19283.1,78533.32
004:ECOM FULL PRICE,108547,1700,FP,24F1,AUG: AUGUST,109,7/16/2024,9/2/2024,2024-08-14,443,4407.85,17646.15
004:ECOM FULL PRICE,108547,6909,FP,24F1,AUG: AUGUST,109,7/15/2024,9/2/2024,2024-08-13,755,7512.25,25672.09
004:ECOM FULL PRICE,108548,1001,FP,24F3,OCT: OCTOBER,89,9/2/2024,10/26/2024,2024-10-31,147,987.84,4481.56
004:ECOM FULL PRICE,108548,2375,FP,24F3,OCT: OCTOBER,89,9/2/2024,10/26/2024,2024-11-01,194,1303.68,6152.46
004:ECOM FULL PRICE,108549,1077,FP,24F1,AUG: AUGUST,139,8/23/2024,10/24/2024,2024-09-11,486,12150,33868.63
004:ECOM FULL PRICE,108550,1077,FP,24F1,AUG: AUGUST,129,8/22/2024,9/30/2024,2024-09-11,410,7790,23417.97
004:ECOM FULL PRICE,108550,2375,FP,24F1,AUG: AUGUST,129,8/21/2024,8/23/2024,2024-09-11,328,6232,21419.87
004:ECOM FULL PRICE,108552,4903,FP,24F3,OCT: OCTOBER,199,9/13/2024,10/29/2024,2024-09-20,510,15223.5,44148.61
004:ECOM FULL PRICE,108553,1001,FP,24F1,AUG: AUGUST,129,6/22/2024,7/24/2024,2024-06-26,819,10565.1,42199.66
004:ECOM FULL PRICE,108553,2302,FP,24F1,AUG: AUGUST,129,6/22/2024,6/22/2024,2024-07-11,618,7972.2,31374.63
004:ECOM FULL PRICE,108554,1001,FP,24F1,AUG: AUGUST,119,6/22/2024,7/24/2024,2024-06-26,716,7876,39053.54
004:ECOM FULL PRICE,108554,2302,FP,24F1,AUG: AUGUST,119,6/22/2024,6/22/2024,2024-07-14,459,5049,21919.54
004:ECOM FULL PRICE,108555,1001,FP,24F1,AUG: AUGUST,89,7/16/2024,7/22/2024,2024-07-24,404,3191.6,16056.68
004:ECOM FULL PRICE,108555,1702,FP,24F1,AUG: AUGUST,89,7/16/2024,7/22/2024,2024-07-24,356,2812.4,14133.62
004:ECOM FULL PRICE,108555,2375,FP,24F1,AUG: AUGUST,89,7/18/2024,7/29/2024,2024-07-24,219,1730.1,9586.12
004:ECOM FULL PRICE,108555,6000,FP,24F1,AUG: AUGUST,89,7/16/2024,7/22/2024,2024-07-25,261,2061.9,8177.78
004:ECOM FULL PRICE,108557,1001,FP,24F2,SEP: SEPTEMBER,169,7/27/2024,11/15/2024,2024-08-12,1576,36828.46,133051.86
004:ECOM FULL PRICE,108558,1001,FP,24F2,SEP: SEPTEMBER,99,8/28/2024,9/25/2024,2024-08-31,616,7114.8,23030.89
004:ECOM FULL PRICE,108558,OPW,FP,24F2,SEP: SEPTEMBER,99,8/28/2024,9/30/2024,2024-08-31,303,3499.65,11936.74
004:ECOM FULL PRICE,108583,1001,FP,24F2,SEP: SEPTEMBER,69,7/6/2024,8/13/2024,2024-09-23,523,4680.85,16322.04
004:ECOM FULL PRICE,108583,1349,FP,24F2,SEP: SEPTEMBER,69,7/6/2024,8/13/2024,2024-09-23,448,4009.6,12489.37
004:ECOM FULL PRICE,108583,1700,FP,24F2,SEP: SEPTEMBER,69,7/6/2024,8/13/2024,2024-09-23,343,3069.85,9482.03
004:ECOM FULL PRICE,108584,1096,FP,24F2,SEP: SEPTEMBER,299,7/29/2024,9/13/2024,2024-09-23,819,37264.5,146046.69
004:ECOM FULL PRICE,108585,1001,FP,24F2,SEP: SEPTEMBER,179,7/6/2024,8/13/2024,2024-09-23,450,12375,43519.15
004:ECOM FULL PRICE,108585,6010,FP,24F2,SEP: SEPTEMBER,179,7/6/2024,8/13/2024,2024-09-23,407,11192.5,33940
004:ECOM FULL PRICE,108587,4189,FP,24M2,JUN: JUNE,179,5/17/2024,6/26/2024,2024-06-17,577,13703.75,62976.54
004:ECOM FULL PRICE,108588,ITRD,FP,24F2,SEP: SEPTEMBER,259,7/26/2024,8/22/2024,2024-09-23,443,13267.85,41239.93
004:ECOM FULL PRICE,108589,ITOR,FP,24M2,JUN: JUNE,179,5/8/2024,6/26/2024,2024-06-17,323,8058.85,26768.37
004:ECOM FULL PRICE,108590,ITRD,FP,24M2,JUN: JUNE,259,7/12/2024,8/22/2024,2024-09-23,608,12737.6,74266.16
004:ECOM FULL PRICE,108593C,2S,FP,24S1,FEB: FEBRUARY,219,1/30/2024,3/6/2024,2024-04-04,460,10511,35464.02
004:ECOM FULL PRICE,108595C,ISTD,FP,24S1,FEB: FEBRUARY,219,3/29/2024,5/24/2024,2024-04-26,1142,15930.9,130523.84
004:ECOM FULL PRICE,108597C,2SB,FP,24S1,FEB: FEBRUARY,199,1/30/2024,3/6/2024,2024-03-21,545,11717.5,46616.25
004:ECOM FULL PRICE,108598C,2SB,FP,23S1,FEB: FEBRUARY,199,3/22/2024,3/29/2024,2024-04-12,1080,13500,94088.53
004:ECOM FULL PRICE,108599C,2S,FP,24S1,FEB: FEBRUARY,199,1/30/2024,8/9/2024,2024-04-03,564,7991.56,40097.98
004:ECOM FULL PRICE,108600C,2S,FP,24S1,FEB: FEBRUARY,219,5/3/2024,5/23/2024,2024-05-09,530,8268,58654.99
004:ECOM FULL PRICE,108602,1001,FP,24S1,FEB: FEBRUARY,119,1/10/2024,10/3/2024,2024-01-12,1925,23581.25,129225.53
004:ECOM FULL PRICE,108604C,1001,FP,23H2,DEC: DECEMBER,59,11/20/2023,11/13/2024,2023-11-23,1683,9196.09,50966.33
004:ECOM FULL PRICE,108606C,1001,FP,23H2,DEC: DECEMBER,69,11/20/2023,8/12/2024,2023-11-23,2259,11555.22,85320.15
004:ECOM FULL PRICE,108606C,1700,FP,23H2,DEC: DECEMBER,69,11/20/2023,1/30/2025,2023-11-23,2318,11860.85,91635.69
004:ECOM FULL PRICE,108607C,1001,FP,23H2,DEC: DECEMBER,59,11/20/2023,8/2/2024,2023-11-23,929,3927.22,23893.21
004:ECOM FULL PRICE,108607C,1700,FP,23H2,DEC: DECEMBER,59,11/20/2023,8/9/2024,2023-11-23,862,4099.8,23512.76
004:ECOM FULL PRICE,108608C,1053,FP,23H1,NOV: NOVEMBER,69,12/26/2023,8/9/2024,2024-01-11,602,5758.95,18335.3
004:ECOM FULL PRICE,108610C,1700,FP,23H1,NOV: NOVEMBER,69,12/26/2023,8/8/2024,2024-01-12,639,4439.15,15231.23
004:ECOM FULL PRICE,108611C,2420,FP,24S2,NOV: NOVEMBER,59,3/5/2024,8/8/2024,2024-03-26,570,3144.81,16228.36
004:ECOM FULL PRICE,108614,1001,FP,24H1,NOV: NOVEMBER,269,10/31/2024,12/9/2024,2024-11-02,1132,28300,166690.8
004:ECOM FULL PRICE,108619,4950,FP,24H1,NOV: NOVEMBER,99,10/17/2024,12/3/2024,2024-10-29,769,8843.5,42709.18
004:ECOM FULL PRICE,108620,4929,FP,24H1,NOV: NOVEMBER,199,10/4/2024,11/12/2024,2024-10-09,499,9481,39883.75
004:ECOM FULL PRICE,108621,1001,FP,24H1,NOV: NOVEMBER,199,10/22/2024,11/8/2024,2024-11-26,11059,128947.94,516033.56
004:ECOM FULL PRICE,108621,2302,FP,24H1,NOV: NOVEMBER,199,10/22/2024,11/9/2024,2024-11-27,2297,26783.02,98773.03
004:ECOM FULL PRICE,108621,4903,FP,24H1,NOV: NOVEMBER,199,10/22/2024,11/8/2024,2024-11-26,3413,39795.58,158782.25
004:ECOM FULL PRICE,108621,6000,FP,24H1,NOV: NOVEMBER,199,10/22/2024,11/8/2024,2024-11-26,4015,46814.9,166591.18
004:ECOM FULL PRICE,108623,1001,FP,24H1,NOV: NOVEMBER,229,10/28/2024,11/7/2024,2024-11-05,712,11797.84,82083.91
004:ECOM FULL PRICE,108624,1001,FP,24H2,DEC: DECEMBER,99,11/16/2024,11/16/2024,2024-12-06,87,735.15,4398.44
004:ECOM FULL PRICE,108625,1001,FP,24H1,NOV: NOVEMBER,159,11/1/2024,12/5/2024,2024-11-08,952,10748.08,55558.61
004:ECOM FULL PRICE,108625,2063,FP,24H1,NOV: NOVEMBER,159,11/1/2024,11/4/2024,2024-11-07,856,9664.24,51632.28
004:ECOM FULL PRICE,108625,6069,FP,24H1,NOV: NOVEMBER,159,11/5/2024,11/6/2024,2024-11-07,546,6164.34,32307.88
